,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1736825920000,392.4833333333,446.0166666666,439.15,448.1666666666,445.1333333333,434.2,441.9666666666,1059.4833333333,430.4166666666,442.9,445.2833333333,425.85,433.95,434.6166666666,1066.9833333333,438.65,,,,,,,,,,,,,,,,
1736825925000,949.5833333333,1067.75,1051.6166666666,1074.2166666666,1068.9166666666,1042.4333333333,1302.8333333333,1777.0833333332998,1053.2666666666,1061.85,1312.3833333333,1063.7333333333,1046.3833333333,1044.9333333333,1698.6333333332998,1054.75,,,,,,,,,,,,,,,,
1736825930000,1467.7,1913.75,1885.95,1737.3166666666,1825.95,1865.3166666666,2128.95,2766.1,1676.0833333332998,1901.7333333333,2140.25,1696.1333333332998,1874.1333333332998,1870.5333333332999,2734.0166666666,1889.2833333332999,,,,,,,,,,,,,,,,
1736825935000,2711.3333333333,2838.2,2981.4833333333,2802.7166666666,2786.4833333333,2764.7166666666,3019.75,3894.98333333,2742.8,2806.8666666666,3038.7666666665996,2773.2666666666,2774.4166666666,2769.6166666666,3796.7,2793.7833333332997,,,,,,,,,,,,,,,,
1736825940000,3598.75,3992.15,4136.96666667,3898.73333333,3944.88333333,3894.33333333,4222.46666667,4839.78333333,3791.61666667,3963.2,4235.56666667,3842.0,3911.96666667,3900.93333333,4731.33333333,3940.8,,,,,,,,,,,,,,,,
1736825945000,4710.45,5021.36666667,4953.1,4768.13333333,4974.15,4897.08333333,5129.61666667,5731.86666667,4668.96666667,4937.46666667,5025.58333333,4720.76666667,4914.98333333,4906.8,5719.26666667,4958.73333333,,,,,,,,,,,,,,,,
1736825950000,5661.58333333,6004.933333329999,5924.433333329999,5803.5,5771.08333333,5858.78333333,6066.883333329999,6755.56666666,5684.26666667,5727.58333333,6092.066666670001,5746.05,5878.45,5863.05,6711.25,5922.8,,,,,,,,,,,,,,,,
1736825955000,6459.866666670001,6924.233333329999,6910.983333329999,6782.3,6799.933333329999,6796.33333333,7046.33333333,7814.15,6636.4,6748.91666666,7069.81666666,6712.233333329999,6758.0,6726.41666666,7749.45,6870.16666666,,,,,,,,,,,,,,,,
1736825960000,7493.26666666,7941.8,8015.33333333,7840.03333333,7907.01666666,7749.51666666,8115.25,8844.11666666,7657.683333329999,7884.26666666,8167.16666666,7744.83333333,7784.183333329999,7762.86666666,8776.1,7841.81666666,,,,,,,,,,,,,,,,
1736825965000,8589.06666666,9010.4,9080.15,8914.383333329999,8944.0,8779.133333329999,9195.83333333,9890.26666666,8702.46666666,8943.18333333,9254.11666666,8798.95,8831.81666666,8807.31666666,9908.1,8897.8,,,,,,,,,,,,,,,,
1736825970000,9659.11666666,10160.68333333,10207.6,10018.83333333,10023.65,9910.8,10321.8,10989.6,9798.46666666,10056.8,10386.86666666,9911.783333329999,9956.2,9928.533333329999,10934.783333329999,10031.15,,,,,,,,,,,,,,,,
1736825975000,10763.83333333,11211.36666666,11177.25,11133.633333329999,11099.5,10947.93333333,11310.01666666,11647.766666659998,10882.0,11132.25,11381.31666666,11012.1,10996.98333333,10966.5,11730.7,11074.58333333,,,,,,,,,,,,,,,,
1736825980000,11466.95,11788.85,11849.85,11797.3,11740.81666666,11501.56666666,11948.41666666,12176.05,11552.65,11697.6,12022.783333329999,11690.85,11553.2,11520.68333333,12131.633333329999,11642.05,,,,,,,,,,,,,,,,
1736825985000,11984.966666659999,12291.68333333,12334.25,12262.81666666,12277.93333333,12166.0,12192.93333333,12450.93333333,11996.58333333,12180.25,12268.15,12132.1,12098.85,12087.73333333,12541.1,12148.35,,,,,,,,,,,,,,,,
1736825990000,12492.93333333,12568.0,12409.966666659999,12636.35,12556.516666659998,12259.6,12509.766666659998,12568.68333333,12387.75,12469.383333329999,12580.23333333,12525.883333329999,12315.2,12278.8,12439.43333333,12406.783333329999,,,,,,,,,,,,,,,,
1736825995000,12395.65,12759.9,12457.58333333,12713.18333333,12654.58333333,12451.466666659999,12573.15,12627.283333329999,12414.6,12645.06666666,12623.85,12518.866666659998,12511.18333333,12472.81666666,12586.08333333,12607.93333333,,,,,,,,,,,,,,,,
1736826000000,12709.966666659999,12781.18333333,12454.283333329999,12810.66666666,12689.5,12492.45,12504.033333329999,12771.466666659999,12430.56666666,12593.533333329999,12602.0,12545.7,12528.216666659999,12493.05,12832.0,12622.98333333,,,,,,,,,,,,,,,,
1736826005000,12774.7,12857.366666659998,12769.516666659998,12943.7,12756.266666659998,12549.73333333,12840.25,13267.7,12660.98333333,12757.45,13046.93333333,12803.216666659999,12598.31666666,12569.3,13191.0,12698.866666659998,,,,,,,,,,,,,,,,
1736826010000,12928.16666666,13218.383333329999,13230.033333329999,13361.41666666,13372.48333333,12891.783333329999,13267.016666659998,13275.133333329999,13042.716666659999,13343.83333333,13365.06666666,13188.83333333,12958.9,12918.5,13354.866666659998,13056.65,,,,,,,,,,,,,,,,
1736826015000,13344.466666659999,13374.41666666,13203.56666666,13505.383333329999,13413.866666659998,13003.95,13335.883333329999,13242.35,13196.7,13398.25,13429.83333333,13343.1,13121.95,13106.466666659999,13363.883333329999,13171.98333333,,,,,,,,,,,,,,,,
1736826020000,13313.41666666,13373.966666659999,13010.91666666,13471.75,13353.216666659999,13026.7,13314.116666659998,13085.18333333,13196.08333333,13272.83333333,13394.56666666,13341.616666659998,13088.35,13047.81666666,13248.75,13187.81666666,,,,,,,,,,,,,,,,
1736826025000,13336.383333329999,13381.08333333,13202.3,13298.466666659999,13372.716666659999,13068.06666666,13302.966666659999,13300.23333333,13029.616666659998,13258.65,13380.66666666,13176.516666659998,13116.31666666,13077.283333329999,13327.16666666,13216.366666659998,,,,,,,,,,,,,,,,
1736826030000,13257.383333329999,13266.616666659998,13093.116666659998,13430.383333329999,13354.6,13023.6,13202.16666666,13269.08333333,13144.033333329999,13195.65,13287.18333333,13288.95,13001.383333329999,12963.05,13255.033333329999,13099.98333333,,,,,,,,,,,,,,,,
1736826035000,13264.3,13331.7,13094.766666659998,13434.866666659998,13333.81666666,12991.9,13108.95,13351.783333329999,13138.8,13223.9,13195.08333333,13279.533333329999,13052.533333329999,13012.783333329999,13227.58333333,13155.68333333,,,,,,,,,,,,,,,,
1736826040000,13350.65,13460.283333329999,13058.033333329999,13523.16666666,13428.716666659999,13130.83333333,13332.8,13293.616666659998,13232.48333333,13289.05,13417.85,13379.716666659999,13196.383333329999,13153.2,13242.15,13266.783333329999,,,,,,,,,,,,,,,,
1736826045000,13386.866666659998,13440.83333333,13054.41666666,13325.3,13384.966666659999,12940.45,13390.33333333,13384.56666666,13041.116666659998,13278.0,13462.6,13187.033333329999,13112.33333333,13048.466666659999,13424.65,13265.7,,,,,,,,,,,,,,,,
1736826050000,13422.18333333,13484.25,13291.3,13595.05,13418.0,13156.366666659998,13390.4,13415.93333333,13284.766666659998,13314.283333329999,13484.283333329999,13432.516666659998,13217.08333333,13177.633333329999,13490.56666666,13317.883333329999,,,,,,,,,,,,,,,,
1736826055000,13414.25,13527.25,13286.83333333,13429.48333333,13504.43333333,13197.68333333,13389.45,13332.33333333,13116.5,13327.383333329999,13506.283333329999,13311.216666659999,13252.0,13218.133333329999,13445.5,13353.033333329999,,,,,,,,,,,,,,,,
1736826060000,13387.43333333,13420.66666666,13194.58333333,13380.23333333,13421.216666659999,13067.716666659999,13465.66666666,13381.9,13215.65,13332.41666666,13546.966666659999,13375.55,13151.966666659999,13111.133333329999,13325.16666666,13251.68333333,,,,,,,,,,,,,,,,
1736826065000,13263.783333329999,13405.133333329999,13206.58333333,13437.6,13472.91666666,13070.866666659998,13361.533333329999,13098.08333333,13357.766666659998,13340.75,13459.516666659998,13350.2,13146.3,13094.06666666,13091.016666659998,13234.43333333,,,,,,,,,,,,,,,,
1736826070000,13269.05,13246.48333333,12880.05,13345.68333333,13185.766666659998,12925.25,13187.883333329999,13029.216666659999,13070.81666666,13107.15,13254.56666666,13229.283333329999,12991.23333333,12955.31666666,13099.533333329999,13086.85,,,,,,,,,,,,,,,,
1736826075000,12987.15,13218.9,13067.033333329999,13162.116666659998,13080.98333333,12898.116666659998,13228.5,13604.91666666,12894.95,13009.73333333,13302.2,13038.783333329999,12967.95,12923.35,13644.133333329999,13057.41666666,,,,,,,,,,,,,,,,
1736826080000,13804.55,13626.31666666,13648.6,13795.9,13678.91666666,13309.06666666,13569.93333333,13867.55,13496.58333333,13516.81666666,13649.68333333,13648.81666666,13370.56666666,13331.31666666,13895.75,13465.9,,,,,,,,,,,,,,,,
1736826085000,13649.966666659999,13849.266666659998,13483.93333333,14043.0,13723.81666666,13508.616666659998,13691.58333333,13678.45,13731.48333333,13554.31666666,13736.66666666,13898.93333333,13562.08333333,13533.5,13683.966666659999,13674.23333333,,,,,,,,,,,,,,,,
1736826090000,13608.783333329999,13739.0,13584.33333333,13819.5,13779.3,13323.633333329999,13723.08333333,13637.43333333,13485.75,13639.266666659998,13786.91666666,13638.0,13468.15,13431.3,13829.58333333,13570.616666659998,,,,,,,,,,,,,,,,
1736826095000,13834.75,13814.83333333,13653.98333333,13815.43333333,13720.716666659999,13481.05,13842.533333329999,13602.08333333,13536.1,13656.3,13927.283333329999,13687.06666666,13545.033333329999,13508.43333333,13856.366666659998,13648.533333329999,,,,,,,,,,,,,,,,
1736826100000,13809.633333329999,13741.533333329999,13664.65,13779.06666666,13693.98333333,13427.783333329999,13672.25,13534.35,13478.23333333,13632.05,13741.56666666,13630.23333333,13324.91666666,13440.1,13653.15,13604.466666659999,,,,,,,,,,,,,,,,
1736826105000,13591.91666666,13742.25,13559.0,13917.033333329999,13603.633333329999,13401.18333333,13551.91666666,13557.383333329999,13571.65,13565.7,13634.18333333,13765.81666666,13475.516666659998,13439.5,13611.56666666,13566.35,,,,,,,,,,,,,,,,
1736826110000,13597.75,13677.31666666,13517.85,13705.83333333,13649.8,13346.65,13526.98333333,13527.216666659999,13409.43333333,13438.283333329999,13591.533333329999,13557.4,13403.133333329999,13373.633333329999,13652.383333329999,13511.9,,,,,,,,,,,,,,,,
1736826115000,13372.65,13495.85,13508.75,13797.516666659998,13648.633333329999,13160.15,13605.43333333,13407.033333329999,13511.66666666,13529.05,13691.1,13656.8,13227.66666666,13186.15,13618.83333333,13337.95,,,,,,,,,,,,,,,,
1736826120000,13559.116666659998,13571.766666659998,13481.4,13737.016666659998,13539.116666659998,13262.06666666,13465.116666659998,13441.18333333,13438.883333329999,13381.2,13551.65,13589.116666659998,13303.8,13285.466666659999,13738.783333329999,13424.05,,,,,,,,,,,,,,,,
1736826125000,13652.83333333,13644.5,13492.516666659998,13856.616666659998,13531.266666659998,13336.43333333,13459.633333329999,13509.2,13348.23333333,13556.466666659999,13544.16666666,13654.73333333,13369.466666659999,13365.383333329999,13763.43333333,13499.33333333,,,,,,,,,,,,,,,,
1736826130000,13701.31666666,13685.18333333,13578.55,13641.58333333,13741.48333333,13376.716666659999,13459.1,13755.966666659999,13360.6,13567.16666666,13562.91666666,13499.9,13408.383333329999,13382.616666659998,13730.56666666,13530.73333333,,,,,,,,,,,,,,,,
1736826135000,13895.55,13793.56666666,13540.7,13843.3,13929.05,13455.65,13488.216666659999,13190.16666666,13549.7,13706.3,13598.25,13698.616666659998,13521.33333333,13479.633333329999,13259.56666666,13621.06666666,,,,,,,,,,,,,,,,
1736826140000,13202.25,13253.83333333,12870.81666666,13361.616666659998,13237.31666666,12946.966666659999,13163.866666659998,13305.31666666,13071.33333333,13123.266666659998,13258.95,13218.68333333,13006.866666659998,12972.65,13287.25,13100.43333333,,,,,,,,,,,,,,,,
1736826145000,13191.55,13169.9,13196.98333333,13426.0,13394.2,13022.716666659999,13255.58333333,13349.5,13140.43333333,13291.18333333,13358.91666666,13277.08333333,12913.766666659998,12866.966666659999,13407.23333333,13003.116666659998,,,,,,,,,,,,,,,,
1736826150000,13345.883333329999,13543.6,13198.8,13533.08333333,13399.75,13222.766666659998,13333.116666659998,13381.73333333,13230.35,13269.98333333,13423.85,13375.883333329999,13269.06666666,13208.533333329999,13427.516666659998,13383.6,,,,,,,,,,,,,,,,
1736826155000,13121.516666659998,13473.033333329999,13244.58333333,13501.83333333,13524.48333333,13144.45,13360.366666659998,13356.966666659999,13208.616666659998,13252.56666666,13418.0,13356.85,13205.716666659999,13164.93333333,13372.83333333,13128.466666659999,,,,,,,,,,,,,,,,
1736826160000,13333.466666659999,13509.016666659998,13229.616666659998,13517.216666659999,13446.18333333,13168.98333333,13322.4,13440.25,13225.9,13279.533333329999,13409.23333333,13375.766666659998,13378.05,13205.116666659998,13524.16666666,13344.15,,,,,,,,,,,,,,,,
1736826165000,13345.85,13480.783333329999,13363.25,13581.33333333,13531.06666666,13177.716666659999,13365.6,13316.283333329999,13285.766666659998,13357.8,13459.06666666,13405.616666659998,13213.783333329999,13185.5,13429.83333333,13320.033333329999,,,,,,,,,,,,,,,,
1736826170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736826195000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1736826200000,0.0,0.0,175.8166666666,226.55,0.0,0.0,0.0,0.0,388.75,0.0,0.0,0.0,0.0,211.05,106.8833333333,0.0,198.2666666666,398.75,197.9333333333,356.2666666666,0.0,0.0,135.2166666666,146.7666666666,,,,,,,,
1736826205000,436.3,440.5833333333,402.0666666666,434.6333333333,440.1666666666,400.5833333333,218.1166666666,434.6833333333,388.75,435.3666666666,435.25,401.0833333333,430.8333333333,438.1833333333,399.2,443.9333333333,436.9833333333,448.5833333333,435.6333333333,432.8666666666,384.55,235.8666666666,441.2666666666,394.4666666666,,,,,,,,
1736826210000,479.05,556.2,512.5666666666,489.85,631.8666666666,442.5333333333,440.0833333333,472.6666666666,1084.0,622.1166666666,620.9,583.1166666666,473.2666666666,494.3666666666,608.8,635.6833333333,506.3,1208.65,739.25,889.35,384.55,437.3666666666,677.6833333333,609.5833333333,,,,,,,,
