,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1737804265000,9.0,19.0,,,,1.0,0.0,0.0,10.0,1.0,,,,0.0,9.0,9.0,2304000.0,111.0,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804270000,1.0,2.0,,,,0.0,0.0,0.0,1.0,0.0,,,,0.0,1.0,1.0,0.0,65.0,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804275000,9.0,19.0,,,,0.0,0.0,0.0,10.0,0.0,,,,0.0,9.0,9.0,6624000.0,111.0,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804280000,,,,,,,,,,,,,,,,,,,,,,,,
1737804305000,1.0,12.0,19.0,,,0.0,0.0,0.0,7.0,0.0,0.0,,,0.0,7.0,1.0,14.0,445.0,113.0,,,4007.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804310000,9.0,12.0,19.0,,,0.0,0.0,0.0,12.0,0.0,0.0,,,0.0,9.0,9.0,216423000.0,1213.0,150.0,,,224.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804315000,2.0,9.0,19.0,,,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,1.0,6.0,214452000.0,309.0,87.0,,,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804320000,9.0,17.0,19.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,178776000.0,85.0,138.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804325000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,67428000.0,78.0,11.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804330000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,8037000.0,233.0,39.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804335000,9.0,19.0,0.0,,,0.0,0.0,0.0,10.0,0.0,0.0,,,0.0,9.0,9.0,0.0,160.0,28.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804340000,9.0,19.0,0.0,,,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,9.0,9.0,0.0,45.0,12.0,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804345000,9.0,19.0,9.0,,,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,9.0,9.0,7560000.0,78.0,70.0,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804350000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,8874000.0,9.0,77.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804355000,9.0,19.0,19.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,9.0,9.0,0.0,16.0,67.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804360000,9.0,12.0,18.0,,,0.0,0.0,0.0,12.0,0.0,1.0,,,0.0,9.0,9.0,2.0,2526.0,82.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804365000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,91.0,17.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804370000,9.0,17.0,19.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,59.0,91.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804375000,9.0,19.0,16.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,52.0,110.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804380000,9.0,19.0,18.0,,,3.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,3807000.0,90.0,100.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804385000,1.0,15.0,19.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,1.0,9.0,0.0,12.0,69.0,,,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804390000,9.0,12.0,19.0,,,0.0,0.0,0.0,12.0,0.0,1.0,,,0.0,9.0,9.0,1.0,32659.0,62.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804395000,9.0,19.0,20.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,74.0,124.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804400000,9.0,20.0,20.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,94.0,124.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804405000,9.0,19.0,19.0,,,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,9.0,9.0,0.0,72.0,178.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804410000,9.0,12.0,19.0,,,0.0,0.0,0.0,12.0,0.0,0.0,,,0.0,9.0,9.0,2.0,91.0,8.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804415000,1.0,6.0,6.0,,,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,1.0,1.0,0.0,107.0,1066.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804420000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,6660000.0,206.0,429753.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804425000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2844000.0,50.0,8.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804430000,1.0,11.0,19.0,,,0.0,0.0,0.0,5.0,0.0,1.0,,,0.0,1.0,8.0,5.0,169.0,154.0,,,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804435000,9.0,12.0,17.0,,,0.0,0.0,0.0,12.0,0.0,1.0,,,0.0,9.0,9.0,4.0,21719.0,40.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804440000,9.0,19.0,5.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,78.0,21.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804445000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,113.0,76782.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804450000,9.0,18.0,19.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,2565000.0,125.0,26.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804455000,9.0,19.0,19.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,3519000.0,50.0,32.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804460000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,0.0,8.0,23.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804465000,9.0,2.0,18.0,,,0.0,0.0,0.0,11.0,0.0,1.0,,,0.0,9.0,9.0,2.0,22.0,154.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804470000,9.0,19.0,18.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,27.0,154.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804475000,1.0,4.0,9.0,,,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,1.0,1.0,0.0,74.0,38.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804480000,9.0,18.0,0.0,,,0.0,0.0,0.0,10.0,0.0,0.0,,,0.0,1.0,9.0,0.0,56.0,85.0,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804485000,9.0,19.0,8.0,,,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,9.0,9.0,10.0,82.0,84.0,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804490000,9.0,18.0,19.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,24534000.0,57.0,41.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804495000,9.0,20.0,20.0,,,0.0,0.0,0.0,12.0,0.0,1.0,,,0.0,10.0,8.0,0.0,53.0,13.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804500000,9.0,20.0,8.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,72.0,19.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804505000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,67.0,3280.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804510000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2538000.0,75.0,84.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804515000,9.0,19.0,18.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,0.0,54.0,107.0,,,555.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804520000,1.0,6.0,19.0,,,0.0,0.0,0.0,7.0,0.0,1.0,,,0.0,1.0,1.0,0.0,87.0,70.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804525000,9.0,19.0,5.0,,,1.0,0.0,0.0,12.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,69.0,77.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804530000,9.0,19.0,4.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,155.0,86.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804535000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,83.0,6221.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804540000,9.0,19.0,12.0,,,1.0,0.0,0.0,13.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,58.0,100.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804545000,9.0,19.0,19.0,,,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,9.0,9.0,2466000.0,637.0,86.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804550000,9.0,12.0,19.0,,,0.0,0.0,0.0,12.0,0.0,0.0,,,0.0,9.0,9.0,4761000.0,116.0,60.0,,,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804555000,0.0,3.0,,,,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,1.0,1115.0,,,,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804560000,,,,,,,,,,,,,,,,,,,,,,,,
1737804580000,0.0,6.0,19.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,1.0,19.0,262.0,15.0,21958000.0,,2523.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804585000,9.0,10.0,20.0,19.0,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,,0.0,9.0,9.0,235728000.0,889.0,46.0,435.0,,165.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804590000,9.0,19.0,7.0,0.0,,1.0,0.0,0.0,11.0,1.0,1.0,0.0,,0.0,9.0,9.0,266823000.0,47.0,9.0,559.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804595000,9.0,10.0,20.0,19.0,,0.0,0.0,0.0,14.0,0.0,1.0,1.0,,0.0,9.0,9.0,42.0,3073.0,41.0,18.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804600000,6.0,3.0,18.0,20.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,62.0,35.0,44.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804605000,9.0,18.0,19.0,18.0,,1.0,0.0,0.0,13.0,1.0,1.0,1.0,,0.0,9.0,9.0,15786000.0,302.0,33.0,35.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804610000,1.0,10.0,15.0,19.0,,0.0,0.0,0.0,6.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,201.0,10.0,71.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804615000,9.0,17.0,19.0,10.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,0.0,9.0,9.0,5616000.0,523.0,819.0,11.0,,165.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804620000,9.0,20.0,1.0,16.0,,1.0,0.0,0.0,12.0,1.0,0.0,0.0,,0.0,9.0,9.0,9675000.0,19.0,22.0,40.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804625000,9.0,20.0,0.0,19.0,,1.0,0.0,0.0,12.0,1.0,0.0,1.0,,0.0,9.0,9.0,4833000.0,67.0,135.0,52.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804630000,9.0,10.0,19.0,19.0,,0.0,0.0,0.0,14.0,0.0,1.0,1.0,,0.0,9.0,9.0,2304000.0,9157.0,40.0,18.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804635000,9.0,7.0,16.0,19.0,,0.0,0.0,0.0,4.0,0.0,1.0,1.0,,0.0,9.0,1.0,0.0,100.0,15.0,40.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804640000,9.0,19.0,19.0,0.0,,1.0,0.0,0.0,11.0,1.0,1.0,1.0,,0.0,9.0,9.0,3519000.0,21.0,10.0,2438.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804645000,9.0,19.0,19.0,1.0,,1.0,0.0,0.0,13.0,1.0,1.0,0.0,,0.0,9.0,9.0,2844000.0,151.0,10.0,22.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804650000,9.0,19.0,0.0,0.0,,1.0,0.0,0.0,11.0,1.0,1.0,0.0,,0.0,9.0,9.0,2538000.0,101.0,296470000.0,51.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737804655000,9.0,19.0,1.0,19.0,,1.0,0.0,0.0,11.0,1.0,0.0,1.0,,0.0,9.0,9.0,2304000.0,83.0,56.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
