,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
1736785020000,885.0,373.0,831.0,995.0,907.0,999.0,,,,,,
1736785025000,885.0,300.0,815.0,986.0,833.0,999.0,,,,,,
1736785030000,862.0,236.0,754.0,986.0,766.0,998.0,,,,,,
1736785035000,832.0,216.0,712.0,961.0,733.0,995.0,,,,,,
1736785040000,827.0,170.0,712.0,961.0,705.0,995.0,,,,,,
1736785045000,783.0,168.0,712.0,961.0,619.0,995.0,,,,,,
1736785050000,699.0,167.0,712.0,939.0,533.0,995.0,,,,,,
1736785055000,615.0,195.0,712.0,867.0,472.0,991.0,,,,,,
1736785060000,584.0,262.0,699.0,821.0,442.0,948.0,,,,,,
1736785065000,583.0,276.0,717.0,785.0,381.0,948.0,,,,,,
1736785070000,540.0,308.0,790.0,721.0,323.0,899.0,,,,,,
1736785075000,602.0,353.0,817.0,682.0,338.0,864.0,,,,,,
1736785080000,645.0,339.0,820.0,656.0,335.0,831.0,,,,,,
1736785085000,617.0,349.0,835.0,580.0,342.0,757.0,,,,,,
1736785090000,612.0,356.0,862.0,540.0,347.0,709.0,,,,,,
1736785095000,637.0,369.0,875.0,533.0,366.0,678.0,,,,,,
1736785100000,642.0,384.0,843.0,501.0,358.0,646.0,,,,,,
1736785105000,686.0,461.0,819.0,474.0,422.0,619.0,,,,,,
1736785110000,768.0,520.0,811.0,492.0,483.0,619.0,,,,,,
1736785115000,852.0,536.0,752.0,504.0,497.0,579.0,,,,,,
1736785120000,880.0,487.0,730.0,525.0,481.0,586.0,,,,,,
1736785125000,881.0,541.0,676.0,505.0,506.0,532.0,,,,,,
1736785130000,925.0,570.0,681.0,546.0,552.0,555.0,,,,,,
1736785135000,935.0,522.0,678.0,542.0,512.0,545.0,,,,,,
1736785140000,930.0,565.0,630.0,527.0,536.0,533.0,,,,,,
1736785145000,957.0,575.0,617.0,592.0,564.0,583.0,,,,,,
1736785150000,985.0,589.0,590.0,580.0,578.0,573.0,,,,,,
1736785155000,986.0,554.0,575.0,568.0,542.0,559.0,,,,,,
1736785160000,978.0,565.0,578.0,569.0,551.0,561.0,,,,,,
1736785165000,976.0,535.0,552.0,552.0,530.0,538.0,,,,,,
1736785170000,977.0,531.0,504.0,493.0,508.0,479.0,,,,,,
1736785175000,977.0,570.0,562.0,553.0,555.0,522.0,,,,,,
1736785180000,980.0,636.0,596.0,578.0,601.0,559.0,,,,,,
1736785185000,980.0,650.0,650.0,634.0,637.0,613.0,,,,,,
1736785190000,980.0,660.0,645.0,657.0,632.0,616.0,,,,,,
1736785195000,980.0,708.0,685.0,699.0,688.0,662.0,,,,,,
1736785200000,985.0,649.0,665.0,678.0,645.0,645.0,,,,,,
1736785205000,986.0,680.0,625.0,638.0,640.0,617.0,,,,,,
1736785210000,978.0,,,,683.0,665.0,,,,,,
1736785215000,,,,,,,,,,,,
1736785340000,1000.0,1000.0,1000.0,996.0,1000.0,,,1000.0,1000.0,,,
1736785345000,1000.0,984.0,1000.0,911.0,1000.0,1000.0,1000.0,927.0,959.0,,,
1736785350000,1000.0,899.0,1000.0,826.0,922.0,1000.0,1000.0,842.0,875.0,,,
1736785355000,941.0,814.0,1000.0,743.0,838.0,944.0,963.0,758.0,791.0,,,
1736785360000,855.0,737.0,944.0,660.0,760.0,861.0,882.0,677.0,709.0,,,
1736785365000,806.0,664.0,860.0,579.0,688.0,778.0,801.0,595.0,627.0,,,
1736785370000,775.0,611.0,779.0,498.0,634.0,699.0,722.0,515.0,547.0,,,
1736785375000,775.0,545.0,701.0,419.0,581.0,619.0,641.0,436.0,467.0,,,
1736785380000,767.0,532.0,621.0,364.0,559.0,559.0,577.0,380.0,411.0,,,
1736785385000,767.0,475.0,578.0,292.0,530.0,480.0,499.0,314.0,348.0,,,
1736785390000,767.0,454.0,498.0,226.0,499.0,430.0,444.0,250.0,281.0,,,
1736785395000,767.0,400.0,450.0,171.0,473.0,345.0,360.0,191.0,220.0,,,
1736785400000,767.0,327.0,365.0,94.0,399.0,270.0,283.0,109.0,134.0,,,
1736785405000,752.0,296.0,287.0,117.0,366.0,242.0,239.0,123.0,116.0,,,
1736785410000,741.0,314.0,257.0,136.0,375.0,176.0,191.0,141.0,139.0,,,
1736785415000,801.0,333.0,193.0,147.0,401.0,167.0,161.0,151.0,150.0,,,
1736785420000,886.0,342.0,181.0,160.0,414.0,182.0,172.0,163.0,159.0,,,
1736785425000,924.0,379.0,198.0,178.0,439.0,215.0,185.0,180.0,177.0,,,
1736785430000,931.0,399.0,231.0,230.0,471.0,254.0,225.0,236.0,227.0,,,
1736785435000,946.0,400.0,264.0,246.0,462.0,262.0,247.0,247.0,242.0,,,
1736785440000,945.0,351.0,273.0,240.0,422.0,253.0,240.0,235.0,231.0,,,
1736785445000,934.0,387.0,246.0,257.0,435.0,299.0,284.0,252.0,243.0,,,
1736785450000,934.0,345.0,301.0,282.0,414.0,280.0,282.0,270.0,266.0,,,
1736785455000,934.0,387.0,285.0,287.0,417.0,346.0,329.0,285.0,284.0,,,
1736785460000,931.0,461.0,350.0,370.0,485.0,421.0,406.0,367.0,370.0,,,
1736785465000,946.0,477.0,427.0,356.0,449.0,387.0,398.0,353.0,363.0,,,
1736785470000,957.0,471.0,406.0,352.0,439.0,372.0,377.0,350.0,355.0,,,
1736785475000,957.0,472.0,387.0,354.0,441.0,375.0,378.0,353.0,358.0,,,
1736785480000,942.0,495.0,392.0,371.0,461.0,390.0,404.0,370.0,380.0,,,
1736785485000,949.0,464.0,407.0,366.0,442.0,370.0,401.0,381.0,377.0,,,
1736785490000,954.0,432.0,385.0,329.0,398.0,342.0,380.0,341.0,341.0,,,
1736785495000,944.0,461.0,360.0,321.0,412.0,369.0,378.0,340.0,340.0,,,
1736785500000,944.0,460.0,389.0,357.0,431.0,382.0,412.0,372.0,384.0,,,
1736785505000,955.0,424.0,407.0,340.0,389.0,358.0,378.0,352.0,362.0,,,
1736785510000,948.0,428.0,374.0,310.0,378.0,378.0,380.0,325.0,336.0,,,
1736785515000,943.0,441.0,389.0,328.0,397.0,397.0,417.0,340.0,349.0,,,
1736785520000,946.0,441.0,409.0,328.0,403.0,397.0,417.0,340.0,349.0,,,
1736785525000,946.0,,409.0,,,,,,,,,
1736785530000,,,,,,,,,,,,
1736785590000,,,,,,,1000.0,,,,,
1736785595000,,,,,,,948.0,,,,,1000.0
1736785600000,,,,,,,828.0,969.0,,,,1000.0
1736785605000,,,,,1000.0,,736.0,860.0,,,,921.0
1736785610000,,1000.0,,,977.0,,659.0,774.0,,,1000.0,819.0
1736785615000,1000.0,948.0,,1000.0,880.0,984.0,597.0,703.0,1000.0,1000.0,965.0,734.0
1736785620000,1000.0,862.0,1000.0,977.0,797.0,900.0,545.0,642.0,956.0,980.0,876.0,665.0
1736785625000,967.0,787.0,945.0,895.0,729.0,815.0,461.0,557.0,872.0,896.0,802.0,608.0
1736785630000,884.0,701.0,860.0,816.0,648.0,732.0,379.0,474.0,795.0,812.0,717.0,525.0
1736785635000,817.0,619.0,777.0,753.0,578.0,651.0,302.0,394.0,732.0,735.0,637.0,447.0
1736785640000,778.0,541.0,699.0,695.0,524.0,573.0,221.0,316.0,681.0,659.0,560.0,369.0
1736785645000,752.0,463.0,620.0,625.0,461.0,498.0,147.0,238.0,617.0,583.0,482.0,294.0
1736785650000,734.0,391.0,543.0,551.0,389.0,419.0,69.0,160.0,542.0,506.0,407.0,225.0
1736785655000,726.0,313.0,464.0,490.0,318.0,361.0,54.0,96.0,494.0,429.0,331.0,149.0
1736785660000,710.0,275.0,410.0,490.0,318.0,281.0,101.0,69.0,494.0,403.0,295.0,89.0
1736785665000,710.0,203.0,330.0,479.0,287.0,219.0,142.0,88.0,492.0,338.0,233.0,79.0
1736785670000,710.0,148.0,268.0,478.0,302.0,155.0,168.0,116.0,492.0,292.0,176.0,105.0
1736785675000,710.0,135.0,208.0,478.0,341.0,95.0,178.0,124.0,492.0,209.0,147.0,111.0
1736785680000,705.0,142.0,132.0,479.0,365.0,130.0,214.0,141.0,513.0,155.0,159.0,126.0
1736785685000,728.0,183.0,137.0,539.0,428.0,143.0,233.0,175.0,595.0,200.0,199.0,163.0
1736785690000,814.0,196.0,154.0,550.0,440.0,161.0,248.0,191.0,606.0,215.0,212.0,174.0
1736785695000,856.0,208.0,168.0,543.0,443.0,190.0,272.0,202.0,614.0,221.0,219.0,183.0
1736785700000,884.0,236.0,192.0,564.0,452.0,197.0,293.0,228.0,615.0,253.0,251.0,216.0
1736785705000,910.0,252.0,207.0,565.0,444.0,201.0,296.0,233.0,612.0,258.0,252.0,221.0
1736785710000,925.0,259.0,213.0,611.0,473.0,239.0,340.0,270.0,658.0,288.0,262.0,246.0
1736785715000,933.0,302.0,255.0,607.0,488.0,234.0,322.0,264.0,643.0,317.0,293.0,262.0
1736785720000,940.0,280.0,244.0,577.0,447.0,294.0,340.0,277.0,625.0,296.0,269.0,277.0
1736785725000,936.0,336.0,303.0,589.0,479.0,315.0,372.0,316.0,627.0,360.0,318.0,331.0
1736785730000,936.0,360.0,327.0,588.0,479.0,301.0,352.0,292.0,601.0,329.0,346.0,310.0
1736785735000,918.0,337.0,308.0,575.0,482.0,362.0,414.0,337.0,582.0,366.0,325.0,347.0
1736785740000,923.0,405.0,369.0,596.0,544.0,413.0,462.0,405.0,607.0,439.0,392.0,418.0
1736785745000,930.0,450.0,418.0,620.0,566.0,425.0,484.0,409.0,608.0,474.0,436.0,461.0
1736785750000,930.0,473.0,431.0,615.0,560.0,408.0,471.0,394.0,603.0,463.0,447.0,452.0
1736785755000,955.0,463.0,417.0,613.0,555.0,395.0,457.0,391.0,586.0,463.0,439.0,451.0
1736785760000,951.0,453.0,405.0,614.0,577.0,419.0,472.0,400.0,632.0,470.0,427.0,454.0
1736785765000,951.0,463.0,429.0,616.0,587.0,424.0,477.0,398.0,635.0,469.0,448.0,450.0
1736785770000,948.0,463.0,434.0,607.0,591.0,416.0,470.0,399.0,619.0,469.0,446.0,455.0
1736785775000,941.0,449.0,421.0,595.0,577.0,408.0,463.0,391.0,610.0,456.0,444.0,452.0
1736785780000,950.0,438.0,416.0,564.0,555.0,375.0,434.0,363.0,571.0,437.0,433.0,432.0
1736785785000,946.0,412.0,382.0,527.0,523.0,362.0,422.0,354.0,530.0,408.0,408.0,407.0
1736785790000,946.0,395.0,367.0,452.0,446.0,373.0,436.0,355.0,485.0,409.0,379.0,410.0
1736785795000,964.0,400.0,374.0,440.0,449.0,368.0,430.0,358.0,480.0,420.0,390.0,425.0
1736785800000,964.0,394.0,369.0,419.0,441.0,326.0,387.0,338.0,448.0,413.0,385.0,422.0
1736785805000,964.0,346.0,334.0,348.0,361.0,327.0,372.0,311.0,386.0,341.0,325.0,349.0
1736785810000,,,,,,,,,,,,
