,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1722072850000,16674.21666666,16676.03333333,16676.316666659997,16676.1,16679.33333333,16674.266666659998,,,,,
1722072855000,16669.5,16670.4,16668.1,16669.016666659998,16666.68333333,16669.03333333,,,,,
1722072860000,16661.983333329998,16669.766666659998,16671.71666666,16670.53333333,16668.61666666,16670.93333333,,,,,
1722072865000,16667.3,16662.9,16664.53333333,16663.25,16663.516666659998,16661.66666666,,,,,
1722072870000,16659.68333333,16656.86666666,16661.03333333,16661.71666666,16660.78333333,16663.43333333,,,,,
1722072875000,16664.7,16665.35,16667.3,16665.45,16665.45,16662.65,,,,,
1722072880000,16668.03333333,16667.25,16669.28333333,16667.38333333,16665.68333333,16667.05,,,,,
1722072885000,16666.05,16665.33333333,16668.28333333,16668.03333333,16659.11666666,16665.86666666,,,,,
1722072890000,16666.75,16665.8,16666.88333333,16668.66666666,16667.86666666,16669.91666666,,,,,
1722072895000,16672.1,16671.25,16671.266666659998,16668.96666666,16667.36666666,16673.0,,,,,
1722072900000,16665.35,16665.2,16671.21666666,16667.18333333,16669.96666666,16667.266666659998,,,,,
1722072905000,16664.766666659998,16665.86666666,16663.4,16665.3,16666.4,16665.16666666,,,,,
1722072910000,16665.0,16667.066666659997,16664.316666659997,16668.516666659998,16667.8,16669.58333333,,,,,
1722072915000,16667.95,16666.9,16657.233333329998,16660.58333333,16660.13333333,16660.8,,,,,
1722072920000,16671.46666666,16670.83333333,16668.816666659997,16668.65,16667.4,16670.28333333,,,,,
1722072925000,16666.483333329998,16677.41666666,16675.68333333,16677.46666666,16669.95,16677.9,,,,,
1722072930000,0.0,,,0.0,,,,,,,
1722072935000,0.0,,0.0,1549.85,1750.1166666666,,,,,,
1722072940000,,,,,,,,,,,
1722072965000,,0.0,,,,0.0,,,,,
1722072970000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1722072975000,0.0,1013.9666666666,0.0,0.0,1001.7833333333,1076.2,1128.55,,,,
1722072980000,1144.9666666666,2653.3666666666,1189.3333333333,1227.2666666666,2646.8833333333,2653.2166666666,2765.5333333332997,,,,
1722072985000,2751.6333333333,4275.21666667,2741.1666666666,2928.6833333332997,4259.75,4236.2,4358.13333333,,,,
1722072990000,4363.95,5812.58333333,4301.73333333,4533.4,5806.633333329999,5769.15,5830.03333333,,,,
1722072995000,5874.383333329999,7276.21666666,5898.4,5978.9,7293.28333333,7353.65,7420.383333329999,,,,
1722073000000,7399.96666666,8941.7,7450.76666666,7581.25,8969.06666666,8946.48333333,9052.283333329999,,,,
1722073005000,9069.86666666,10567.133333329999,9036.56666666,9144.96666666,10586.98333333,10580.73333333,10632.61666666,,,,
1722073010000,10686.48333333,12204.8,10667.9,10783.8,12194.216666659999,12236.8,12236.8,,,,
1722073015000,12239.16666666,13676.06666666,12257.08333333,12313.85,13666.91666666,13763.5,13794.9,,,,
1722073020000,13856.0,15344.516666659998,13832.7,13919.1,15347.75,15380.283333329999,15439.1,,,,
1722073025000,15496.1,16984.45,15446.016666659998,15591.15,16996.75,16985.0,17078.8,,,,
1722073030000,17126.33333333,18643.61666666,17056.233333329998,17228.766666659998,18636.36666666,18640.46666666,18666.88333333,,,,
1722073035000,18666.88333333,19095.41666666,18673.71666666,18744.7,19087.83333333,19110.58333333,19077.68333333,,,,
1722073040000,19139.7,19094.18333333,19075.55,19161.91666666,19112.35,19124.4,19099.95,,,,
1722073045000,19144.66666666,19147.86666666,19128.7,19111.316666659997,19186.35,19178.15,19173.6,,,,
1722073050000,19236.28333333,19164.91666666,19179.483333329998,19130.83333333,19153.61666666,19250.41666666,19183.5,,,,
1722073055000,19215.13333333,18889.5,19201.733333329998,19188.0,18862.18333333,18889.15,18819.28333333,,,,
1722073060000,18889.63333333,18416.86666666,18890.78333333,18771.55,18380.86666666,18486.733333329998,18374.46666666,,,,
1722073065000,18406.71666666,17977.983333329998,18494.266666659998,18401.95,17952.95,18038.8,17979.83333333,,,,
1722073070000,17984.516666659998,17530.8,18054.9,17952.233333329998,17533.08333333,17571.483333329998,17567.4,,,,
1722073075000,17623.16666666,17243.9,17655.61666666,17613.93333333,17253.05,17240.65,17207.4,,,,
1722073080000,17189.45,16775.83333333,17270.95,17193.05,16759.066666659997,16808.65,16749.233333329998,,,,
1722073085000,16734.75,16322.66666666,16846.016666659998,16707.66666666,16293.55,16390.7,16296.9,,,,
1722073090000,16306.45,15852.45,16423.983333329998,16267.31666666,15852.91666666,15933.15,15906.73333333,,,,
1722073095000,15956.31666666,15584.966666659999,16000.283333329999,15947.68333333,15592.133333329999,15578.366666659998,15558.91666666,,,,
1722073100000,15529.283333329999,15137.033333329999,15601.9,15491.55,15110.633333329999,15177.18333333,15089.31666666,,,,
1722073105000,15107.83333333,14652.0,15179.95,15032.31666666,14617.56666666,14731.616666659998,14614.216666659999,,,,
1722073110000,14594.65,14287.2,14765.18333333,14596.766666659998,14287.58333333,14313.9,14313.43333333,,,,
1722073115000,14295.6,14290.56666666,14339.016666659998,14286.883333329999,14288.216666659999,14283.15,14285.266666659998,,,,
1722073120000,14285.43333333,14288.2,14288.516666659998,14291.116666659998,14285.2,14285.633333329999,14292.1,,,,
1722073125000,14289.116666659998,14290.18333333,14289.016666659998,14286.55,14283.883333329999,14287.9,14294.81666666,,,,
1722073130000,14285.93333333,14289.98333333,14283.05,14285.65,14288.633333329999,14290.93333333,14287.766666659998,,,,
1722073135000,14285.283333329999,14290.81666666,14288.766666659998,14285.16666666,14284.56666666,14285.716666659999,14286.65,,,,
1722073140000,14292.016666659998,14285.116666659998,14284.91666666,14287.283333329999,14290.06666666,14289.616666659998,14284.66666666,,,,
1722073145000,14297.23333333,14284.45,14290.016666659998,14297.616666659998,14293.9,14289.06666666,14284.516666659998,,,,
1722073150000,14286.08333333,14279.93333333,14287.95,14287.65,14286.716666659999,14286.75,14284.766666659998,,,,
1722073155000,14278.91666666,14273.033333329999,14288.366666659998,14275.83333333,14283.366666659998,14284.58333333,14283.6,,,,
1722073160000,14286.85,14270.1,14284.633333329999,14278.85,14282.9,14281.15,14281.116666659998,,,,
1722073165000,14274.383333329999,14281.466666659999,14283.716666659999,14277.0,14284.18333333,14284.83333333,14284.65,,,,
1722073170000,14286.133333329999,14286.3,14288.466666659999,14286.43333333,14290.75,14287.8,14294.18333333,,,,
1722073175000,14286.06666666,14283.383333329999,14285.716666659999,14287.45,14283.766666659998,14285.06666666,14284.216666659999,,,,
1722073180000,14285.3,14284.883333329999,14285.3,14285.7,14284.766666659998,14284.55,14284.55,,,,
1722073185000,14287.45,14288.466666659999,14286.65,14284.783333329999,14289.366666659998,14287.15,14287.31666666,,,,
1722073190000,14285.033333329999,14285.95,14292.016666659998,14285.45,14278.98333333,14284.266666659998,14291.516666659998,,,,
1722073195000,14287.31666666,14293.133333329999,14284.033333329999,14290.83333333,14287.35,14284.4,14280.73333333,,,,
1722073200000,14287.966666659999,14287.05,14288.35,14291.75,14285.4,14287.266666659998,14292.81666666,,,,
1722073205000,14287.616666659998,14291.766666659998,14285.5,14285.08333333,14290.266666659998,14291.93333333,14290.08333333,,,,
1722073210000,14284.15,14294.716666659999,14292.31666666,14287.266666659998,14288.43333333,14284.366666659998,14278.6,,,,
1722073215000,14294.383333329999,14288.6,14287.2,14292.31666666,14277.18333333,14280.366666659998,14275.883333329999,,,,
1722073220000,14285.966666659999,14297.66666666,14281.866666659998,14288.58333333,14291.383333329999,14288.25,14285.08333333,,,,
1722073225000,14289.383333329999,14283.383333329999,14294.08333333,14291.616666659998,14280.2,14278.75,14277.98333333,,,,
1722073230000,14283.91666666,14277.266666659998,14278.65,14281.0,14278.516666659998,14277.73333333,14276.41666666,,,,
1722073235000,14282.33333333,14272.55,14277.3,14277.81666666,14284.783333329999,14285.516666659998,14287.45,,,,
1722073240000,14289.45,14285.966666659999,14282.81666666,14282.83333333,14289.43333333,14287.06666666,14286.66666666,,,,
1722073245000,14282.616666659998,14281.83333333,14284.883333329999,14286.266666659998,14283.283333329999,14285.033333329999,14285.033333329999,,,,
1722073250000,14287.25,14287.66666666,14280.366666659998,14284.883333329999,14291.6,14285.783333329999,14284.33333333,,,,
1722073255000,14285.866666659998,14285.83333333,14288.266666659998,14284.93333333,14289.216666659999,14286.18333333,14290.65,,,,
1722073260000,0.0,,0.0,0.0,,0.0,,,,,
1722073265000,0.0,1703.45,1715.4166666666,1785.5666666666,0.0,0.0,1786.2666666666,,,,
1722073270000,,0.0,0.0,,,,,,,,
1722073275000,0.0,2119.7833333333,,2224.1166666666,0.0,0.0,2154.3166666665998,,,,
1722073280000,,,,,,,,,,,
1722073310000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1722073315000,0.0,0.0,0.0,0.0,0.0,792.2166666666,0.0,861.8833333333,,,
1722073320000,720.6,900.8666666666,875.0833333333,913.25,704.6666666666,2272.1333333333,698.4166666666,2331.0833333333,,,
1722073325000,2212.5666666666,2402.2666666666,2372.0166666666,2418.5,2197.5,3633.23333333,2197.5,3706.9,,,
1722073330000,3636.4,3782.28333333,3738.53333333,3786.71666667,3594.41666667,5127.98333333,3587.66666667,5164.3,,,
1722073335000,5064.68333333,5227.5,5191.83333333,5242.05,5055.11666667,6565.683333329999,5042.5,6621.66666667,,,
1722073340000,6520.266666670001,6697.233333329999,6666.433333329999,6714.78333333,6471.83333333,8015.06666666,6469.133333329999,8063.3,,,
1722073345000,7975.01666666,8150.71666666,8103.51666666,8139.26666666,7937.58333333,9463.33333333,7932.05,9542.08333333,,,
1722073350000,9466.31666666,9595.41666666,9573.6,9609.033333329999,9425.43333333,11028.16666666,9417.0,11067.533333329999,,,
1722073355000,10986.68333333,11091.98333333,11109.43333333,11159.383333329999,10944.75,12522.33333333,10933.883333329999,12588.633333329999,,,
1722073360000,12485.55,12594.55,12619.966666659999,12657.3,12437.766666659998,14018.866666659998,12433.83333333,14074.633333329999,,,
1722073365000,13968.31666666,14110.56666666,14102.116666659998,14139.9,13937.35,15428.633333329999,13933.266666659998,15496.366666659998,,,
1722073370000,15422.05,15576.883333329999,15537.58333333,15587.383333329999,15388.216666659999,16909.316666659997,15377.66666666,16971.53333333,,,
1722073375000,16858.66666666,17048.18333333,16994.85,17039.95,16828.016666659998,17554.95,16816.11666666,17518.2,,,
1722073380000,17610.15,17539.96666666,17538.58333333,17523.7,17584.85,17118.816666659997,17583.71666666,17098.516666659998,,,
1722073385000,17217.18333333,17088.25,17078.78333333,17057.516666659998,17132.983333329998,16793.7,17131.816666659997,16761.21666666,,,
1722073390000,16834.1,16740.75,16745.41666666,16731.6,16776.86666666,16337.883333329999,16775.15,16342.766666659998,,,
1722073395000,16442.43333333,16336.2,16328.966666659999,16318.866666659998,16358.4,15939.883333329999,16370.85,15925.1,,,
1722073400000,16026.516666659998,15918.16666666,15907.83333333,15887.3,15982.43333333,15541.35,15981.533333329999,15527.73333333,,,
1722073405000,15617.216666659999,15503.66666666,15507.9,15500.3,15555.266666659998,15127.81666666,15555.85,15090.266666659998,,,
1722073410000,15166.06666666,15096.6,15086.2,15068.91666666,15113.783333329999,14602.06666666,15119.25,14604.31666666,,,
1722073415000,14691.35,14638.016666659998,14586.4,14558.7,14630.4,14157.31666666,14641.0,14129.0,,,
1722073420000,14235.58333333,14183.25,14126.35,14110.216666659999,14183.283333329999,13705.516666659998,14187.216666659999,13692.05,,,
1722073425000,13798.68333333,13713.16666666,13685.0,13668.783333329999,13725.06666666,13338.75,13729.133333329999,13303.65,,,
1722073430000,13378.66666666,13291.45,13292.93333333,13267.15,13316.766666659998,12894.66666666,13327.31666666,12875.81666666,,,
1722073435000,12990.6,12861.716666659999,12877.48333333,12855.25,12918.4,12500.266666659998,12930.3,12507.016666659998,,,
1722073440000,12558.66666666,12508.93333333,12499.45,12498.98333333,12497.75,12502.383333329999,12505.133333329999,12503.133333329999,,,
1722073445000,12505.0,12497.783333329999,12504.48333333,12500.7,12501.0,12501.283333329999,12500.95,12499.0,,,
1722073450000,12502.68333333,12509.366666659998,12511.3,12500.0,12500.866666659998,12498.65,12509.33333333,12497.68333333,,,
1722073455000,12501.85,12509.65,12516.65,12499.4,12499.4,12499.366666659998,12499.56666666,12498.66666666,,,
1722073460000,12501.466666659999,12498.68333333,12501.23333333,12500.95,12500.93333333,12501.68333333,12503.66666666,12505.716666659999,,,
1722073465000,12505.85,12505.133333329999,12501.73333333,12505.0,12502.83333333,12501.75,12504.8,12501.73333333,,,
1722073470000,12501.716666659999,12507.15,12501.73333333,12508.3,12494.18333333,12502.8,12488.116666659998,12501.783333329999,,,
1722073475000,12495.15,12507.31666666,12505.85,12505.33333333,12503.68333333,12501.65,12503.23333333,12493.68333333,,,
1722073480000,12490.2,12498.98333333,12478.7,12497.516666659998,12498.41666666,12494.0,12494.15,12493.35,,,
1722073485000,12493.7,12500.83333333,12492.95,12502.58333333,12496.283333329999,12492.633333329999,12494.133333329999,12504.43333333,,,
1722073490000,12506.06666666,12498.55,12496.66666666,12497.25,12498.766666659998,12503.16666666,12498.65,12494.9,,,
1722073495000,12492.91666666,12497.81666666,12498.81666666,12498.83333333,12499.266666659998,12504.716666659999,12498.866666659998,12500.516666659998,,,
1722073500000,12501.366666659998,12500.58333333,12498.633333329999,12499.266666659998,12503.33333333,12497.23333333,12498.58333333,12501.55,,,
1722073505000,12500.31666666,12504.716666659999,12500.516666659998,12502.25,12499.016666659998,12504.33333333,12500.23333333,12503.6,,,
1722073510000,12502.3,12505.8,12501.31666666,12504.2,12500.06666666,12505.06666666,12500.06666666,12503.58333333,,,
1722073515000,12505.16666666,12500.516666659998,12501.33333333,12500.58333333,12500.766666659998,12503.016666659998,12499.25,12501.43333333,,,
1722073520000,12504.516666659998,12496.41666666,12505.05,12498.73333333,12500.35,12486.65,12499.75,12502.95,,,
1722073525000,12503.4,12501.7,12503.83333333,12501.616666659998,12503.16666666,12500.3,12504.06666666,12500.283333329999,,,
1722073530000,12501.383333329999,12497.2,12501.1,12498.4,12504.783333329999,12498.366666659998,12505.4,12498.98333333,,,
1722073535000,12499.45,12502.66666666,12498.41666666,12501.783333329999,12502.48333333,12501.133333329999,12501.133333329999,12510.633333329999,,,
1722073540000,12512.4,12503.33333333,12513.91666666,12505.58333333,12500.68333333,12505.9,12500.133333329999,12502.7,,,
1722073545000,12500.81666666,12496.266666659998,12500.25,12501.81666666,12503.533333329999,12498.98333333,12500.18333333,12495.766666659998,,,
1722073550000,12493.41666666,12494.06666666,12500.283333329999,12494.766666659998,12491.16666666,12495.58333333,12486.75,12504.65,,,
1722073555000,12508.216666659999,12494.05,12497.6,12493.15,12501.633333329999,12494.16666666,12499.91666666,12497.716666659999,,,
1722073560000,12502.41666666,12498.41666666,12497.6,12499.25,12501.06666666,12499.2,12503.15,12500.45,,,
1722073565000,12499.68333333,12498.23333333,12499.533333329999,12497.633333329999,12503.466666659999,12500.93333333,12500.0,12503.55,,,
1722073570000,12500.8,12497.0,12502.266666659998,12499.98333333,12500.41666666,12507.06666666,12499.033333329999,12507.65,,,
1722073575000,12502.06666666,0.0,,12502.83333333,12500.93333333,,12501.1,,,,
1722073580000,,0.0,0.0,,0.0,0.0,0.0,910.9666666666,,,
1722073585000,769.65,2264.8166666666,959.0,0.0,958.2333333333,897.8333333333,0.0,2330.0,,,
1722073590000,2268.6333333333,3637.31666667,2390.4,2178.4333333332997,2412.35,2319.1833333332997,2174.7833333332997,3678.5,,,
1722073595000,3705.95,4684.73333333,3735.51666667,3578.65,3730.6,3678.51666667,3571.03333333,4722.11666667,,,
1722073600000,4739.7,5713.71666667,4780.91666667,4623.65,4775.18333333,4724.3,4616.2,5759.88333333,,,
1722073605000,5781.95,6770.58333333,5823.2,5660.96666667,5813.65,5766.8,5658.41666667,6810.633333329999,,,
1722073610000,6832.95,7811.31666666,6874.433333329999,6709.9,6858.133333329999,6811.91666666,6707.633333329999,7852.1,,,
1722073615000,7874.61666666,8853.45,7915.28333333,7751.683333329999,7900.95,7854.0,7749.5,8895.35,,,
1722073620000,8916.2,9895.23333333,8955.5,8794.0,8940.81666666,8895.35,8790.83333333,9935.16666666,,,
1722073625000,9958.033333329999,10935.76666666,9996.68333333,9836.46666666,9979.16666666,9935.16666666,9832.36666666,10977.05,,,
1722073630000,10994.91666666,11977.16666666,11038.883333329999,10876.68333333,11021.6,10977.65,10873.5,12016.16666666,,,
1722073635000,12041.616666659998,13019.65,12082.68333333,11918.58333333,12067.31666666,12020.68333333,11915.533333329999,13058.55,,,
1722073640000,13079.25,14059.66666666,13113.716666659999,12961.8,13108.18333333,13061.783333329999,12956.616666659998,13189.4,,,
1722073645000,13348.783333329999,12831.06666666,13196.3,14004.283333329999,13185.466666659999,13204.43333333,13998.783333329999,12807.08333333,,,
1722073650000,,,,,,12819.616666659998,,,,,
1722073655000,,,,,,,,,,,
1722073680000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
1722073685000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1722073690000,725.4666666666,619.0166666666,638.0,696.25,761.4166666666,757.0,630.3,679.5166666666,720.9333333333,,
1722073695000,2266.3833333333,2150.0166666666,2173.35,2227.0,2296.1166666666,2286.2333333333,2163.2666666666,2197.05,2236.7666666666,,
1722073700000,3811.75,3726.66666667,3736.4,3777.86666667,3840.81666667,3818.9,3727.8,3760.01666667,3773.2,,
1722073705000,5399.25,5275.25,5293.68333333,5352.43333333,5429.43333333,5406.76666667,5229.96666667,5324.56666667,5357.55,,
1722073710000,7056.45,6928.36666666,6961.35,7013.21666666,7076.63333333,7057.78333333,6903.56666666,6983.75,7009.3,,
1722073715000,8778.35,8606.5,8649.33333333,8694.5,8773.11666666,8752.16666666,8632.56666666,8633.21666666,8705.06666666,,
1722073720000,10472.41666666,10281.05,10339.7,10369.11666666,10457.7,10459.11666666,10300.38333333,10285.53333333,10404.16666666,,
1722073725000,12167.0,11937.31666666,12059.41666666,12068.43333333,12153.03333333,12166.33333333,12037.86666666,11978.45,12103.61666666,,
1722073730000,13928.61666666,13690.08333333,13786.9,13746.75,13900.36666666,13913.23333333,13754.96666666,13673.1,13858.15,,
1722073735000,15572.66666666,15359.46666666,15374.3,15428.8,15493.8,15472.9,15357.73333333,15362.01666666,15428.36666666,,
1722073740000,16776.51666666,16665.88333333,16677.33333333,16704.73333333,16734.21666666,16724.98333333,16665.88333333,16702.51666666,16702.51666666,,
1722073745000,17704.78333333,17592.15,17601.66666666,17628.13333333,17666.98333333,17655.6,17592.13333333,17625.76666666,17628.13333333,,
1722073750000,17906.88333333,17896.95,17889.5,17863.58333333,17829.81666666,17822.55,17885.65,17875.85,17835.28333333,,
1722073755000,17291.23333333,17291.91666666,17278.78333333,17253.13333333,17220.91666666,17219.85,17279.13333333,17283.08333333,17243.36666666,,
1722073760000,16671.0,16643.5,16646.03333333,16633.71666666,16602.56666666,16613.61666666,16642.36666666,16641.88333333,16634.53333333,,
1722073765000,16012.03333333,16021.38333333,16009.51666666,15983.55,15942.36666666,15950.4,16068.03333333,16007.36666666,15974.71666666,,
1722073770000,15273.83333333,15291.0,15274.01666666,15251.21666666,15219.08333333,15224.75,15316.6,15267.16666666,15251.71666666,,
1722073775000,14484.26666666,14541.21666666,14506.26666666,14495.03333333,14446.58333333,14458.36666666,14515.15,14549.85,14480.53333333,,
1722073780000,13715.7,13784.6,13741.13333333,13742.3,13685.08333333,13672.21666666,13766.75,13816.25,13705.06666666,,
1722073785000,12945.0,13058.68333333,12947.9,12972.46666666,12912.86666666,12893.2,12960.08333333,13055.78333333,12933.76666666,,
1722073790000,12112.55,12223.95,12140.56666666,12213.85,12095.55,12076.11666666,12160.36666666,12281.8,12098.75,,
1722073795000,11394.98333333,11486.51666666,11486.36666666,11460.53333333,11431.66666666,11438.38333333,11489.48333333,11522.85,11457.11666666,,
1722073800000,11113.23333333,11112.38333333,11113.38333333,11113.93333333,11118.0,11116.95,11112.6,11111.73333333,11112.43333333,,
1722073805000,11114.98333333,11112.31666666,11117.81666666,11117.58333333,11112.81666666,11110.08333333,11113.7,11115.1,11113.56666666,,
1722073810000,11107.61666666,11113.58333333,11115.56666666,11112.15,11111.71666666,11112.35,11114.96666666,11109.61666666,11111.93333333,,
1722073815000,11113.18333333,11114.46666666,11113.48333333,11115.73333333,11110.4,11111.16666666,11113.98333333,11111.18333333,11111.7,,
1722073820000,11113.35,11111.03333333,11109.48333333,11110.8,11110.25,11111.36666666,11111.03333333,11116.05,11113.3,,
1722073825000,11111.28333333,11108.26666666,11112.55,11113.76666666,11108.18333333,11111.43333333,11108.33333333,11112.81666666,11113.73333333,,
1722073830000,11118.15,11114.8,11113.05,11111.6,11111.21666666,11109.5,11114.7,11117.63333333,11111.3,,
1722073835000,11112.73333333,11110.3,11110.96666666,11110.83333333,11112.93333333,11110.93333333,11111.75,11112.41666666,11111.1,,
1722073840000,11109.96666666,11116.13333333,11115.96666666,11115.03333333,11117.98333333,11113.33333333,11117.31666666,11111.13333333,11113.73333333,,
1722073845000,11115.08333333,11115.33333333,11111.5,11105.4,11118.01666666,11114.21666666,11115.08333333,11098.33333333,11106.55,,
1722073850000,11110.23333333,11123.61666666,11120.83333333,11112.8,11115.65,11110.38333333,11123.81666666,11107.11666666,11113.26666666,,
1722073855000,11107.53333333,11113.61666666,11109.6,11103.2,11104.25,11112.68333333,11114.53333333,11099.1,11103.7,,
1722073860000,11116.05,11108.51666666,11108.61666666,11104.03333333,11104.6,11109.2,11109.25,11100.11666666,11104.18333333,,
1722073865000,11107.63333333,11106.26666666,11106.18333333,11110.1,11102.65,11108.9,11106.16666666,11110.01666666,11110.11666666,,
1722073870000,11113.11666666,11111.13333333,11112.16666666,11108.96666666,11110.2,11112.43333333,11110.75,11108.31666666,11109.28333333,,
1722073875000,11111.68333333,11109.5,11112.8,11111.01666666,11111.83333333,11115.21666666,11109.5,11112.23333333,11111.71666666,,
1722073880000,11112.26666666,11110.41666666,11114.51666666,11110.35,11114.86666666,11115.2,11110.86666666,11109.68333333,11109.61666666,,
1722073885000,11113.05,11113.05,11115.03333333,11110.3,11112.33333333,11112.8,11113.05,11109.56666666,11110.28333333,,
1722073890000,11113.0,11111.76666666,11111.31666666,11111.06666666,11113.03333333,11114.66666666,11111.33333333,11112.68333333,11112.61666666,,
1722073895000,11112.28333333,11113.68333333,11111.86666666,11111.48333333,11114.4,11111.83333333,11114.01666666,11110.83333333,11111.23333333,,
1722073900000,11114.48333333,11113.51666666,11113.06666666,11112.88333333,11109.5,11115.95,11112.81666666,11117.95,11113.65,,
1722073905000,11111.05,11108.73333333,11111.06666666,11118.3,11115.4,11111.05,11108.96666666,11125.93333333,11117.35,,
1722073910000,11111.0,11109.28333333,11114.55,11114.7,11113.93333333,11110.73333333,11110.38333333,11116.05,11114.43333333,,
1722073915000,11115.68333333,11114.48333333,11111.55,11122.45,11116.5,11112.75,11113.71666666,11125.28333333,11122.03333333,,
1722073920000,11106.35,11110.5,11105.76666666,11118.8,11110.61666666,11108.86666666,11110.53333333,11118.2,11118.41666666,,
1722073925000,11111.18333333,11112.48333333,11108.26666666,11108.86666666,11111.86666666,11113.51666666,11113.11666666,11110.25,11111.33333333,,
1722073930000,11110.35,11106.06666666,11106.46666666,11105.55,11112.35,11113.86666666,11107.18333333,11106.8,11106.18333333,,
1722073935000,11111.85,11107.41666666,11110.0,11114.15,11114.85,11111.91666666,11109.31666666,11111.01666666,11113.71666666,,
1722073940000,11111.48333333,11112.93333333,11113.45,11114.73333333,11111.133333329999,11110.1,11113.9,11112.81666666,11113.4,,
1722073945000,11111.51666666,11113.95,11115.41666666,11112.76666666,11112.1,11114.51666666,11114.283333329999,11111.55,11113.26666666,,
1722073950000,11110.033333329999,11110.783333329999,11111.93333333,11110.68333333,11110.48333333,11111.45,11112.0,11110.4,11112.08333333,,
1722073955000,11111.26666666,11110.61666666,11115.283333329999,11112.9,11111.56666666,11110.66666666,11110.16666666,11111.45,11113.93333333,,
1722073960000,11112.533333329999,11112.36666666,11112.533333329999,11112.25,11114.7,11113.36666666,11111.51666666,11112.93333333,11112.533333329999,,
1722073965000,11113.25,11114.05,11111.7,11110.75,11111.18333333,11111.66666666,11113.41666666,11105.7,11111.01666666,,
1722073970000,11114.633333329999,11112.58333333,11109.05,11114.283333329999,11109.95,11113.21666666,11111.18333333,11113.58333333,11114.86666666,,
1722073975000,11110.9,11112.633333329999,11110.16666666,11112.7,11113.95,11110.2,11113.26666666,11111.2,11113.43333333,,
1722073980000,11118.05,11110.81666666,11118.43333333,11113.5,11121.61666666,11117.05,11112.41666666,11107.11666666,11114.86666666,,
1722073985000,11113.68333333,11115.61666666,11110.81666666,11112.73333333,11115.95,11111.51666666,11115.4,11111.033333329999,11111.05,,
1722073990000,11109.0,11117.11666666,11113.96666666,11114.18333333,11113.08333333,11108.383333329999,11116.46666666,11109.25,11114.16666666,,
1722073995000,,,,11111.81666666,,,,,,,
1722074000000,,,,,,,,,,,
1722074025000,0.0,,0.0,0.0,,,0.0,,0.0,,
1722074030000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1722074035000,668.5166666666,0.0,963.5333333333,937.7833333333,0.0,0.0,952.7833333333,992.6333333333,953.3,883.4333333333,
1722074040000,2257.0833333333,921.0166666666,2560.3,2526.5666666666,1060.1333333333,1076.5833333333,2497.0333333332997,2580.7333333333,2532.2333333333,2463.8166666666,
1722074045000,3826.4,2512.0666666666,4101.63333333,4067.93333333,2617.2666666666,2626.3166666666,4087.43333333,4122.48333333,4081.8,4008.63333333,
1722074050000,5498.25,4047.01666667,5762.05,5706.71666667,4192.08333333,4200.81666667,5680.31666667,5834.85,5706.91666667,5652.75,
1722074055000,7192.45,5736.71666667,7435.76666666,7379.3,5844.683333329999,5921.35,7301.3,7466.2,7363.65,7288.03333333,
1722074060000,8879.11666666,7330.06666666,9093.35,8991.41666666,7534.483333329999,7593.03333333,8962.55,9103.68333333,8962.93333333,8945.61666666,
1722074065000,10479.4,8992.31666666,10661.08333333,10627.96666666,9139.96666666,9240.98333333,10606.48333333,10695.43333333,10587.5,10567.06666666,
1722074070000,12113.58333333,10611.383333329999,12324.25,12293.016666659998,10763.23333333,10796.66666666,12271.43333333,12371.81666666,12234.783333329999,12218.55,
1722074075000,13676.8,12261.7,13776.383333329999,13761.1,12423.216666659999,12473.35,13771.58333333,13794.5,13767.05,13739.616666659998,
1722074080000,14512.31666666,13753.3,14617.16666666,14600.08333333,13822.0,13826.466666659999,14615.68333333,14627.533333329999,14610.18333333,14568.266666659998,
1722074085000,15348.95,14592.116666659998,15448.18333333,15419.466666659999,14654.966666659999,14656.133333329999,15445.08333333,15458.783333329999,15439.56666666,15403.883333329999,
1722074090000,16181.43333333,15417.58333333,16277.93333333,16263.783333329999,15499.95,15499.966666659999,16277.56666666,16291.266666659998,16277.533333329999,16235.33333333,
1722074095000,16342.95,16263.16666666,16144.05,16156.06666666,16330.33333333,16332.45,16154.766666659998,16128.65,16154.266666659998,16189.33333333,
1722074100000,15585.91666666,16172.3,15386.91666666,15406.95,16102.366666659998,16085.883333329999,15450.2,15380.2,15413.5,15441.633333329999,
