Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
300,13088.43333333,11926.9,952.0,430.0,867.0,827.0,43252782.0,1708.0,2
305,13630.91666666,13003.6,960.0,522.0,942.0,904.0,28791783.0,4121.0,2
310,16885.46666666,13030.75,966.0,601.0,916.0,898.0,44402358.0,6051.0,2
315,21413.983333329998,15219.7,969.0,619.0,907.0,890.0,52220074.0,1232.0,2
320,25084.15,19197.33333333,972.0,632.0,905.0,884.0,17556235.0,1001.0,2
325,27845.8,23345.85,975.0,642.0,900.0,877.0,49813279.0,1207.0,2
330,27845.8,27270.6,977.0,653.0,909.0,888.0,64927364.0,1751.0,2
335,29826.23333333,27723.85,979.0,685.0,1000.0,983.0,64927364.0,1751.0,2
340,28893.53333333,28023.266666659998,1000.0,704.0,1000.0,1000.0,33846529.0,1010.0,2
345,25853.8,29648.566666659997,996.0,783.0,1000.0,1000.0,38888324.0,1077.0,2
350,23992.583333330003,26655.78333333,976.0,823.0,1000.0,1000.0,38888324.0,1077.0,2
355,21310.516666659998,25618.516666659998,976.0,854.0,1000.0,1000.0,29348598.0,736.0,2
360,22435.3,21938.41666666,976.0,875.0,1000.0,1000.0,29348598.0,736.0,2
365,23358.383333330003,21116.0,976.0,884.0,1000.0,1000.0,34613811.0,1137.0,2
370,20546.516666659998,23786.91666666,975.0,868.0,1000.0,1000.0,34613811.0,1137.0,2
375,16212.75,21597.96666666,958.0,891.0,1000.0,1000.0,34613811.0,1137.0,2
380,13547.266666659998,18251.83333333,958.0,914.0,1000.0,1000.0,32140411.0,8921.0,2
385,15152.616666659998,14315.16666666,958.0,935.0,1000.0,1000.0,52177507.0,1111.0,2
390,19505.65,14146.766666659998,958.0,936.0,1000.0,1000.0,18921011.0,701.0,2
395,22024.9,17250.5,957.0,927.0,1000.0,1000.0,34192645.0,1767.0,2
400,22019.15,22109.316666659997,957.0,911.0,1000.0,1000.0,39424201.0,1142.0,2
405,23074.28333333,21860.5,951.0,921.0,1000.0,1000.0,39424201.0,1142.0,2
410,21849.78333333,21860.5,971.0,921.0,1000.0,1000.0,51642491.0,1059.0,2
415,21849.78333333,22135.03333333,971.0,919.0,1000.0,1000.0,51642491.0,1059.0,2
420,23501.016666659998,21745.9,971.0,919.0,1000.0,1000.0,51642491.0,1059.0,2
425,22035.45,24498.2,971.0,902.0,1000.0,1000.0,38303305.0,785.0,2
430,23071.0,21940.43333333,972.0,918.0,1000.0,1000.0,38303305.0,785.0,2
435,23254.0,22339.41666666,990.0,911.0,1000.0,1000.0,39931321.0,1146.0,2
440,22249.316666659997,23158.066666659997,990.0,895.0,1000.0,1000.0,27670308.0,950.0,2
445,20219.11666666,22946.21666666,991.0,898.0,1000.0,1000.0,27670308.0,950.0,2
450,21760.2,20407.13333333,990.0,908.0,1000.0,1000.0,8358131.0,450.0,2
455,20414.5,21146.36666666,990.0,906.0,1000.0,1000.0,22977538.0,1923.0,2
460,24540.75,20551.36666666,990.0,906.0,1000.0,1000.0,24999706.0,900.0,2
465,23048.86666666,22964.68333333,1000.0,896.0,1000.0,1000.0,43133949.0,1204.0,2
470,24390.3,24510.95,1000.0,889.0,1000.0,1000.0,43133949.0,1204.0,2
475,24423.7,22727.68333333,1000.0,882.0,1000.0,1000.0,54333373.0,1052.0,2
480,22329.5,24321.833333330003,1000.0,877.0,1000.0,1000.0,54333373.0,1052.0,2
485,24164.03333333,21315.25,1000.0,893.0,1000.0,1000.0,36377480.0,995.0,2
490,22685.8,24059.98333333,1000.0,867.0,1000.0,1000.0,41182308.0,1262.0,2
495,25593.48333333,23661.0,1000.0,875.0,1000.0,1000.0,41182308.0,1262.0,2
500,25593.48333333,24065.45,1000.0,884.0,1000.0,1000.0,31366215.0,716.0,2
505,23667.316666659997,25400.816666659997,1000.0,876.0,1000.0,1000.0,31366215.0,716.0,2
510,17773.2,24507.65,1000.0,881.0,1000.0,1000.0,39403416.0,10035.0,2
515,17060.35,20391.5,997.0,878.0,1000.0,1000.0,39403416.0,10035.0,2
520,,16167.23333333,,902.0,,,11724619.0,545.0,1
525,,,,,,,11724619.0,545.0,0
530,,,,,,,,,0
