,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1736793855000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,3303000.0,670.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793860000,9.0,19.0,,4.0,0.0,0.0,10.0,4.0,,0.0,9.0,9.0,2304000.0,670.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793865000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,2304000.0,402.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793870000,1.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,1.0,1.0,223.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793875000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,136.0,338.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793880000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,35.0,226.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793885000,9.0,19.0,,0.0,0.0,0.0,9.0,0.0,,0.0,4.0,9.0,15.0,100.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793890000,6.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,0.0,141.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793895000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,68418000.0,111.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793900000,7.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,7.0,91.0,335.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793905000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,30609000.0,112.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793910000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,2466000.0,112.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793915000,0.0,15.0,,0.0,0.0,0.0,9.0,0.0,,0.0,10.0,0.0,8.0,183.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793920000,9.0,20.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,10467000.0,301.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793925000,9.0,20.0,,2.0,0.0,0.0,10.0,2.0,,0.0,9.0,9.0,2304000.0,301.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793930000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,2565000.0,335.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793935000,9.0,19.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,2304000.0,335.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793940000,9.0,20.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,7.0,510.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793945000,0.0,4.0,,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,3.0,375.0,,1426.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793950000,,,,,,,,,,,,,,,,,,
1736793970000,4.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,9.0,6.0,162.0,103572000.0,0.0,3131.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793975000,9.0,19.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,9.0,232.0,612.0,14.0,1026.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793980000,9.0,18.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,9.0,62.0,183.0,24.0,1001.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793985000,8.0,19.0,19.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,61.0,2033.0,16.0,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793990000,9.0,18.0,19.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,9.0,9.0,119781000.0,227.0,494200.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736793995000,9.0,19.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,23238000.0,402.0,15.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794000000,10.0,19.0,19.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,9.0,10.0,49.0,422.0,350.0,352.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794005000,9.0,18.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,2.0,129.0,40.0,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794010000,9.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,396.0,1802.0,67.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794015000,9.0,19.0,19.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,9.0,241407000.0,252.0,33.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794020000,9.0,17.0,4.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,9.0,9.0,171171000.0,406.0,29647000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794025000,9.0,17.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,15462000.0,406.0,393.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794030000,9.0,19.0,19.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,9.0,5.0,8.0,2180000.0,393.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794035000,9.0,19.0,19.0,2.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,3141000.0,287.0,40.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794040000,9.0,2.0,19.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,9.0,9.0,2304000.0,24268000.0,40.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794045000,9.0,19.0,19.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,9.0,9.0,3258000.0,335.0,430.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794050000,9.0,19.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,2304000.0,335.0,157.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794055000,10.0,19.0,19.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,9.0,1.0,6.0,550.0,157.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794060000,9.0,19.0,11.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,2475000.0,151.0,16.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794065000,9.0,2.0,19.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,9.0,9.0,2691000.0,26823000.0,16.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794070000,9.0,19.0,14.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,24047000.0,373.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794075000,9.0,19.0,15.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,9.0,9.0,2628000.0,449.0,373.0,2429.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794080000,1.0,13.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,8.0,1.0,0.0,143.0,20.0,1116.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794085000,9.0,19.0,20.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,12537000.0,129.0,60.0,1009.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794090000,2.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,9.0,14.0,234.0,52.0,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794095000,9.0,17.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,8181000.0,139.0,28.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794100000,9.0,19.0,19.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,9.0,9.0,2.0,295.0,28.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794105000,9.0,19.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,2304000.0,295.0,22.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794110000,9.0,12.0,19.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,9.0,9.0,1.0,80635.0,22.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794115000,9.0,19.0,8.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,9.0,9.0,2925000.0,182.0,206.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794120000,9.0,19.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,2304000.0,182.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794125000,9.0,20.0,19.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,9.0,9.0,11.0,541.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794130000,9.0,17.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,2304000.0,507.0,156.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794135000,10.0,19.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,10.0,10.0,12.0,507.0,156.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794140000,1.0,17.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,1.0,0.0,144.0,1071.0,250.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794145000,9.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,21834000.0,154.0,14.0,250.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794150000,1.0,15.0,9.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,1.0,11.0,169.0,58.0,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794155000,9.0,19.0,7.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,9.0,9.0,116703000.0,201.0,38.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794160000,9.0,19.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,10521000.0,201.0,33.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794165000,9.0,19.0,0.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,21906000.0,290.0,28.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794170000,9.0,19.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,2304000.0,290.0,25.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794175000,9.0,18.0,19.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,9.0,9.0,1.0,256.0,25.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794180000,9.0,17.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,9.0,9.0,2313000.0,408.0,65.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794185000,9.0,10.0,19.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,9.0,9.0,4.0,32065.0,28.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794190000,9.0,16.0,16.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,9.0,9.0,10125000.0,184.0,171.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794195000,9.0,16.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,2304000.0,184.0,28.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794200000,9.0,16.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,2304000.0,368.0,28.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794205000,5.0,14.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,0.0,9.0,1.0,2304000.0,12527.0,129.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794210000,1.0,16.0,13.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,9.0,10.0,2.0,343.0,9867.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794215000,,,19.0,,,,,,0.0,,,,,,17.0,,,
1736794220000,,,,,,,,,,,,,,,,,,
