Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 5)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
740,10254.43333333,4890.46666667,,,,,1000.0,660.0,,,,,1000.0,1000.0,16240550.0,33459.0,2
745,10948.48333333,5311.91666667,,,,,1000.0,662.0,,,,,1000.0,1000.0,24387059.0,1540.0,2
750,12003.3,5694.5,,,,,1000.0,667.0,,,,,1000.0,1000.0,11812491.0,1693.0,2
755,12831.3,6226.383333329999,,,,,1000.0,673.0,,,,,1000.0,1000.0,11803748.0,1266.0,2
760,14405.3,6936.95,,,,,1000.0,677.0,,,,,1000.0,1000.0,11438345.0,1351.0,2
765,15247.516666659998,7658.25,,,,,1000.0,662.0,,,,,1000.0,1000.0,22034870.0,2033.0,2
770,18923.36666666,9455.4,,,,,1000.0,616.0,,,,,1000.0,1000.0,15836863.0,1973.0,2
775,22801.91666666,11361.45,,,,,1000.0,568.0,,,,,1000.0,1000.0,21432254.0,1364.0,2
780,25308.05,12522.93333333,,,,,1000.0,527.0,,,,,1000.0,1000.0,30574758.0,1942.0,2
785,28524.333333330003,14109.65,,,,,1000.0,477.0,,,,,1000.0,1000.0,24049341.0,1842.0,2
790,32044.36666666,15779.23333333,,,,,1000.0,427.0,,,,,1000.0,1000.0,32271374.0,2262.0,2
795,34557.56666666,16930.38333333,,,,,1000.0,441.0,,,,,1000.0,872.0,39347195.0,1920.0,2
800,36393.3,17709.66666666,,,,,1000.0,445.0,,,,,972.0,817.0,31794657.0,1578.0,2
805,36570.78333333,17903.53333333,,,,,1000.0,444.0,,,,,970.0,819.0,41032741.0,2165.0,2
810,36735.733333330005,17894.21666666,,,,,1000.0,450.0,,,,,962.0,809.0,48892102.0,2462.0,2
815,37696.61666666,18275.016666659998,,,,,1000.0,436.0,,,,,963.0,815.0,55175075.0,2978.0,2
820,37448.233333330005,18223.35,,,,,1000.0,443.0,,,,,948.0,819.0,39956933.0,1575.0,2
825,37632.13333333,18103.75,,,,,977.0,428.0,,,,,919.0,785.0,56156861.0,1882.0,2
830,,,,,,,,,,,,,,,155421269.0,4800.0,0
835,,,,,,,,,,,,,,,,,0
875,,0.0,,,,,,,,,,,,,,,1
880,0.0,0.0,0.0,,,,1000.0,1000.0,1000.0,,,,0.0,0.0,-1.0,-1.0,3
885,0.0,330.95,0.0,,,,1000.0,309.0,1000.0,,,,0.0,0.0,-1.0,-1.0,3
890,0.0,1233.0666666666,61.7833333333,,,,1000.0,300.0,302.0,,,,0.0,17.0,-1.0,-1.0,3
895,154.1833333333,2069.5833333333,148.05,,,,993.0,530.0,247.0,,,,52.0,240.0,-1.0,-1.0,3
900,266.5833333333,4355.2,354.15,,,,996.0,621.0,307.0,,,,330.0,480.0,52896055.0,6274.0,3
905,705.1,6865.11666666,792.2166666666,,,,991.0,675.0,377.0,,,,552.0,543.0,59849693.0,2235.0,3
910,1179.5166666666,11230.283333329999,1192.45,,,,989.0,722.0,396.0,,,,616.0,648.0,46012450.0,1577.0,3
915,2206.1,15324.85,2115.0833333333,,,,983.0,762.0,393.0,,,,616.0,667.0,55059812.0,1943.0,3
920,3498.83333333,18932.63333333,3470.31666667,,,,976.0,790.0,400.0,,,,622.0,626.0,66673480.0,2256.0,3
925,4725.76666667,21010.58333333,4597.4,,,,973.0,811.0,409.0,,,,633.0,624.0,77227915.0,2920.0,3
930,5104.75,21391.3,4978.36666667,,,,976.0,826.0,454.0,,,,679.0,646.0,48222835.0,2261.0,3
935,5104.75,21794.983333329998,5009.1,,,,978.0,786.0,494.0,,,,763.0,681.0,48222835.0,2261.0,3
940,5266.35,24072.766666659998,5165.6,,,,980.0,777.0,480.0,,,,784.0,855.0,77603130.0,11444.0,3
945,5882.366666670001,27780.66666666,5638.85,,,,973.0,821.0,475.0,,,,778.0,851.0,5437600.0,1243.0,3
950,6754.983333329999,30821.4,6413.83333333,,,,972.0,876.0,477.0,,,,827.0,902.0,12920603.0,1469.0,3
955,7746.91666666,35685.38333333,7463.0,,,,971.0,877.0,501.0,,,,881.0,927.0,13846981.0,1210.0,3
960,9758.5,39028.43333333,9292.93333333,,,,970.0,884.0,503.0,,,,862.0,891.0,11602289.0,954.0,3
965,11329.033333329999,41576.26666666,10799.08333333,,,,969.0,893.0,495.0,,,,817.0,869.0,36321695.0,1543.0,3
970,12588.6,41433.6,12007.4,,,,968.0,890.0,500.0,,,,806.0,834.0,43544374.0,2346.0,3
975,12523.85,42580.41666666,12017.93333333,,,,971.0,889.0,504.0,,,,800.0,819.0,17860980.0,1342.0,3
980,13023.2,44627.43333333,12486.6,,,,974.0,888.0,508.0,,,,803.0,830.0,32286304.0,1341.0,3
985,13724.533333329999,46784.0,13076.65,,,,974.0,890.0,505.0,,,,800.0,825.0,41653597.0,1474.0,3
990,14647.633333329999,50381.05,13959.883333329999,,,,970.0,893.0,485.0,,,,773.0,798.0,25461461.0,1435.0,3
995,16273.58333333,54367.41666666001,15603.966666659999,,,,954.0,944.0,459.0,,,,719.0,776.0,38619712.0,1430.0,3
1000,18435.8,56137.93333333,17488.58333333,,,,945.0,971.0,468.0,,,,712.0,616.0,53414760.0,1858.0,3
1005,19049.2,58123.98333333,18382.8,,,,952.0,982.0,467.0,,,,707.0,583.0,36332019.0,1564.0,3
1010,19924.05,58629.91666666001,19104.8,,,,952.0,984.0,478.0,,,,713.0,589.0,50118968.0,2041.0,3
1015,20141.816666659997,56494.3,19362.733333329998,,,,955.0,985.0,476.0,,,,707.0,567.0,61667245.0,1721.0,3
1020,19161.066666659997,56083.9,18407.8,,,,954.0,984.0,488.0,,,,723.0,587.0,72948365.0,2041.0,3
1025,19097.08333333,56308.733333330005,18277.8,,,,953.0,984.0,482.0,,,,741.0,582.0,57809351.0,1566.0,3
1030,19232.36666666,56145.45,18450.88333333,,,,955.0,988.0,485.0,,,,740.0,576.0,70992965.0,2226.0,3
1035,19498.75,53988.16666666001,18734.516666659998,,,,955.0,988.0,491.0,,,,752.0,573.0,81182107.0,2445.0,3
1040,18885.05,53808.81666666,18100.61666666,,,,949.0,989.0,489.0,,,,750.0,576.0,53222124.0,2048.0,3
1045,19244.016666659998,54763.13333333,18392.3,,,,946.0,989.0,489.0,,,,748.0,570.0,64530171.0,1764.0,3
1050,19262.45,53521.7,18570.96666666,,,,944.0,989.0,482.0,,,,743.0,571.0,79709913.0,2434.0,3
1055,18417.16666666,53740.366666660004,17594.18333333,,,,956.0,988.0,483.0,,,,737.0,566.0,62294427.0,2344.0,3
1060,17238.33333333,55066.0,16710.33333333,,,,960.0,987.0,480.0,,,,710.0,555.0,71966368.0,2141.0,3
1065,17868.3,52161.96666666,17100.5,,,,958.0,990.0,484.0,,,,714.0,562.0,83067255.0,1891.0,3
1070,17102.28333333,51910.8,16400.0,,,,955.0,988.0,486.0,,,,718.0,544.0,66747973.0,2678.0,3
1075,16481.766666659998,53087.83333333,15768.033333329999,,,,953.0,988.0,486.0,,,,720.0,564.0,74613555.0,1815.0,3
1080,16612.816666659997,51562.66666666001,15974.18333333,,,,954.0,988.0,479.0,,,,706.0,563.0,87149534.0,1874.0,3
1085,16252.93333333,50039.266666660005,15626.55,,,,952.0,988.0,496.0,,,,692.0,572.0,99035279.0,2919.0,3
1090,15966.266666659998,50010.43333333,15300.08333333,,,,918.0,990.0,481.0,,,,717.0,581.0,79741914.0,2243.0,3
1095,15689.016666659998,51375.483333330005,14995.266666659998,,,,919.0,990.0,485.0,,,,715.0,591.0,90054132.0,1809.0,3
1100,15910.06666666,48998.06666666,15145.216666659999,,,,928.0,988.0,500.0,,,,724.0,602.0,101357786.0,3190.0,3
1105,14449.81666666,48381.616666660004,14046.766666659998,,,,932.0,987.0,497.0,,,,722.0,611.0,81555655.0,2244.0,3
1110,14460.033333329999,49248.733333330005,13766.31666666,,,,937.0,987.0,499.0,,,,727.0,633.0,94576709.0,2057.0,3
1115,15399.616666659998,46968.366666660004,14716.41666666,,,,933.0,989.0,502.0,,,,736.0,633.0,107625407.0,3342.0,3
1120,15048.25,45501.78333333,14379.31666666,,,,923.0,988.0,513.0,,,,750.0,619.0,94735318.0,2868.0,3
1125,14443.48333333,46938.88333333,13801.55,,,,920.0,988.0,513.0,,,,755.0,642.0,89664295.0,1948.0,3
1130,14855.383333329999,44865.466666659995,14242.91666666,,,,920.0,988.0,513.0,,,,752.0,646.0,99358161.0,2946.0,3
1135,15046.9,43787.55,14390.81666666,,,,913.0,988.0,511.0,,,,758.0,625.0,99832003.0,2443.0,3
1140,14938.15,44597.05,14293.91666666,,,,908.0,985.0,513.0,,,,761.0,612.0,99437420.0,3147.0,3
1145,14747.8,44217.3,14144.41666666,,,,913.0,985.0,504.0,,,,745.0,604.0,108503142.0,2886.0,3
1150,14390.5,41323.0,13817.66666666,,,,943.0,985.0,514.0,,,,721.0,590.0,119157418.0,3748.0,3
1155,13753.4,36873.85,13194.56666666,,,,941.0,986.0,529.0,,,,731.0,587.0,105023557.0,3953.0,3
1160,12353.966666659999,33775.81666666,11854.616666659998,,,,941.0,988.0,558.0,,,,748.0,615.0,105023557.0,3953.0,3
1165,11526.98333333,29417.15,10944.25,,,,943.0,989.0,608.0,,,,779.0,649.0,105023557.0,3953.0,3
1170,10196.25,34781.11666666,9781.83333333,,,,946.0,951.0,649.0,,,,1000.0,668.0,105023557.0,3953.0,3
1175,8476.0,44915.66666666,8242.56666666,,,,953.0,936.0,645.0,,,,973.0,695.0,105023557.0,3953.0,3
1180,7802.91666666,45149.35,7457.96666666,,,,967.0,929.0,600.0,,,,943.0,1000.0,105023557.0,3953.0,3
