,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1736780890000,9.0,7.0,4.0,19.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0,8.0,1002.0,92500000.0,606.0,1955.0,2179.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780895000,9.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,7.0,2201.0,177950000.0,29647000.0,10666000.0,756.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780900000,9.0,17.0,11.0,11.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,9.0,146340000.0,1032.0,227.0,215.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780905000,9.0,17.0,11.0,11.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,9.0,11952000.0,1032.0,227.0,215.0,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780910000,9.0,19.0,12.0,7.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,339.0,860.0,5277.0,1101.0,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780915000,9.0,19.0,19.0,19.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,3627000.0,860.0,5277.0,971.0,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780920000,9.0,19.0,19.0,19.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,2304000.0,860.0,5277.0,971.0,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780925000,9.0,19.0,19.0,19.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,2304000.0,3279705.0,247140000.0,268230000.0,1033.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780930000,9.0,18.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,23.0,1068.0,26823000.0,929.0,5631.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780935000,1.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1265.0,454.0,24268000.0,496.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780940000,8.0,19.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,8.0,9.0,157.0,2037.0,615.0,452.0,204.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780945000,9.0,21.0,15.0,15.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,9.0,107649000.0,693.0,203.0,179.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780950000,0.0,17.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,0.0,17.0,968.0,564.0,1206.0,1814.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780955000,9.0,18.0,6.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,9.0,276.0,1596.0,1182.0,248453.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780960000,10.0,20.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,10.0,1040.0,2681.0,29647000.0,470682.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780965000,9.0,19.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,9.0,1454.0,1423.0,1423.0,436.0,1308.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780970000,9.0,17.0,20.0,20.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0,9.0,42066000.0,1009.0,496.0,200.0,1026.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780975000,9.0,20.0,0.0,20.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0,9.0,38.0,317.0,77.0,200.0,205.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780980000,10.0,18.0,20.0,20.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0,10.0,7270000.0,2268.0,249.0,1651.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780985000,10.0,18.0,20.0,20.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0,10.0,2560000.0,2268.0,249.0,1651.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780990000,9.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,9.0,10.0,2009.0,29647000.0,21956000.0,165.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780995000,9.0,14.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,9.0,31257000.0,2003.0,26823000.0,338.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736781000000,9.0,20.0,2.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,34362000.0,1302.0,735.0,439.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736781005000,9.0,20.0,9.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,108054000.0,574.0,1228.0,580.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736781010000,9.0,19.0,0.0,18.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,14481000.0,695.0,88.0,195531000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736781015000,9.0,18.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,477.0,1160.0,153.0,189.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736781020000,3.0,19.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,3.0,247.0,1491.0,938.0,27327000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736781025000,,,,,,,,,,,,,,,,,,,,,
