,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
1736787550000,832.0,778.0,647.0,747.0,879.0,674.0,,,,,,
1736787555000,832.0,778.0,637.0,747.0,874.0,638.0,,,,,,
1736787560000,832.0,778.0,603.0,747.0,874.0,599.0,,,,,,
1736787565000,780.0,778.0,533.0,747.0,874.0,529.0,,,,,,
1736787570000,738.0,777.0,451.0,717.0,874.0,446.0,,,,,,
1736787575000,735.0,716.0,387.0,658.0,838.0,386.0,,,,,,
1736787580000,752.0,648.0,368.0,611.0,775.0,368.0,,,,,,
1736787585000,836.0,651.0,332.0,657.0,725.0,337.0,,,,,,
1736787590000,887.0,663.0,347.0,665.0,672.0,336.0,,,,,,
1736787595000,885.0,634.0,357.0,625.0,667.0,346.0,,,,,,
1736787600000,892.0,613.0,368.0,586.0,620.0,360.0,,,,,,
1736787605000,892.0,635.0,383.0,617.0,581.0,377.0,,,,,,
1736787610000,892.0,619.0,443.0,591.0,626.0,420.0,,,,,,
1736787615000,886.0,582.0,395.0,558.0,576.0,393.0,,,,,,
1736787620000,886.0,582.0,415.0,558.0,554.0,417.0,,,,,,
1736787625000,938.0,542.0,486.0,516.0,537.0,487.0,,,,,,
1736787630000,979.0,496.0,546.0,493.0,495.0,544.0,,,,,,
1736787635000,978.0,494.0,550.0,494.0,473.0,543.0,,,,,,
1736787640000,980.0,508.0,504.0,506.0,472.0,498.0,,,,,,
1736787645000,973.0,486.0,488.0,507.0,470.0,485.0,,,,,,
1736787650000,976.0,508.0,518.0,520.0,490.0,519.0,,,,,,
1736787655000,980.0,499.0,525.0,507.0,497.0,530.0,,,,,,
1736787660000,982.0,493.0,533.0,499.0,491.0,542.0,,,,,,
1736787665000,979.0,472.0,524.0,476.0,491.0,532.0,,,,,,
1736787670000,979.0,472.0,498.0,503.0,468.0,505.0,,,,,,
1736787675000,985.0,464.0,521.0,473.0,484.0,530.0,,,,,,
1736787680000,983.0,464.0,479.0,410.0,450.0,491.0,,,,,,
1736787685000,980.0,404.0,430.0,413.0,410.0,440.0,,,,,,
1736787690000,980.0,404.0,431.0,466.0,418.0,443.0,,,,,,
1736787695000,985.0,451.0,490.0,524.0,476.0,505.0,,,,,,
1736787700000,985.0,513.0,550.0,555.0,534.0,555.0,,,,,,
1736787705000,993.0,569.0,571.0,539.0,551.0,567.0,,,,,,
1736787710000,993.0,560.0,554.0,517.0,521.0,548.0,,,,,,
1736787715000,982.0,530.0,549.0,525.0,507.0,539.0,,,,,,
1736787720000,980.0,539.0,559.0,536.0,520.0,544.0,,,,,,
1736787725000,981.0,550.0,570.0,561.0,531.0,559.0,,,,,,
1736787730000,981.0,585.0,581.0,523.0,537.0,569.0,,,,,,
1736787735000,976.0,551.0,574.0,583.0,528.0,567.0,,,,,,
1736787740000,964.0,607.0,630.0,,585.0,620.0,,,,,,
1736787745000,,,,,,,,,,,,
1736787820000,,,,1000.0,,1000.0,,,,,,
1736787825000,1000.0,,1000.0,916.0,,1000.0,,,,,,
1736787830000,904.0,1000.0,937.0,813.0,1000.0,956.0,,964.0,1000.0,,,
1736787835000,821.0,990.0,858.0,751.0,991.0,846.0,983.0,876.0,943.0,,,
1736787840000,811.0,945.0,842.0,755.0,924.0,767.0,902.0,825.0,870.0,,,
1736787845000,799.0,902.0,838.0,754.0,855.0,725.0,855.0,766.0,804.0,,,
1736787850000,788.0,839.0,791.0,703.0,785.0,675.0,780.0,691.0,729.0,,,
1736787855000,771.0,767.0,716.0,631.0,707.0,600.0,704.0,615.0,655.0,,,
1736787860000,755.0,724.0,655.0,578.0,648.0,525.0,634.0,565.0,583.0,,,
1736787865000,747.0,724.0,655.0,578.0,594.0,471.0,594.0,508.0,549.0,,,
1736787870000,715.0,716.0,654.0,578.0,515.0,408.0,562.0,427.0,508.0,,,
1736787875000,672.0,679.0,632.0,577.0,450.0,327.0,483.0,367.0,433.0,,,
1736787880000,659.0,625.0,570.0,526.0,383.0,270.0,423.0,301.0,370.0,,,
1736787885000,658.0,610.0,549.0,567.0,355.0,206.0,360.0,264.0,311.0,,,
1736787890000,730.0,572.0,558.0,621.0,297.0,218.0,329.0,246.0,272.0,,,
1736787895000,808.0,581.0,629.0,688.0,290.0,274.0,312.0,280.0,295.0,,,
1736787900000,831.0,623.0,656.0,705.0,307.0,348.0,343.0,285.0,312.0,,,
1736787905000,859.0,659.0,621.0,672.0,319.0,356.0,360.0,293.0,343.0,,,
1736787910000,854.0,685.0,622.0,682.0,343.0,362.0,371.0,335.0,355.0,,,
1736787915000,869.0,697.0,652.0,701.0,377.0,403.0,422.0,342.0,409.0,,,
1736787920000,885.0,678.0,651.0,689.0,371.0,417.0,420.0,329.0,407.0,,,
1736787925000,893.0,630.0,590.0,635.0,362.0,403.0,399.0,337.0,371.0,,,
1736787930000,925.0,587.0,554.0,590.0,405.0,412.0,396.0,359.0,384.0,,,
1736787935000,963.0,568.0,512.0,536.0,405.0,440.0,407.0,360.0,400.0,,,
1736787940000,954.0,590.0,529.0,543.0,426.0,437.0,412.0,386.0,402.0,,,
1736787945000,953.0,541.0,499.0,496.0,402.0,463.0,446.0,364.0,432.0,,,
1736787950000,947.0,511.0,475.0,458.0,399.0,429.0,417.0,338.0,405.0,,,
1736787955000,935.0,493.0,444.0,436.0,384.0,390.0,377.0,363.0,367.0,,,
1736787960000,935.0,477.0,444.0,428.0,429.0,373.0,415.0,398.0,415.0,,,
1736787965000,935.0,437.0,443.0,426.0,442.0,415.0,429.0,413.0,436.0,,,
1736787970000,951.0,442.0,484.0,444.0,460.0,426.0,454.0,411.0,462.0,,,
1736787975000,948.0,432.0,471.0,434.0,436.0,427.0,434.0,407.0,430.0,,,
1736787980000,937.0,429.0,468.0,434.0,441.0,416.0,440.0,402.0,442.0,,,
1736787985000,917.0,464.0,506.0,458.0,477.0,415.0,436.0,425.0,457.0,,,
1736787990000,917.0,450.0,478.0,438.0,449.0,445.0,442.0,414.0,447.0,,,
1736787995000,918.0,480.0,508.0,465.0,477.0,426.0,440.0,453.0,441.0,,,
1736788000000,940.0,448.0,503.0,451.0,482.0,460.0,471.0,431.0,493.0,,,
1736788005000,939.0,457.0,496.0,460.0,474.0,442.0,441.0,427.0,465.0,,,
1736788010000,933.0,506.0,543.0,499.0,517.0,434.0,447.0,475.0,482.0,,,
1736788015000,945.0,446.0,496.0,445.0,468.0,476.0,482.0,415.0,545.0,,,
1736788020000,945.0,407.0,442.0,399.0,423.0,420.0,418.0,385.0,532.0,,,
1736788025000,941.0,452.0,475.0,444.0,451.0,384.0,395.0,428.0,504.0,,,
1736788030000,941.0,483.0,480.0,467.0,479.0,425.0,428.0,464.0,534.0,,,
1736788035000,946.0,554.0,537.0,530.0,547.0,459.0,473.0,536.0,586.0,,,
1736788040000,957.0,619.0,599.0,568.0,585.0,531.0,539.0,604.0,649.0,,,
1736788045000,959.0,,,,,,603.0,,,,,
1736788050000,,,,,,,,,,,,
1736788095000,1000.0,,,,,,,,,,,
1736788100000,1000.0,,,,,,,,,,,
1736788105000,861.0,,,,,,,1000.0,,,,1000.0
1736788110000,750.0,,,,935.0,,,963.0,,1000.0,,920.0
1736788115000,712.0,1000.0,1000.0,,843.0,,,841.0,,930.0,,810.0
1736788120000,692.0,993.0,1000.0,1000.0,767.0,1000.0,,750.0,,841.0,1000.0,731.0
1736788125000,690.0,936.0,954.0,1000.0,703.0,999.0,1000.0,679.0,,769.0,995.0,664.0
1736788130000,716.0,859.0,883.0,1000.0,666.0,972.0,970.0,622.0,999.0,721.0,938.0,647.0
1736788135000,672.0,841.0,813.0,995.0,587.0,934.0,904.0,592.0,939.0,641.0,866.0,597.0
1736788140000,661.0,830.0,743.0,940.0,516.0,875.0,823.0,512.0,862.0,566.0,786.0,528.0
1736788145000,649.0,769.0,682.0,889.0,450.0,819.0,748.0,440.0,795.0,499.0,714.0,460.0
1736788150000,643.0,717.0,659.0,860.0,406.0,787.0,682.0,366.0,748.0,445.0,660.0,425.0
1736788155000,641.0,687.0,604.0,860.0,329.0,739.0,634.0,312.0,731.0,369.0,647.0,352.0
1736788160000,631.0,685.0,550.0,826.0,284.0,692.0,558.0,240.0,657.0,327.0,573.0,310.0
1736788165000,712.0,648.0,538.0,826.0,273.0,692.0,515.0,206.0,635.0,304.0,546.0,310.0
1736788170000,786.0,647.0,455.0,826.0,233.0,692.0,503.0,192.0,588.0,221.0,507.0,277.0
1736788175000,812.0,624.0,389.0,826.0,243.0,626.0,420.0,195.0,506.0,205.0,424.0,289.0
1736788180000,818.0,558.0,313.0,826.0,256.0,555.0,350.0,206.0,439.0,222.0,355.0,292.0
1736788185000,842.0,528.0,299.0,790.0,275.0,514.0,285.0,226.0,379.0,234.0,300.0,320.0
1736788190000,802.0,548.0,291.0,768.0,262.0,507.0,251.0,233.0,310.0,226.0,289.0,289.0
1736788195000,809.0,552.0,299.0,737.0,269.0,520.0,246.0,218.0,290.0,231.0,287.0,294.0
1736788200000,817.0,540.0,318.0,754.0,303.0,528.0,251.0,222.0,307.0,266.0,292.0,318.0
1736788205000,816.0,557.0,324.0,739.0,302.0,525.0,293.0,261.0,355.0,263.0,353.0,315.0
1736788210000,802.0,541.0,289.0,705.0,277.0,489.0,289.0,269.0,341.0,245.0,345.0,286.0
1736788215000,797.0,506.0,315.0,675.0,315.0,497.0,267.0,248.0,319.0,280.0,316.0,323.0
1736788220000,804.0,466.0,291.0,636.0,286.0,473.0,303.0,280.0,346.0,250.0,345.0,291.0
1736788225000,791.0,427.0,295.0,596.0,260.0,421.0,272.0,240.0,322.0,233.0,321.0,246.0
1736788230000,803.0,385.0,378.0,596.0,338.0,421.0,244.0,247.0,367.0,316.0,359.0,326.0
1736788235000,826.0,405.0,383.0,537.0,338.0,434.0,327.0,297.0,433.0,332.0,422.0,332.0
1736788240000,850.0,408.0,391.0,471.0,330.0,446.0,349.0,305.0,441.0,321.0,432.0,337.0
1736788245000,848.0,416.0,396.0,470.0,347.0,440.0,341.0,299.0,431.0,349.0,418.0,341.0
1736788250000,885.0,424.0,401.0,419.0,351.0,411.0,361.0,320.0,451.0,354.0,431.0,345.0
1736788255000,901.0,376.0,407.0,395.0,361.0,378.0,366.0,324.0,460.0,370.0,439.0,354.0
1736788260000,904.0,353.0,413.0,414.0,360.0,408.0,377.0,348.0,478.0,366.0,468.0,366.0
1736788265000,891.0,363.0,398.0,415.0,361.0,401.0,374.0,324.0,429.0,368.0,419.0,367.0
1736788270000,911.0,361.0,434.0,454.0,382.0,433.0,376.0,328.0,443.0,400.0,423.0,387.0
1736788275000,896.0,405.0,392.0,430.0,355.0,412.0,400.0,351.0,443.0,374.0,432.0,357.0
1736788280000,895.0,392.0,429.0,460.0,390.0,433.0,375.0,327.0,429.0,405.0,409.0,387.0
1736788285000,907.0,425.0,361.0,423.0,353.0,418.0,409.0,348.0,427.0,367.0,409.0,364.0
1736788290000,894.0,392.0,294.0,359.0,300.0,351.0,372.0,299.0,357.0,311.0,332.0,298.0
1736788295000,894.0,330.0,351.0,417.0,361.0,391.0,312.0,282.0,334.0,365.0,311.0,357.0
1736788300000,905.0,393.0,419.0,484.0,434.0,450.0,359.0,337.0,394.0,438.0,370.0,425.0
1736788305000,910.0,458.0,462.0,522.0,475.0,498.0,432.0,403.0,464.0,477.0,443.0,470.0
1736788310000,913.0,500.0,459.0,558.0,490.0,530.0,464.0,435.0,488.0,497.0,493.0,515.0
1736788315000,934.0,504.0,448.0,542.0,477.0,513.0,466.0,430.0,475.0,480.0,495.0,504.0
1736788320000,,,,,,,,,,,,
