,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Source:_Source,Map,Map,Map,Map,Map,Map,Map,Sink:_Sink,Source:_Source,Map,Map,Map,Map,Map,Map,Map,Sink:_Sink,Source:_Source,Map,Map,Map,Map,Map,Map,Map,Sink:_Sink
,0,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,0
Timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722245815000,0.0,8.0,1.0,0.0,2.0,4.0,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,241.0,168.0,67.0,122.0,120.0,,,0.0
1722245820000,0.0,9.0,1.0,7.0,0.0,0.0,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,442.0,95.0,167.0,96.0,40.0,,,0.0
1722245825000,0.0,7.0,0.0,3.0,1.0,0.0,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,335.0,31.0,36.0,34.0,160.0,,,1.0
1722245830000,0.0,10.0,1.0,0.0,2.0,2.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,361.0,35.0,33.0,62.0,80.0,,,0.0
1722245835000,0.0,10.0,2.0,2.0,8.0,5.0,,,1.0,14.0,1.0,1.0,2.0,2.0,1.0,,,0.0,-9.223372036854775e+18,402.0,93.0,144.0,1609.0,335.0,,,0.0
1722245840000,0.0,10.0,2.0,2.0,0.0,2.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,522.0,71.0,160.0,45.0,41.0,,,0.0
1722245845000,0.0,10.0,0.0,0.0,1.0,1.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,603.0,36.0,36.0,30.0,33.0,,,0.0
1722245850000,0.0,9.0,0.0,1.0,2.0,1.0,,,1.0,13.0,1.0,3.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,335.0,60.0,38.0,38.0,33.0,,,0.0
1722245855000,0.0,9.0,1.0,1.0,4.0,0.0,,,1.0,13.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,361.0,69.0,43.0,127.0,386.0,,,0.0
1722245860000,0.0,12.0,1.0,3.0,0.0,0.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,33.0,160.0,31.0,41.0,,,0.0
1722245865000,0.0,8.0,1.0,2.0,0.0,1.0,,,4.0,12.0,1.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,402.0,37.0,35.0,28.0,160.0,,,0.0
1722245870000,0.0,12.0,2.0,2.0,0.0,0.0,,,1.0,15.0,1.0,5.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,28.0,134.0,32.0,80.0,,,0.0
1722245875000,0.0,12.0,3.0,0.0,5.0,3.0,,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,603.0,28.0,34.0,30.0,120.0,,,0.0
1722245880000,0.0,10.0,3.0,5.0,2.0,3.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,502.0,31.0,134.0,58.0,176.0,,,0.0
1722245885000,0.0,8.0,1.0,0.0,1.0,3.0,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,437.0,31.0,40.0,30.0,80.0,,,0.0
1722245890000,0.0,7.0,2.0,0.0,0.0,0.0,,,1.0,11.0,1.0,4.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,251.0,32.0,67.0,37.0,206.0,,,0.0
1722245895000,0.0,11.0,2.0,1.0,8.0,4.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,653.0,35.0,67.0,238.0,404.0,,,0.0
1722245900000,0.0,8.0,0.0,5.0,9.0,9.0,,,1.0,12.0,1.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,377.0,36.0,281.0,737.0,1181.0,,,1.0
1722245905000,0.0,5.0,0.0,1.0,2.0,5.0,,,10.0,17.0,10.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,241.0,30.0,103.0,28.0,161.0,,,0.0
1722245910000,0.0,8.0,0.0,2.0,2.0,2.0,,,1.0,12.0,1.0,0.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,321.0,70.0,93.0,35.0,71.0,,,0.0
1722245915000,0.0,10.0,3.0,1.0,4.0,6.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,361.0,33.0,66.0,181.0,804.0,,,0.0
1722245920000,0.0,12.0,0.0,0.0,1.0,2.0,,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,603.0,63.0,167.0,33.0,201.0,,,0.0
1722245925000,0.0,9.0,3.0,2.0,0.0,2.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,437.0,34.0,32.0,30.0,120.0,,,0.0
1722245930000,0.0,10.0,2.0,0.0,0.0,4.0,,,1.0,14.0,1.0,6.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,442.0,32.0,80.0,32.0,158.0,,,0.0
1722245935000,0.0,9.0,0.0,1.0,4.0,6.0,,,1.0,12.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,416.0,38.0,43.0,35.0,268.0,,,0.0
1722245940000,0.0,11.0,2.0,1.0,2.0,3.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,603.0,88.0,101.0,32.0,76.0,,,0.0
1722245945000,0.0,10.0,2.0,3.0,0.0,2.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,653.0,34.0,36.0,33.0,72.0,,,0.0
1722245950000,0.0,8.0,0.0,4.0,0.0,0.0,,,1.0,12.0,1.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,321.0,26.0,113.0,33.0,114.0,,,0.0
1722245955000,0.0,9.0,1.0,0.0,8.0,8.0,,,1.0,13.0,1.0,1.0,2.0,1.0,1.0,,,0.0,-9.223372036854775e+18,538.0,95.0,33.0,904.0,301.0,,,0.0
1722245960000,0.0,10.0,0.0,1.0,0.0,1.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,442.0,40.0,201.0,32.0,43.0,,,0.0
1722245965000,0.0,7.0,2.0,2.0,0.0,0.0,,,1.0,11.0,1.0,1.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,603.0,101.0,38.0,31.0,39.0,,,0.0
1722245970000,0.0,9.0,0.0,0.0,0.0,0.0,,,3.0,12.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,482.0,52.0,33.0,30.0,40.0,,,0.0
1722245975000,0.0,11.0,4.0,0.0,9.0,8.0,,,1.0,14.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,522.0,38.0,40.0,37.0,1731.0,,,0.0
1722245980000,0.0,12.0,0.0,3.0,0.0,1.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,502.0,33.0,160.0,33.0,36.0,,,0.0
1722245985000,0.0,8.0,2.0,0.0,0.0,1.0,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,442.0,32.0,37.0,32.0,100.0,,,0.0
1722245990000,0.0,10.0,0.0,1.0,0.0,0.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,603.0,41.0,40.0,29.0,34.0,,,0.0
1722245995000,0.0,9.0,2.0,0.0,6.0,7.0,,,1.0,13.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,321.0,31.0,58.0,119.0,402.0,,,0.0
1722246000000,0.0,9.0,0.0,1.0,0.0,1.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,502.0,28.0,67.0,36.0,33.0,,,0.0
1722246005000,0.0,11.0,0.0,0.0,2.0,1.0,,,1.0,15.0,1.0,1.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,552.0,33.0,61.0,31.0,38.0,,,0.0
1722246010000,0.0,9.0,0.0,1.0,0.0,4.0,,,1.0,13.0,1.0,3.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,361.0,60.0,32.0,101.0,80.0,,,0.0
1722246015000,0.0,11.0,1.0,2.0,4.0,4.0,,,1.0,15.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,368.0,100.0,37.0,100.0,301.0,,,1.0
1722246020000,0.0,11.0,2.0,3.0,0.0,4.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,442.0,68.0,160.0,33.0,67.0,,,0.0
1722246025000,0.0,7.0,1.0,0.0,2.0,2.0,,,1.0,11.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,603.0,108.0,33.0,57.0,40.0,,,0.0
1722246030000,0.0,9.0,0.0,0.0,2.0,2.0,,,1.0,12.0,1.0,3.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,104.0,44.0,29.0,120.0,,,0.0
1722246035000,0.0,12.0,3.0,0.0,6.0,6.0,,,1.0,15.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,402.0,67.0,80.0,63.0,603.0,,,0.0
1722246040000,0.0,9.0,5.0,5.0,0.0,5.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,361.0,60.0,201.0,30.0,222.0,,,0.0
1722246045000,0.0,7.0,0.0,0.0,0.0,3.0,,,1.0,11.0,1.0,1.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,282.0,125.0,39.0,37.0,80.0,,,0.0
1722246050000,0.0,10.0,0.0,0.0,2.0,3.0,,,1.0,13.0,1.0,4.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,335.0,60.0,72.0,67.0,125.0,,,0.0
1722246055000,0.0,11.0,3.0,0.0,5.0,6.0,,,1.0,14.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,502.0,134.0,39.0,440.0,904.0,,,0.0
1722246060000,0.0,13.0,2.0,3.0,1.0,0.0,,,1.0,17.0,1.0,1.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,361.0,29.0,242.0,33.0,44.0,,,0.0
1722246065000,0.0,7.0,2.0,2.0,1.0,2.0,,,12.0,11.0,3.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,292.0,114.0,38.0,28.0,37.0,,,0.0
1722246070000,0.0,10.0,0.0,1.0,2.0,0.0,,,1.0,14.0,1.0,3.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,361.0,32.0,37.0,31.0,115.0,,,0.0
1722246075000,0.0,10.0,1.0,0.0,4.0,9.0,,,1.0,14.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,361.0,40.0,75.0,213.0,1060.0,,,0.0
1722246080000,0.0,10.0,1.0,3.0,0.0,3.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,404.0,32.0,167.0,33.0,38.0,,,0.0
1722246085000,0.0,8.0,0.0,4.0,1.0,4.0,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,282.0,35.0,80.0,65.0,160.0,,,0.0
1722246090000,0.0,10.0,0.0,1.0,0.0,3.0,,,1.0,14.0,1.0,0.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,452.0,28.0,34.0,31.0,117.0,,,0.0
1722246095000,0.0,11.0,3.0,0.0,5.0,5.0,,,1.0,15.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,444.0,67.0,68.0,132.0,251.0,,,0.0
1722246100000,0.0,10.0,2.0,1.0,2.0,3.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,321.0,35.0,201.0,67.0,241.0,,,0.0
1722246105000,0.0,8.0,1.0,1.0,2.0,0.0,,,1.0,12.0,2.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,444.0,34.0,140.0,79.0,38.0,,,0.0
1722246110000,0.0,9.0,0.0,0.0,1.0,3.0,,,1.0,13.0,1.0,6.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,361.0,34.0,68.0,29.0,110.0,,,0.0
1722246115000,0.0,11.0,3.0,0.0,8.0,8.0,,,1.0,14.0,1.0,1.0,1.0,8.0,2.0,,,0.0,-9.223372036854775e+18,609.0,242.0,72.0,40.0,404.0,,,0.0
1722246120000,0.0,11.0,3.0,5.0,0.0,8.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,442.0,41.0,321.0,134.0,321.0,,,0.0
1722246125000,0.0,10.0,3.0,0.0,1.0,1.0,,,1.0,13.0,1.0,1.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,653.0,33.0,83.0,99.0,33.0,,,0.0
1722246130000,0.0,11.0,1.0,0.0,1.0,1.0,,,2.0,14.0,1.0,4.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,482.0,36.0,28.0,32.0,36.0,,,0.0
1722246135000,0.0,10.0,3.0,0.0,0.0,1.0,,,1.0,14.0,1.0,1.0,1.0,5.0,5.0,,,0.0,-9.223372036854775e+18,402.0,106.0,95.0,29742.0,36.0,,,0.0
1722246140000,0.0,9.0,1.0,6.0,2.0,9.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,361.0,28.0,282.0,90.0,202.0,,,0.0
1722246145000,0.0,11.0,1.0,1.0,0.0,2.0,,,12.0,14.0,2.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,442.0,28.0,43.0,26.0,38.0,,,0.0
1722246150000,0.0,10.0,3.0,0.0,0.0,3.0,,,1.0,14.0,1.0,4.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,335.0,38.0,37.0,30.0,62.0,,,0.0
1722246155000,0.0,8.0,2.0,1.0,4.0,5.0,,,1.0,11.0,2.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,402.0,67.0,33.0,65.0,1123.0,,,0.0
1722246160000,0.0,10.0,2.0,0.0,1.0,6.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,38.0,39.0,33.0,321.0,,,0.0
1722246165000,0.0,10.0,3.0,1.0,1.0,1.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,522.0,67.0,33.0,91.0,100.0,,,0.0
1722246170000,0.0,9.0,1.0,2.0,0.0,3.0,,,4.0,12.0,2.0,4.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,442.0,34.0,71.0,31.0,79.0,,,0.0
1722246175000,0.0,9.0,1.0,2.0,4.0,8.0,,,1.0,13.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,361.0,100.0,38.0,30.0,1550.0,,,0.0
1722246180000,0.0,7.0,2.0,4.0,2.0,6.0,,,1.0,12.0,1.0,1.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,281.0,38.0,134.0,37.0,282.0,,,0.0
1722246185000,0.0,9.0,2.0,0.0,0.0,1.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,522.0,31.0,35.0,30.0,33.0,,,0.0
1722246190000,0.0,11.0,0.0,0.0,1.0,2.0,,,1.0,15.0,1.0,3.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,321.0,37.0,35.0,30.0,33.0,,,0.0
1722246195000,0.0,8.0,2.0,1.0,5.0,6.0,,,1.0,11.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,361.0,201.0,34.0,384.0,603.0,,,0.0
1722246200000,0.0,9.0,1.0,0.0,1.0,1.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,321.0,32.0,36.0,58.0,120.0,,,0.0
1722246205000,0.0,9.0,3.0,1.0,3.0,0.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,279.0,30.0,64.0,33.0,95.0,,,0.0
1722246210000,0.0,9.0,0.0,0.0,0.0,5.0,,,1.0,15.0,1.0,3.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,363.0,34.0,34.0,31.0,234.0,,,0.0
1722246215000,0.0,9.0,3.0,1.0,2.0,8.0,,,1.0,12.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,442.0,134.0,31.0,71.0,804.0,,,0.0
1722246220000,0.0,10.0,0.0,4.0,1.0,2.0,,,1.0,14.0,1.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,361.0,34.0,241.0,33.0,100.0,,,0.0
1722246225000,0.0,10.0,0.0,0.0,0.0,9.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,703.0,32.0,72.0,31.0,402.0,,,0.0
1722246230000,0.0,10.0,0.0,1.0,0.0,0.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,525.0,33.0,80.0,36.0,105.0,,,0.0
1722246235000,0.0,11.0,1.0,0.0,4.0,4.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,109.0,31.0,74.0,351.0,,,0.0
1722246240000,0.0,12.0,3.0,3.0,2.0,4.0,,,1.0,15.0,1.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,656.0,31.0,281.0,34.0,201.0,,,0.0
1722246245000,0.0,10.0,1.0,1.0,0.0,0.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,421.0,93.0,42.0,82.0,39.0,,,0.0
1722246250000,0.0,9.0,0.0,2.0,1.0,4.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,552.0,33.0,37.0,34.0,42.0,,,0.0
1722246255000,0.0,11.0,3.0,0.0,7.0,8.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,67.0,43.0,245.0,510.0,,,0.0
1722246260000,0.0,12.0,0.0,4.0,0.0,3.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,442.0,127.0,201.0,31.0,361.0,,,0.0
1722246265000,0.0,10.0,0.0,0.0,2.0,3.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,451.0,36.0,37.0,63.0,111.0,,,6.0
1722246270000,0.0,7.0,1.0,1.0,2.0,0.0,,,1.0,11.0,1.0,3.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,361.0,35.0,32.0,27.0,40.0,,,0.0
1722246275000,0.0,12.0,2.0,0.0,5.0,5.0,,,1.0,15.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,335.0,40.0,67.0,41.0,253.0,,,0.0
1722246280000,0.0,11.0,3.0,2.0,2.0,1.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,442.0,140.0,167.0,29.0,201.0,,,0.0
1722246285000,0.0,10.0,1.0,1.0,0.0,3.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,441.0,38.0,34.0,27.0,46.0,,,0.0
1722246290000,0.0,11.0,0.0,2.0,2.0,3.0,,,1.0,14.0,1.0,3.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,442.0,34.0,84.0,30.0,32.0,,,0.0
1722246295000,0.0,10.0,2.0,0.0,5.0,8.0,,,1.0,13.0,1.0,1.0,2.0,10.0,1.0,,,0.0,-9.223372036854775e+18,402.0,134.0,32.0,551.0,379.0,,,0.0
1722246300000,0.0,11.0,1.0,4.0,1.0,3.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,363.0,33.0,202.0,30.0,100.0,,,0.0
1722246305000,0.0,10.0,1.0,2.0,2.0,0.0,,,10.0,13.0,2.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,532.0,32.0,80.0,82.0,37.0,,,0.0
1722246310000,0.0,10.0,0.0,0.0,1.0,1.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,361.0,33.0,37.0,61.0,75.0,,,0.0
1722246315000,0.0,11.0,3.0,0.0,0.0,2.0,,,1.0,14.0,1.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,552.0,98.0,97.0,59.0,20.0,,,0.0
1722246320000,0.0,11.0,0.0,6.0,0.0,3.0,,,1.0,14.0,1.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,402.0,33.0,323.0,100.0,100.0,,,0.0
1722246325000,0.0,12.0,2.0,2.0,2.0,2.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,308.0,67.0,74.0,120.0,134.0,,,0.0
1722246330000,0.0,8.0,2.0,0.0,3.0,1.0,,,1.0,12.0,1.0,4.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,321.0,33.0,34.0,57.0,67.0,,,0.0
1722246335000,0.0,8.0,0.0,0.0,7.0,7.0,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,321.0,62.0,32.0,37.0,321.0,,,0.0
1722246340000,0.0,11.0,3.0,4.0,1.0,4.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,26.0,134.0,33.0,201.0,,,0.0
1722246345000,0.0,8.0,1.0,0.0,1.0,0.0,,,1.0,12.0,2.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,522.0,67.0,33.0,40.0,93.0,,,0.0
1722246350000,0.0,12.0,0.0,1.0,3.0,1.0,,,1.0,15.0,1.0,3.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,442.0,38.0,67.0,30.0,186.0,,,0.0
1722246355000,0.0,12.0,2.0,1.0,8.0,5.0,,,1.0,15.0,2.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,482.0,134.0,80.0,707.0,402.0,,,0.0
1722246360000,0.0,11.0,0.0,4.0,0.0,1.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,361.0,38.0,167.0,35.0,80.0,,,0.0
1722246365000,0.0,11.0,1.0,3.0,0.0,3.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,522.0,33.0,228.0,36.0,70.0,,,0.0
1722246370000,0.0,9.0,0.0,1.0,0.0,2.0,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,714.0,131.0,39.0,34.0,35.0,,,0.0
1722246375000,0.0,11.0,4.0,1.0,7.0,7.0,,,1.0,15.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,482.0,121.0,30.0,105.0,804.0,,,0.0
1722246380000,0.0,10.0,4.0,4.0,1.0,0.0,,,1.0,13.0,1.0,1.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,552.0,33.0,120.0,35.0,80.0,,,0.0
1722246385000,0.0,7.0,2.0,0.0,3.0,1.0,,,1.0,11.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,442.0,36.0,94.0,36.0,100.0,,,0.0
1722246390000,0.0,11.0,0.0,0.0,3.0,4.0,,,1.0,14.0,1.0,3.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,452.0,33.0,104.0,32.0,30.0,,,0.0
1722246395000,0.0,9.0,1.0,2.0,7.0,9.0,,,1.0,13.0,1.0,1.0,1.0,10.0,1.0,,,0.0,-9.223372036854775e+18,442.0,28.0,100.0,374.0,361.0,,,0.0
1722246400000,0.0,12.0,0.0,4.0,0.0,3.0,,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,34.0,160.0,32.0,66.0,,,1.0
1722246405000,0.0,10.0,0.0,1.0,1.0,0.0,,,1.0,13.0,1.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,442.0,40.0,138.0,87.0,80.0,,,0.0
1722246410000,0.0,8.0,0.0,4.0,1.0,3.0,,,1.0,12.0,1.0,0.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,552.0,110.0,137.0,38.0,129.0,,,0.0
1722246415000,0.0,10.0,5.0,0.0,6.0,6.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,361.0,134.0,35.0,335.0,402.0,,,0.0
1722246420000,0.0,11.0,0.0,3.0,2.0,1.0,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,145.0,281.0,39.0,80.0,,,0.0
1722246425000,0.0,7.0,0.0,0.0,0.0,2.0,,,1.0,11.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,241.0,61.0,33.0,67.0,105.0,,,0.0
