,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1736827090000,1653.65,1563.2666666666,1536.6333333332998,664.9666666666,1566.8833333332998,643.1166666666,1546.2833333332999,208.1333333333,704.8166666666,659.3,663.6,629.7333333333,1531.6333333332998,617.4333333333,319.0,703.7666666666,,,,,,,,,,,,,,,,
1736827095000,2397.7,2411.4333333332997,2377.7833333332997,1917.1,2412.9,1849.0833333332998,2397.75,1545.0833333332998,1934.9333333332997,1873.1166666666,1887.3666666666,1781.9166666666,2416.1333333333,1804.5833333332998,1563.6833333332997,1958.7666666666,,,,,,,,,,,,,,,,
1736827100000,3275.2833333332997,3293.0,3247.4,2745.6166666666,3292.75,2660.95,3274.5666666665998,2396.7833333332997,2688.6166666666,2710.0666666666,2730.1833333332997,2707.7,3231.75,2667.5166666666,2521.5,2693.8166666666,,,,,,,,,,,,,,,,
1736827105000,4938.41666667,4649.15,4591.58333333,3707.01666667,4719.21666667,3586.71666667,4664.61666667,3272.7,3686.53333333,3643.11666667,3667.35,3616.75,4600.63333333,3568.45,3288.1,3743.01666667,,,,,,,,,,,,,,,,
1736827110000,5913.41666667,5830.46666667,5739.96666667,5162.8,5880.983333329999,5001.76666667,5803.8,4622.76666667,5089.21666667,5091.81666667,5134.26666667,5108.3,5739.35,5012.41666667,4726.23333333,5156.08333333,,,,,,,,,,,,,,,,
1736827115000,7035.85,6758.55,6670.31666666,6267.75,6762.233333329999,6070.71666667,6724.683333329999,5794.433333329999,6171.96666667,6165.933333329999,6217.9,6146.78333333,6635.133333329999,6073.1,5942.16666667,6213.83333333,,,,,,,,,,,,,,,,
1736827120000,8214.46666666,7952.61666666,7844.483333329999,7241.85,7957.61666666,7024.433333329999,7909.683333329999,6719.81666666,7135.46666666,7146.51666666,7203.78333333,7167.61666666,7797.8,7037.46666666,6784.33333333,7315.66666666,,,,,,,,,,,,,,,,
1736827125000,9175.883333329999,9078.26666666,8954.71666666,8453.01666666,9143.0,8187.983333329999,9039.91666666,7905.21666666,8416.133333329999,8331.26666666,8408.2,8367.0,8940.0,8202.55,8077.233333329999,8503.58333333,,,,,,,,,,,,,,,,
1736827130000,10300.35,10223.2,10084.41666666,9556.75,10229.85,9282.85,10168.68333333,9024.55,9396.06666666,9425.1,9503.2,9455.95,10022.51666666,9278.133333329999,9216.95,9418.133333329999,,,,,,,,,,,,,,,,
1736827135000,11534.73333333,11332.81666666,11076.75,10661.71666666,11337.08333333,10311.83333333,11268.6,10162.61666666,10446.05,10477.75,10565.25,10501.55,11109.36666666,10323.783333329999,10258.55,10515.75,,,,,,,,,,,,,,,,
1736827140000,12394.05,12469.766666659998,12298.533333329999,11851.133333329999,12476.283333329999,11360.76666666,12401.883333329999,11173.45,11673.4,11664.9,11664.41666666,11607.033333329999,12223.31666666,11397.21666666,11403.18333333,11743.216666659999,,,,,,,,,,,,,,,,
1736827145000,13083.91666666,13287.3,13103.41666666,12946.45,13283.85,12540.06666666,13219.85,12393.08333333,12551.633333329999,12767.533333329999,12873.75,12810.81666666,13032.15,12571.2,12447.81666666,12735.383333329999,,,,,,,,,,,,,,,,
1736827150000,13048.31666666,13141.73333333,12963.05,13312.6,13150.23333333,12905.116666659998,13082.116666659998,13193.7,13096.6,13123.716666659999,13234.98333333,13199.56666666,12887.31666666,12954.31666666,13283.16666666,13134.266666659998,,,,,,,,,,,,,,,,
1736827155000,13490.31666666,13411.65,13160.5,13232.716666659999,13450.56666666,12834.05,13341.783333329999,13061.06666666,12956.9,13053.91666666,13152.6,13159.85,13117.66666666,12883.31666666,13202.383333329999,12995.16666666,,,,,,,,,,,,,,,,
1736827160000,13753.85,13632.633333329999,13439.766666659998,13576.866666659998,13659.8,13159.116666659998,13515.65,13256.68333333,13330.83333333,13384.633333329999,13498.466666659999,13428.08333333,13367.7,13180.116666659998,13345.116666659998,13423.35,,,,,,,,,,,,,,,,
1736827165000,13338.75,13385.93333333,13191.866666659998,13618.266666659998,13324.2,13200.81666666,13272.73333333,13539.23333333,13457.56666666,13446.48333333,13561.66666666,13528.31666666,13073.08333333,13288.43333333,13655.8,13470.966666659999,,,,,,,,,,,,,,,,
1736827170000,13021.81666666,13229.45,13063.533333329999,13453.966666659999,13190.6,13038.6,13154.73333333,13302.533333329999,13124.1,13264.18333333,13306.91666666,13214.116666659998,12944.116666659998,13060.966666659999,13417.516666659998,13194.65,,,,,,,,,,,,,,,,
1736827175000,13336.43333333,13627.85,13448.58333333,13166.216666659999,13645.5,12749.65,13560.43333333,13150.383333329999,12984.95,12997.35,13103.08333333,13082.866666659998,13357.366666659998,12796.533333329999,13086.5,13038.783333329999,,,,,,,,,,,,,,,,
1736827180000,13230.8,13612.866666659998,13429.15,13707.35,13621.95,13274.31666666,13541.033333329999,13519.033333329999,13359.466666659999,13504.366666659998,13624.68333333,13564.7,13341.85,13297.866666659998,13581.116666659998,13229.033333329999,,,,,,,,,,,,,,,,
1736827185000,13422.133333329999,13661.43333333,13476.266666659998,13627.56666666,13610.7,13208.9,13575.766666659998,13530.56666666,13312.48333333,13445.633333329999,13545.45,13484.783333329999,13348.966666659999,13231.383333329999,13453.95,13347.716666659999,,,,,,,,,,,,,,,,
1736827190000,13403.033333329999,13579.48333333,13381.05,13719.783333329999,13635.533333329999,13277.116666659998,13523.65,13575.16666666,13379.383333329999,13527.366666659998,13607.66666666,13546.533333329999,13346.966666659999,13321.783333329999,13484.883333329999,13404.8,,,,,,,,,,,,,,,,
1736827195000,13408.533333329999,13505.06666666,13426.866666659998,13737.7,13562.266666659998,13343.18333333,13433.033333329999,13473.8,13470.866666659998,13583.766666659998,13672.55,13599.3,13283.9,13372.3,13551.516666659998,13463.033333329999,,,,,,,,,,,,,,,,
1736827200000,13628.56666666,13392.633333329999,13215.25,13632.116666659998,13402.366666659998,13339.95,13322.56666666,13513.5,13262.31666666,13455.7,13661.73333333,13585.266666659998,13128.31666666,13342.41666666,13509.266666659998,13295.016666659998,,,,,,,,,,,,,,,,
1736827205000,13330.7,13558.1,13366.866666659998,13544.35,13531.0,13134.93333333,13482.2,13312.91666666,13470.25,13354.3,13463.81666666,13401.633333329999,13294.25,13148.91666666,13548.0,13362.2,,,,,,,,,,,,,,,,
1736827210000,13449.81666666,13476.533333329999,13302.31666666,13643.41666666,13529.133333329999,13223.16666666,13399.883333329999,13462.2,13266.866666659998,13495.1,13563.25,13501.133333329999,13226.766666659998,13284.75,13411.75,13303.3,,,,,,,,,,,,,,,,
1736827215000,13476.716666659999,13602.15,13491.6,13664.033333329999,13580.8,13235.83333333,13526.9,13404.266666659998,13392.05,13475.43333333,13580.55,13524.91666666,13308.15,13279.25,13509.83333333,13450.98333333,,,,,,,,,,,,,,,,
1736827220000,13435.616666659998,13593.65,13420.91666666,13661.31666666,13583.43333333,13243.266666659998,13564.016666659998,13593.83333333,13320.516666659998,13472.133333329999,13582.766666659998,13520.35,13315.766666659998,13264.7,13509.73333333,13348.3,,,,,,,,,,,,,,,,
1736827225000,13037.85,13473.1,13302.58333333,13758.23333333,13484.65,13341.41666666,13402.9,13521.58333333,13325.85,13561.266666659998,13674.31666666,13592.883333329999,13215.31666666,13323.116666659998,13522.2,13384.033333329999,,,,,,,,,,,,,,,,
1736827230000,13740.366666659998,13623.58333333,13444.23333333,13495.516666659998,13631.283333329999,13082.93333333,13549.15,13390.216666659999,13241.56666666,13302.85,13489.25,13455.516666659998,13359.85,13103.08333333,13311.383333329999,13188.68333333,,,,,,,,,,,,,,,,
1736827235000,13125.883333329999,13317.616666659998,13130.516666659998,13807.116666659998,13313.68333333,13398.633333329999,13234.3,13541.133333329999,13573.81666666,13615.7,13728.73333333,13661.766666659998,13042.56666666,13418.43333333,13734.15,13577.216666659999,,,,,,,,,,,,,,,,
1736827240000,13488.45,13327.516666659998,13154.23333333,13293.533333329999,13416.2,12881.966666659999,13297.91666666,13259.58333333,13054.18333333,13102.18333333,13199.95,13108.866666659998,13139.966666659999,12902.93333333,13278.75,13106.3,,,,,,,,,,,,,,,,
1736827245000,13786.866666659998,13550.7,13238.16666666,13647.81666666,13646.383333329999,13227.08333333,13553.8,13246.81666666,13334.68333333,13446.0,13557.66666666,13473.133333329999,13367.33333333,13250.93333333,13502.55,13349.31666666,,,,,,,,,,,,,,,,
1736827250000,13776.25,13806.466666659999,13624.25,13797.7,13768.65,13376.81666666,13716.98333333,13521.516666659998,13525.716666659999,13604.3,13748.283333329999,13628.43333333,13495.466666659999,13397.116666659998,13614.8,13625.23333333,,,,,,,,,,,,,,,,
1736827255000,13447.2,13784.58333333,13599.866666659998,13607.58333333,13745.68333333,13184.08333333,13711.75,13721.35,13274.383333329999,13414.266666659998,13548.466666659999,13505.41666666,13464.68333333,13201.31666666,13735.716666659999,13537.533333329999,,,,,,,,,,,,,,,,
1736827260000,13484.33333333,13889.016666659998,13683.1,13772.366666659998,13903.766666659998,13342.35,13813.16666666,13700.7,13480.033333329999,13592.2,13704.5,13620.033333329999,13619.216666659999,13382.33333333,13641.43333333,13479.81666666,,,,,,,,,,,,,,,,
1736827265000,13869.216666659999,13808.466666659999,13611.516666659998,13951.48333333,13854.216666659999,13522.4,13734.466666659999,13794.91666666,13467.41666666,13762.48333333,13855.883333329999,13757.533333329999,13535.283333329999,13545.31666666,13691.55,13494.3,,,,,,,,,,,,,,,,
1736827270000,13752.016666659998,13850.05,13659.23333333,13918.866666659998,13812.33333333,13492.31666666,13779.45,13725.533333329999,13659.73333333,13682.4,13837.3,13773.95,13553.5,13476.83333333,13930.45,13694.216666659999,,,,,,,,,,,,,,,,
1736827275000,13736.41666666,13552.016666659998,13365.866666659998,13841.033333329999,13605.2,13425.43333333,13482.55,13766.75,13458.716666659999,13656.93333333,13759.966666659999,13541.133333329999,13327.8,13446.9,13734.6,13484.783333329999,,,,,,,,,,,,,,,,
1736827280000,13769.68333333,13758.06666666,13576.75,13750.31666666,13770.56666666,13340.33333333,13685.283333329999,13472.283333329999,13679.85,13567.366666659998,13669.58333333,13617.75,13485.2,13363.6,13663.7,13672.266666659998,,,,,,,,,,,,,,,,
1736827285000,13853.883333329999,13892.31666666,13674.08333333,13918.06666666,13933.55,13488.45,13817.35,13675.383333329999,13571.25,13728.66666666,13842.016666659998,13793.966666659999,13630.616666659998,13499.8,13733.716666659999,13735.783333329999,,,,,,,,,,,,,,,,
1736827290000,13662.18333333,13729.016666659998,13543.58333333,13913.516666659998,13785.55,13489.23333333,13654.283333329999,13788.283333329999,13689.633333329999,13777.33333333,13830.73333333,13763.283333329999,13483.783333329999,13511.5,13915.883333329999,13732.68333333,,,,,,,,,,,,,,,,
1736827295000,14090.43333333,13926.48333333,13688.98333333,13907.18333333,13941.966666659999,13479.133333329999,13846.266666659998,13643.533333329999,13485.31666666,13710.08333333,13810.383333329999,13727.83333333,13538.06666666,13479.8,13719.45,13550.466666659999,,,,,,,,,,,,,,,,
1736827300000,13670.15,13704.73333333,13518.81666666,14145.06666666,13631.3,13726.58333333,13585.58333333,13819.41666666,13854.266666659998,13962.65,13899.68333333,13858.43333333,13355.68333333,13744.83333333,13946.73333333,13880.0,,,,,,,,,,,,,,,,
1736827305000,12890.56666666,13288.8,13244.91666666,13647.41666666,13206.716666659999,13232.48333333,13141.366666659998,13619.216666659999,13379.43333333,13463.75,13577.8,13530.3,12939.283333329999,13254.81666666,13681.616666659998,13422.23333333,,,,,,,,,,,,,,,,
1736827310000,13515.56666666,13586.716666659999,13394.95,13141.616666659998,13615.633333329999,12774.55,13503.16666666,13149.3,12994.98333333,12957.766666659998,13065.033333329999,13055.633333329999,13340.633333329999,12779.116666659998,13173.58333333,13033.616666659998,,,,,,,,,,,,,,,,
1736827315000,13607.383333329999,13701.23333333,13504.16666666,13870.45,13723.35,13441.93333333,13640.35,13493.716666659999,13691.1,13677.216666659999,13791.2,13724.883333329999,13438.91666666,13472.116666659998,13631.41666666,13550.383333329999,,,,,,,,,,,,,,,,
1736827320000,13687.133333329999,13588.0,13406.266666659998,13763.35,13589.58333333,13342.05,13512.08333333,13608.116666659998,13477.31666666,13569.85,13683.133333329999,13610.1,13312.45,13352.216666659999,13690.25,13517.93333333,,,,,,,,,,,,,,,,
1736827325000,13597.05,13504.5,13349.516666659998,13500.16666666,13453.81666666,13043.883333329999,13420.1,13490.266666659998,13337.95,13254.366666659998,13384.18333333,13352.716666659999,13204.66666666,13059.5,13574.31666666,13377.783333329999,,,,,,,,,,,,,,,,
1736827330000,13455.6,13469.283333329999,13295.633333329999,13560.85,13473.866666659998,13239.48333333,13390.783333329999,13433.716666659999,13279.783333329999,13470.33333333,13448.73333333,13368.266666659998,13202.866666659998,13179.033333329999,13491.18333333,13401.883333329999,,,,,,,,,,,,,,,,
1736827335000,,,,13426.383333329999,,,,13384.5,,13239.633333329999,,13483.31666666,,,13389.08333333,,,,,,,,,,,,,,,,,
1736827340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736827360000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1736827365000,0.0,0.0,0.0,59.7166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.3833333333,109.55,0.0,0.0,0.0,0.0,0.0,54.3166666667,0.0,0.0,47.9666666667,48.4833333333,,,,,,,,
1736827370000,153.85,155.05,139.9833333333,416.55,152.65,140.6,154.9833333333,48.4333333333,137.85,154.45,153.1166666666,141.8,414.8333333333,573.95,140.3333333333,72.5333333333,154.55,140.5166666666,152.9333333333,396.25,133.9,153.5166666666,398.4666666666,361.1,,,,,,,,
1736827375000,918.4,801.1166666666,633.6833333333,1257.1166666666,750.0166666666,745.2333333333,700.6,401.85,771.5,676.8166666666,693.5666666666,700.1333333333,1248.7833333333,1404.3,727.6,458.4,797.3,714.6833333333,764.1333333333,1223.1333333333,599.3666666666,694.9166666666,1257.2,1113.8,,,,,,,,
