,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1702290005000,19285.03333333,19105.23333333,,
1702290010000,19295.36666666,19295.56666666,,
1702290015000,19383.93333333,19352.21666666,,
1702290020000,19804.78333333,19794.56666666,,
1702290025000,19992.25,20017.16666666,,
1702290030000,19954.05,19956.05,,
1702290035000,19941.63333333,19968.11666666,,
1702290040000,20163.0,20146.0,,
1702290045000,20222.73333333,20203.63333333,,
1702290050000,20665.91666666,20650.8,,
1702290055000,20699.6,20668.51666666,,
1702290060000,20741.75,20751.15,,
1702290065000,20888.85,21030.88333333,,
1702290070000,21097.9,21073.0,,
1702290075000,21340.68333333,21324.96666666,,
1702290080000,21431.1,21390.81666666,,
1702290085000,21515.36666666,21427.4,,
1702290090000,21639.81666666,21633.95,,
1702290095000,21686.61666666,21674.75,,
1702290100000,21752.23333333,21764.7,,
1702290105000,21772.26666666,21737.16666666,,
1702290110000,21778.41666666,21776.93333333,,
1702290115000,21941.75,21947.81666666,,
1702290120000,21946.4,21968.2,,
1702290125000,21929.4,21901.11666666,,
1702290130000,21917.26666666,21896.16666666,,
1702290135000,21927.81666666,21800.08333333,,
1702290140000,21840.15,21858.26666666,,
1702290145000,21848.06666666,21901.81666666,,
1702290150000,21861.61666666,21852.3,,
1702290155000,21951.25,21942.91666666,,
1702290160000,21976.23333333,21968.96666666,,
1702290165000,21962.98333333,21989.53333333,,
1702290170000,21959.75,21935.61666666,,
1702290175000,21892.21666666,21871.76666666,,
1702290180000,21877.61666666,21844.28333333,,
1702290185000,21895.16666666,21926.05,,
1702290190000,21886.15,21920.31666666,,
1702290195000,21876.48333333,22001.05,,
1702290200000,21984.38333333,21955.56666666,,
1702290205000,21937.66666666,21950.23333333,,
1702290210000,21933.85,21963.4,,
1702290215000,21869.16666666,21882.86666666,,
1702290220000,21861.7,21872.63333333,,
1702290225000,21800.93333333,21784.26666666,,
1702290230000,21818.28333333,21859.53333333,,
1702290235000,21812.05,21830.28333333,,
1702290240000,21740.5,21781.8,,
1702290245000,21700.31666666,21683.03333333,,
1702290250000,21710.15,21710.48333333,,
1702290255000,21674.65,21671.16666666,,
1702290260000,21644.9,21651.56666666,,
1702290265000,21679.73333333,21678.55,,
1702290270000,21657.91666666,21493.06666666,,
1702290275000,21587.78333333,21572.76666666,,
1702290280000,21643.33333333,21636.68333333,,
1702290285000,21724.51666666,21716.56666666,,
1702290290000,21728.56666666,21675.78333333,,
1702290295000,21803.55,21811.25,,
1702290300000,21880.4,21847.76666666,,
1702290305000,21896.16666666,21926.56666666,,
1702290310000,21863.58333333,21888.95,,
1702290315000,21841.38333333,21866.28333333,,
1702290320000,21886.88333333,21882.8,,
1702290325000,21909.266666659998,21909.066666659997,,
1702290330000,21946.96666666,22090.45,,
1702290335000,22084.46666666,22066.3,,
1702290340000,22105.4,22068.55,,
1702290345000,22105.483333329998,22096.46666666,,
1702290350000,22122.1,22163.88333333,,
1702290355000,22144.983333329998,22136.11666666,,
1702290360000,22167.233333329998,22182.15,,
1702290365000,,,,
1702290405000,,0.0,0.0,
1702290410000,0.0,0.0,0.0,
1702290415000,40.55,80.4,102.6,
1702290420000,624.4833333333,750.5,795.8166666666,
1702290425000,1922.7,2076.4833333333,2151.0,
1702290430000,3434.26666667,3535.61666667,3634.98333333,
1702290435000,4954.88333333,5107.08333333,5142.73333333,
1702290440000,6416.366666670001,6585.616666670001,6671.06666666,
1702290445000,8022.3,8187.933333329999,8260.383333329999,
1702290450000,9343.81666666,9468.23333333,9533.783333329999,
1702290455000,10781.81666666,10929.25,11022.9,
1702290460000,12325.0,12487.783333329999,12569.58333333,
1702290465000,13862.883333329999,14002.68333333,14101.4,
1702290470000,15476.05,15577.766666659998,15677.45,
1702290475000,17174.21666666,17289.2,17349.5,
1702290480000,18218.91666666,18251.93333333,18288.25,
1702290485000,18491.15,18490.45,18506.96666666,
1702290490000,18671.75,18670.45,18669.3,
1702290495000,18891.983333329998,18911.4,18940.566666659997,
1702290500000,19147.233333329998,19128.93333333,19068.566666659997,
1702290505000,19293.9,19266.316666659997,19296.816666659997,
1702290510000,19569.1,19545.88333333,19588.85,
1702290515000,19777.66666666,19790.86666666,19787.85,
1702290520000,19993.93333333,19978.15,19995.7,
1702290525000,20214.2,20203.066666659997,20174.566666659997,
1702290530000,20320.13333333,20322.266666659998,20329.983333329998,
1702290535000,20322.16666666,20341.36666666,20332.016666659998,
1702290540000,20454.4,20466.11666666,20471.85,
1702290545000,20540.7,20548.65,20547.68333333,
1702290550000,20579.11666666,20579.75,20586.233333329998,
1702290555000,20568.733333329998,20557.55,20572.08333333,
1702290560000,20596.55,20597.86666666,20651.7,
1702290565000,20602.28333333,20612.85,20610.93333333,
1702290570000,20739.33333333,20740.35,20738.25,
1702290575000,20843.21666666,20854.983333329998,20838.05,
1702290580000,20853.96666666,20867.43333333,20850.566666659997,
1702290585000,20840.2,20836.43333333,20860.9,
1702290590000,20879.58333333,20876.5,20873.63333333,
1702290595000,20914.233333329998,20896.816666659997,20910.58333333,
1702290600000,20938.266666659998,20929.63333333,20913.78333333,
1702290605000,21042.766666659998,21042.233333329998,21038.2,
1702290610000,21025.43333333,21028.7,21029.1,
1702290615000,21057.08333333,21044.88333333,21064.03333333,
1702290620000,21076.36666666,21023.516666659998,20969.766666659998,
1702290625000,21088.483333329998,21101.46666666,21084.233333329998,
1702290630000,21130.316666659997,21131.15,21131.03333333,
1702290635000,21141.58333333,21126.43333333,21141.65,
1702290640000,21073.65,21068.78333333,21087.516666659998,
1702290645000,21089.983333329998,21086.28333333,21082.733333329998,
1702290650000,21042.03333333,21044.68333333,21047.78333333,
1702290655000,21024.66666666,21038.65,21032.6,
1702290660000,20916.53333333,20913.733333329998,20919.016666659998,
1702290665000,20909.233333329998,20905.816666659997,20909.016666659998,
1702290670000,20904.983333329998,20925.566666659997,20848.85,
1702290675000,20865.25,20890.21666666,20878.0,
1702290680000,20870.28333333,20925.95,20985.516666659998,
1702290685000,20861.11666666,20861.03333333,20849.83333333,
1702290690000,20860.33333333,20863.233333329998,20864.2,
1702290695000,20795.13333333,20812.93333333,20807.7,
1702290700000,20855.21666666,20854.58333333,20843.08333333,
1702290705000,20838.3,20871.35,20846.53333333,
1702290710000,20783.9,20798.16666666,20778.65,
1702290715000,20670.85,20652.75,20672.28333333,
1702290720000,20695.66666666,20688.18333333,20687.41666666,
1702290725000,20663.83333333,20678.88333333,20675.3,
1702290730000,20597.13333333,20577.75,20657.066666659997,
1702290735000,20659.78333333,20658.1,20659.28333333,
1702290740000,20621.93333333,20614.35,20623.43333333,
1702290745000,20573.08333333,20568.28333333,20586.316666659997,
1702290750000,20529.41666666,20528.3,20528.8,
1702290755000,20558.46666666,20548.45,20556.2,
1702290760000,20528.6,20541.86666666,20524.08333333,
1702290765000,20566.66666666,20543.11666666,20582.066666659997,
1702290770000,20609.8,20598.61666666,20618.86666666,
1702290775000,20736.233333329998,20744.18333333,20726.38333333,
1702290780000,20744.93333333,20743.566666659997,20758.08333333,
1702290785000,20805.1,20777.4,20788.15,
1702290790000,20932.266666659998,20932.35,20930.93333333,
1702290795000,20913.7,20896.46666666,20904.93333333,
1702290800000,20962.983333329998,20965.8,20956.65,
1702290805000,20905.21666666,20914.45,20901.35,
1702290810000,20880.13333333,20879.3,20880.18333333,
1702290815000,20934.83333333,20912.266666659998,20927.33333333,
1702290820000,20980.2,20972.46666666,20955.15,
1702290825000,20981.21666666,21010.21666666,20986.2,
1702290830000,21057.41666666,21062.36666666,21060.55,
1702290835000,21072.28333333,21068.5,21068.18333333,
1702290840000,21121.5,21129.566666659997,21116.983333329998,
1702290845000,21110.65,21123.6,21130.58333333,
1702290850000,21123.43333333,21129.5,21126.63333333,
1702290855000,21123.88333333,21130.36666666,21113.86666666,
1702290860000,21111.88333333,21114.11666666,21102.5,
1702290865000,21211.38333333,21195.03333333,21213.95,
1702290870000,21256.78333333,21264.11666666,21259.9,
1702290875000,21246.0,21257.21666666,21249.28333333,
1702290880000,21249.41666666,21238.233333329998,21277.03333333,
1702290885000,21199.7,21198.18333333,21212.733333329998,
1702290890000,21205.066666659997,21193.95,21195.93333333,
1702290895000,21176.58333333,21170.066666659997,21178.066666659997,
1702290900000,21048.6,21048.83333333,21053.65,
1702290905000,21041.016666659998,21032.816666659997,21014.15,
1702290910000,21003.85,21003.983333329998,20940.3,
1702290915000,20921.15,20904.5,20918.68333333,
1702290920000,20773.18333333,20773.766666659998,20783.88333333,
1702290925000,20648.36666666,20654.55,20636.266666659998,
1702290930000,20519.15,20505.8,20509.8,
1702290935000,20383.9,20382.75,20384.516666659998,
1702290940000,20391.516666659998,20379.33333333,20355.83333333,
1702290945000,20372.35,20381.2,20346.66666666,
1702290950000,20387.03333333,20398.1,20394.8,
1702290955000,20335.08333333,20279.41666666,20253.3,
1702290960000,20491.38333333,20483.13333333,20473.233333329998,
1702290965000,20496.21666666,20490.316666659997,20503.35,
1702290970000,20485.816666659997,20479.316666659997,20549.0,
1702290975000,20576.61666666,20581.55,20588.5,
1702290980000,20742.21666666,20745.38333333,20745.86666666,
1702290985000,20894.8,20857.016666659998,20881.68333333,
1702290990000,21055.11666666,21063.55,21061.25,
1702290995000,21174.83333333,21174.03333333,21163.233333329998,
1702291000000,21146.13333333,21178.983333329998,21197.36666666,
1702291005000,21219.68333333,21220.68333333,21237.483333329998,
1702291010000,21200.91666666,21189.7,21193.38333333,
1702291015000,21272.733333329998,21320.58333333,21352.05,
1702291020000,21274.53333333,21273.58333333,21295.91666666,
1702291025000,21293.016666659998,21300.016666659998,21304.78333333,
1702291030000,21342.766666659998,21332.16666666,21331.066666659997,
1702291035000,21338.2,21346.68333333,21339.4,
1702291040000,21330.08333333,21283.816666659997,21307.233333329998,
1702291045000,21321.066666659997,21356.68333333,21338.21666666,
1702291050000,21334.983333329998,21330.35,21332.3,
1702291055000,21368.45,21367.65,21380.816666659997,
1702291060000,21413.78333333,21401.483333329998,21394.983333329998,
1702291065000,21423.0,21414.0,21417.03333333,
1702291070000,21438.95,21443.21666666,21442.11666666,
1702291075000,21452.63333333,21467.1,21449.03333333,
1702291080000,21450.566666659997,21446.85,21459.65,
1702291085000,21449.46666666,21472.36666666,21453.16666666,
1702291090000,21456.08333333,21467.7,21466.13333333,
1702291095000,21466.8,21482.03333333,21472.8,
1702291100000,21467.33333333,21514.55,21493.15,
1702291105000,21482.766666659998,21476.7,21491.55,
1702291110000,21489.0,21496.95,21497.36666666,
1702291115000,21477.566666659997,21497.9,21467.016666659998,
1702291120000,21459.816666659997,21452.53333333,21472.816666659997,
1702291125000,21450.4,21428.13333333,21447.733333329998,
1702291130000,21443.5,21445.566666659997,21445.88333333,
1702291135000,21438.63333333,21440.0,21440.016666659998,
1702291140000,21447.18333333,21462.35,21431.16666666,
1702291145000,21440.2,21420.08333333,21420.15,
1702291150000,21421.766666659998,21421.93333333,21424.233333329998,
1702291155000,21412.28333333,21397.45,21395.93333333,
1702291160000,21384.53333333,21377.766666659998,21389.266666659998,
1702291165000,21397.25,21398.91666666,21398.55,
1702291170000,21390.3,21387.46666666,21384.95,
1702291175000,21406.266666659998,21395.41666666,21405.11666666,
1702291180000,21411.75,21412.58333333,21393.43333333,
1702291185000,21423.4,21448.25,21421.266666659998,
1702291190000,21392.983333329998,21391.53333333,21389.13333333,
1702291195000,21394.566666659997,21382.15,21400.816666659997,
1702291200000,21389.35,21376.733333329998,21384.35,
1702291205000,21343.5,21350.35,21352.65,
1702291210000,21339.71666666,21338.516666659998,21338.86666666,
1702291215000,21348.3,21360.78333333,21360.88333333,
1702291220000,21372.58333333,21379.03333333,21362.36666666,
1702291225000,21350.93333333,21348.28333333,21346.45,
1702291230000,21341.5,21345.483333329998,21342.96666666,
1702291235000,21325.6,21325.43333333,21333.83333333,
1702291240000,21326.33333333,21333.7,21334.83333333,
1702291245000,21308.83333333,21302.266666659998,21332.1,
1702291250000,21316.93333333,21312.53333333,21314.86666666,
1702291255000,21309.983333329998,21325.66666666,21320.016666659998,
1702291260000,21321.016666659998,21342.78333333,21345.816666659997,
1702291265000,21382.45,21374.6,21376.46666666,
1702291270000,21369.11666666,21367.36666666,21365.03333333,
1702291275000,21373.03333333,21360.13333333,21358.316666659997,
1702291280000,21284.816666659997,21292.766666659998,21307.55,
1702291285000,21292.983333329998,21284.1,21290.95,
1702291290000,21295.816666659997,21288.28333333,21294.85,
1702291295000,21290.13333333,21266.78333333,21280.566666659997,
1702291300000,21244.8,21245.03333333,21243.266666659998,
1702291305000,21250.516666659998,21250.68333333,21240.766666659998,
1702291310000,21252.03333333,21258.766666659998,21257.53333333,
1702291315000,21219.13333333,21218.91666666,21218.016666659998,
1702291320000,21205.1,21189.016666659998,21195.7,
1702291325000,21188.63333333,21195.483333329998,21189.95,
1702291330000,21231.36666666,21239.96666666,21237.93333333,
1702291335000,21218.68333333,21219.5,21236.5,
1702291340000,21324.483333329998,21304.4,21299.96666666,
1702291345000,21303.983333329998,21321.83333333,21313.33333333,
1702291350000,21289.75,21294.35,21292.45,
1702291355000,21299.88333333,21331.41666666,21315.516666659998,
1702291360000,21327.566666659997,21315.53333333,21337.53333333,
1702291365000,21325.9,21336.58333333,21325.35,
1702291370000,21339.16666666,21338.066666659997,21337.83333333,
1702291375000,21360.4,21358.13333333,21353.66666666,
1702291380000,21343.95,21343.8,21333.9,
1702291385000,21345.38333333,21331.63333333,21349.95,
1702291390000,21319.3,21314.65,21310.03333333,
1702291395000,21312.88333333,21310.53333333,21294.15,
1702291400000,21299.63333333,21315.71666666,21326.066666659997,
1702291405000,21310.96666666,21308.9,21297.85,
1702291410000,21325.75,21325.4,21324.816666659997,
1702291415000,21322.21666666,21325.13333333,21304.6,
1702291420000,21316.4,21318.45,21298.58333333,
1702291425000,21319.25,21311.25,21305.43333333,
1702291430000,21304.9,21296.35,21298.733333329998,
1702291435000,21297.28333333,21308.18333333,21300.46666666,
1702291440000,21303.33333333,21306.566666659997,21311.03333333,
1702291445000,21294.55,21295.66666666,21293.7,
1702291450000,21292.13333333,21292.16666666,21298.43333333,
1702291455000,21319.71666666,21317.233333329998,21321.61666666,
1702291460000,21313.86666666,21312.75,21294.7,
1702291465000,21309.46666666,21318.05,21311.15,
1702291470000,21293.93333333,21293.6,21291.88333333,
1702291475000,21309.16666666,21298.25,21303.43333333,
1702291480000,21331.38333333,21328.33333333,21342.733333329998,
1702291485000,21322.983333329998,21318.65,21340.45,
1702291490000,21323.266666659998,21329.11666666,21322.016666659998,
1702291495000,21357.33333333,21346.63333333,21346.516666659998,
1702291500000,21382.733333329998,21371.266666659998,21381.35,
1702291505000,21400.71666666,21402.63333333,21407.25,
1702291510000,21426.65,21424.2,21420.46666666,
1702291515000,21406.91666666,21414.21666666,21406.15,
1702291520000,21432.2,21425.05,21436.33333333,
1702291525000,21461.8,21471.83333333,21469.38333333,
1702291530000,21488.63333333,21489.45,21486.03333333,
1702291535000,21481.13333333,21480.36666666,21474.85,
1702291540000,21443.66666666,21459.566666659997,21426.516666659998,
1702291545000,21421.8,21424.733333329998,21414.68333333,
1702291550000,21454.36666666,21459.05,21461.566666659997,
1702291555000,21457.78333333,21432.78333333,21453.016666659998,
1702291560000,21457.53333333,21456.28333333,21450.71666666,
1702291565000,21470.4,21495.733333329998,21461.08333333,
1702291570000,21472.18333333,21475.53333333,21477.03333333,
1702291575000,21500.75,21492.96666666,21498.03333333,
1702291580000,21492.8,21492.3,21496.816666659997,
1702291585000,21491.66666666,21481.13333333,21486.316666659997,
1702291590000,21494.05,21499.25,21490.71666666,
1702291595000,21494.58333333,21482.63333333,21507.233333329998,
1702291600000,21534.45,21531.85,21567.266666659998,
1702291605000,21581.36666666,21586.86666666,21572.63333333,
1702291610000,21580.266666659998,21583.93333333,21582.68333333,
1702291615000,21563.68333333,21583.65,21579.86666666,
1702291620000,21561.316666659997,21572.9,21568.05,
1702291625000,21526.65,21511.15,21528.6,
1702291630000,21521.65,21525.9,21527.41666666,
1702291635000,21500.05,21512.63333333,21525.25,
1702291640000,21497.58333333,21503.91666666,21486.35,
1702291645000,21460.71666666,21470.88333333,21462.46666666,
1702291650000,21458.43333333,21455.78333333,21467.3,
1702291655000,21452.66666666,21468.1,21458.35,
1702291660000,21442.95,21434.18333333,21424.9,
1702291665000,21422.65,21410.91666666,21419.983333329998,
1702291670000,21408.18333333,21402.18333333,21405.75,
1702291675000,21247.53333333,21255.316666659997,21238.7,
1702291680000,21255.233333329998,21267.9,21253.6,
1702291685000,21168.13333333,21173.5,21171.266666659998,
1702291690000,21165.28333333,21164.316666659997,21163.7,
1702291695000,21175.36666666,21177.58333333,21161.63333333,
1702291700000,,,,
1702291740000,0.0,,0.0,
1702291745000,0.0,0.0,0.0,0.0
1702291750000,84.7333333333,148.6666666666,125.3166666666,138.05
1702291755000,867.1166666666,989.1166666666,988.0833333333,989.1166666666
1702291760000,2221.85,2371.25,2320.0833333333,2357.0
1702291765000,3562.45,3656.81666667,3650.7,3656.81666667
1702291770000,4968.48333333,5118.85,5049.98333333,5090.65
1702291775000,6334.6,6500.31666667,6428.06666667,6468.75
1702291780000,7610.61666666,7787.3,7726.91666666,7756.55
1702291785000,8979.8,9089.5,9089.5,9089.5
1702291790000,10256.83333333,10414.3,10365.6,10380.06666666
1702291795000,11307.15,11476.81666666,11435.46666666,11449.2
1702291800000,12820.06666666,12943.1,12892.03333333,12933.55
1702291805000,14205.96666666,14323.48333333,14306.78333333,14323.48333333
1702291810000,15721.36666666,15818.73333333,15771.06666666,15798.05
1702291815000,16514.38333333,16491.33333333,16492.36666666,16491.33333333
1702291820000,16768.98333333,16775.01666666,16751.2,16755.26666666
1702291825000,17049.53333333,17125.53333333,17074.61666666,17091.25
1702291830000,17199.21666666,17203.05,17205.46666666,17211.8
1702291835000,17370.73333333,17385.08333333,17400.66666666,17390.16666666
1702291840000,17697.31666666,17688.26666666,17674.18333333,17685.66666666
1702291845000,17803.81666666,17854.48333333,17799.15,17847.53333333
1702291850000,18200.81666666,18134.05,18108.06666666,18135.05
1702291855000,18771.0,18746.35,18715.45,18742.5
1702291860000,18875.95,18883.58333333,18884.48333333,18879.48333333
1702291865000,19035.43333333,19067.83333333,19010.33333333,19034.33333333
1702291870000,19063.63333333,19071.56666666,19088.13333333,19075.33333333
1702291875000,19123.86666666,19183.18333333,19109.5,19150.31666666
1702291880000,19155.16666666,19155.45,19180.13333333,19154.85
1702291885000,19171.85,19156.33333333,19169.3,19176.91666666
1702291890000,19278.45,19285.98333333,19280.6,19273.98333333
1702291895000,19383.63333333,19374.05,19356.65,19344.816666659997
1702291900000,19448.46666666,19462.91666666,19410.566666659997,19462.0
1702291905000,19632.7,19602.316666659997,19585.21666666,19577.85
1702291910000,19603.516666659998,19677.13333333,19681.16666666,19680.58333333
1702291915000,19604.35,19597.5,19647.93333333,19628.983333329998
1702291920000,19580.93333333,19580.86666666,19582.68333333,19586.9
1702291925000,19711.2,19694.15,19747.4,19720.33333333
1702291930000,19751.483333329998,19752.566666659997,19734.28333333,19745.75
1702291935000,19776.983333329998,19723.55,19754.016666659998,19721.5
1702291940000,19805.05,19806.316666659997,19780.6,19806.066666659997
1702291945000,19798.61666666,19827.93333333,19805.08333333,19814.066666659997
1702291950000,19803.5,19773.93333333,19836.86666666,19805.38333333
1702291955000,19807.41666666,19765.766666659998,19768.766666659998,19791.93333333
1702291960000,19812.55,19703.96666666,19831.11666666,19778.03333333
1702291965000,19819.7,19829.65,19855.16666666,19826.41666666
1702291970000,19834.88333333,19794.53333333,19846.6,19824.33333333
1702291975000,19865.35,19868.53333333,19818.25,19837.43333333
1702291980000,19930.4,19965.53333333,19941.266666659998,19941.75
1702291985000,19906.6,19931.516666659998,19905.63333333,19904.4
1702291990000,19839.18333333,19842.25,19844.6,19846.6
1702291995000,19752.45,19797.53333333,19798.6,19798.11666666
1702292000000,19613.11666666,19610.61666666,19610.96666666,19610.88333333
1702292005000,19613.53333333,19586.96666666,19611.1,19581.15
1702292010000,19519.7,19548.1,19503.65,19521.066666659997
1702292015000,19533.066666659997,19524.266666659998,19522.6,19520.016666659998
1702292020000,19504.53333333,19606.766666659998,19530.78333333,19531.38333333
1702292025000,19468.35,19502.96666666,19495.16666666,19504.516666659998
1702292030000,19467.983333329998,19505.38333333,19448.16666666,19470.61666666
1702292035000,19422.08333333,19421.25,19420.25,19420.15
1702292040000,19422.483333329998,19418.33333333,19416.016666659998,19415.91666666
1702292045000,19422.233333329998,19417.41666666,19410.05,19418.08333333
1702292050000,19399.35,19378.11666666,19400.733333329998,19373.25
1702292055000,19241.75,19254.61666666,19224.36666666,19257.71666666
1702292060000,19360.61666666,19370.05,19397.11666666,19369.71666666
1702292065000,19403.35,19413.86666666,19395.41666666,19413.71666666
1702292070000,19508.25,19476.266666659998,19521.516666659998,19501.95
1702292075000,19481.71666666,19484.266666659998,19510.38333333,19416.233333329998
1702292080000,19488.68333333,19465.75,19485.35,19467.233333329998
1702292085000,19528.03333333,19517.93333333,19511.21666666,19515.86666666
1702292090000,19538.7,19513.016666659998,19556.61666666,19547.016666659998
1702292095000,19578.0,19594.68333333,19596.55,19595.86666666
1702292100000,19553.1,19557.85,19586.316666659997,19562.233333329998
1702292105000,19530.21666666,19501.68333333,19510.16666666,19500.53333333
1702292110000,19603.66666666,19600.45,19572.15,19600.7
1702292115000,19829.08333333,19770.65,19795.43333333,19766.38333333
1702292120000,19825.55,19830.233333329998,19803.66666666,19834.03333333
1702292125000,19815.41666666,19793.15,19783.43333333,19795.85
1702292130000,19797.35,19808.016666659998,19791.46666666,19807.66666666
1702292135000,19776.983333329998,19820.46666666,19791.61666666,19887.3
1702292140000,19801.61666666,19757.6,19736.43333333,19756.05
1702292145000,19754.16666666,19762.78333333,19768.93333333,19781.266666659998
1702292150000,19761.55,19741.33333333,19730.55,19709.88333333
1702292155000,19756.95,19767.266666659998,19765.4,19763.566666659997
1702292160000,19754.233333329998,19749.21666666,19747.93333333,19771.46666666
1702292165000,19781.63333333,19788.8,19789.316666659997,19788.53333333
1702292170000,19790.4,19753.9,19785.08333333,19783.816666659997
1702292175000,19815.53333333,19867.266666659998,19841.016666659998,19869.88333333
1702292180000,19838.05,19800.75,19799.733333329998,19795.266666659998
1702292185000,19798.45,19821.08333333,19819.68333333,19816.8
1702292190000,19797.15,19823.566666659997,19789.93333333,19791.41666666
