,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
1737803490000,965.0,821.0,823.0,
1737803495000,966.0,893.0,885.0,
1737803500000,967.0,895.0,893.0,
1737803505000,962.0,898.0,893.0,
1737803510000,959.0,900.0,893.0,
1737803515000,959.0,898.0,888.0,
1737803520000,964.0,901.0,896.0,
1737803525000,961.0,900.0,899.0,
1737803530000,962.0,900.0,897.0,
1737803535000,962.0,907.0,900.0,
1737803540000,966.0,914.0,911.0,
1737803545000,966.0,908.0,911.0,
1737803550000,966.0,907.0,911.0,
1737803555000,968.0,904.0,908.0,
1737803560000,965.0,901.0,905.0,
1737803565000,967.0,900.0,908.0,
1737803570000,970.0,902.0,912.0,
1737803575000,971.0,907.0,915.0,
1737803580000,970.0,908.0,914.0,
1737803585000,970.0,910.0,911.0,
1737803590000,969.0,914.0,917.0,
1737803595000,967.0,906.0,915.0,
1737803600000,967.0,910.0,916.0,
1737803605000,969.0,916.0,923.0,
1737803610000,970.0,919.0,920.0,
1737803615000,970.0,921.0,924.0,
1737803620000,975.0,928.0,930.0,
1737803625000,976.0,927.0,933.0,
1737803630000,974.0,925.0,933.0,
1737803635000,976.0,925.0,934.0,
1737803640000,974.0,924.0,928.0,
1737803645000,976.0,928.0,931.0,
1737803650000,976.0,926.0,931.0,
1737803655000,976.0,926.0,930.0,
1737803660000,978.0,927.0,923.0,
1737803665000,978.0,928.0,921.0,
1737803670000,977.0,930.0,926.0,
1737803675000,979.0,927.0,925.0,
1737803680000,,,,
1737803700000,,,,1000.0
1737803705000,1000.0,1000.0,1000.0,1000.0
1737803710000,792.0,862.0,527.0,630.0
1737803715000,853.0,921.0,756.0,742.0
1737803720000,870.0,883.0,789.0,764.0
1737803725000,883.0,894.0,825.0,800.0
1737803730000,892.0,902.0,837.0,820.0
1737803735000,904.0,895.0,849.0,819.0
1737803740000,907.0,893.0,864.0,826.0
1737803745000,914.0,893.0,875.0,833.0
1737803750000,919.0,900.0,885.0,841.0
1737803755000,919.0,902.0,887.0,847.0
1737803760000,920.0,902.0,892.0,852.0
1737803765000,921.0,902.0,896.0,857.0
1737803770000,934.0,906.0,928.0,875.0
1737803775000,933.0,902.0,929.0,881.0
1737803780000,936.0,912.0,934.0,889.0
1737803785000,938.0,909.0,935.0,882.0
1737803790000,934.0,903.0,936.0,877.0
1737803795000,935.0,907.0,940.0,881.0
1737803800000,939.0,912.0,935.0,886.0
1737803805000,933.0,907.0,933.0,881.0
1737803810000,933.0,907.0,932.0,886.0
1737803815000,934.0,902.0,935.0,882.0
1737803820000,936.0,903.0,938.0,878.0
1737803825000,936.0,906.0,936.0,880.0
1737803830000,934.0,904.0,937.0,880.0
1737803835000,937.0,901.0,934.0,873.0
1737803840000,934.0,897.0,935.0,871.0
1737803845000,937.0,898.0,934.0,880.0
1737803850000,941.0,906.0,941.0,888.0
1737803855000,939.0,908.0,938.0,891.0
1737803860000,936.0,907.0,946.0,884.0
1737803865000,941.0,914.0,949.0,894.0
1737803870000,941.0,910.0,947.0,889.0
1737803875000,944.0,915.0,949.0,894.0
1737803880000,944.0,915.0,945.0,896.0
1737803885000,943.0,914.0,948.0,888.0
1737803890000,942.0,916.0,952.0,893.0
1737803895000,945.0,917.0,949.0,896.0
1737803900000,944.0,921.0,951.0,897.0
1737803905000,940.0,920.0,952.0,894.0
1737803910000,939.0,917.0,953.0,888.0
1737803915000,938.0,910.0,949.0,885.0
1737803920000,940.0,909.0,948.0,886.0
1737803925000,938.0,910.0,949.0,886.0
1737803930000,938.0,906.0,943.0,883.0
1737803935000,936.0,907.0,945.0,881.0
1737803940000,934.0,910.0,945.0,882.0
1737803945000,936.0,905.0,939.0,884.0
1737803950000,,,,
