,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1708184500000,35855.41666666,36588.233333330005,34800.38333333,,
1708184505000,36527.75,37309.13333333,35475.65,,
1708184510000,35048.1,35902.7,34172.11666666,,
1708184515000,34514.88333333,35389.45,33742.53333333,,
1708184520000,34507.95,35359.466666659995,33628.83333333,,
1708184525000,34775.81666666,35601.76666666,33821.93333333,,
1708184530000,34561.41666666,35379.51666666,33636.233333330005,,
1708184535000,34367.33333333,35103.01666666,33382.0,,
1708184540000,35021.2,35662.6,33897.51666666,,
1708184545000,34205.58333333,34968.466666659995,33277.43333333,,
1708184550000,35869.16666666,36779.61666666,35052.45,,
1708184555000,37769.83333333,38715.2,36830.83333333,,
1708184560000,35542.6,36661.3,34899.11666666,,
1708184565000,35428.38333333,36275.18333333,34500.483333330005,,
1708184570000,38231.31666666,38987.85,37043.01666666,,
1708184575000,39543.4,40391.733333330005,38330.33333333,,
1708184580000,39511.25,40383.55,38459.88333333,,
1708184585000,39643.2,40517.13333333,38574.78333333,,
1708184590000,40417.91666666,41277.7,39305.8,,
1708184595000,39781.2,40704.36666666,38744.18333333,,
1708184600000,40027.716666659995,40985.78333333,38904.4,,
1708184605000,40132.0,41011.1,38979.75,,
1708184610000,37294.36666666,37787.466666659995,36080.78333333,,
1708184615000,36703.233333330005,37447.51666666,35610.31666666,,
1708184620000,39042.03333333,39760.483333330005,37776.18333333,,
1708184625000,38543.966666659995,39425.7,37499.55,,
1708184630000,36454.85,37143.01666666,35368.966666659995,,
1708184635000,35461.18333333,36273.11666666,34494.51666666,,
1708184640000,35461.233333330005,36075.2,34550.0,,
1708184645000,35595.2,36435.75,34635.3,,
1708184650000,34765.86666666,35583.55,33840.76666666,,
1708184655000,34947.55,35757.51666666,33984.61666666,,
1708184660000,34358.983333330005,35181.08333333,33527.58333333,,
1708184665000,34597.95,35027.966666659995,33526.4,,
1708184670000,37175.93333333,38290.0,36264.0,,
1708184675000,38497.8,39365.85,37429.56666666,,
1708184680000,37931.01666666,38818.05,36919.9,,
1708184685000,37991.26666666,38818.05,36919.9,,
1708184690000,37277.45,38274.466666659995,36324.36666666,,
1708184695000,35807.95,36826.25,35028.41666666,,
1708184700000,36574.216666659995,37372.78333333,35231.86666666,,
1708184705000,35106.86666666,35848.233333330005,34121.55,,
1708184710000,35432.86666666,36266.75,34441.16666666,,
1708184715000,,,,,
1708184755000,,,,0.0,
1708184760000,0.0,0.0,0.0,0.0,
1708184765000,0.0,0.0,0.0,0.0,
1708184770000,4.283333333333,4.916666666666,3.216666666666,4.733333333333,
1708184775000,464.4166666666,498.95,475.8833333333,526.7333333333,
1708184780000,1512.5833333332998,1707.6333333332998,1657.5,1725.8833333332998,
1708184785000,2710.6333333333,2910.4166666665997,2882.3833333333,2944.3333333333,
1708184790000,5480.93333333,5727.56666667,5670.31666667,5823.266666670001,
1708184795000,8379.25,8775.83333333,8732.81666666,8722.33333333,
1708184800000,10698.23333333,10818.7,10876.43333333,10951.93333333,
1708184805000,13371.31666666,13770.1,13729.2,13742.43333333,
1708184810000,15501.716666659999,16011.7,16004.283333329999,15827.35,
1708184815000,16928.13333333,17452.516666659998,17533.11666666,17305.68333333,
1708184820000,19342.316666659997,19732.96666666,19824.88333333,19491.483333329998,
1708184825000,21653.15,22258.63333333,22198.15,22100.88333333,
1708184830000,24051.4,24736.566666659997,24690.35,24594.0,
1708184835000,26557.8,27242.46666666,27393.91666666,27076.3,
1708184840000,29372.45,29988.316666659997,30048.933333330002,29774.03333333,
1708184845000,31802.15,32478.71666666,32517.16666666,32197.78333333,
1708184850000,32191.816666659997,32734.4,32853.86666666,32263.41666666,
1708184855000,31745.41666666,32012.05,32268.7,31569.85,
1708184860000,30201.28333333,30821.7,30975.633333330003,30175.9,
1708184865000,28388.61666666,28942.3,29056.85,28632.23333333,
1708184870000,29174.91666666,29679.05,29926.16666666,29345.683333330002,
1708184875000,30955.15,31634.48333333,31669.4,31253.833333330003,
1708184880000,31572.71666666,32066.0,32246.816666659997,31869.23333333,
1708184885000,32322.083333330003,32884.43333333,33089.56666666,32488.15,
1708184890000,33141.43333333,33510.3,33845.35,33194.65,
1708184895000,33642.3,34113.966666659995,34201.66666666,33663.233333330005,
1708184900000,33130.78333333,33666.25,33995.26666666,33065.15,
1708184905000,32730.683333330002,33253.61666666,33347.83333333,32666.583333330003,
1708184910000,33004.1,33780.5,33860.716666659995,33357.88333333,
1708184915000,32873.216666659995,33790.13333333,33725.1,33469.03333333,
1708184920000,32960.05,33733.68333333,33856.25,33328.76666666,
1708184925000,32560.41666666,32926.91666666,33241.66666666,32343.71666666,
1708184930000,30720.11666666,31223.36666666,31227.96666666,30870.36666666,
1708184935000,31241.516666659998,31732.53333333,31784.41666666,31376.36666666,
1708184940000,31115.566666659997,31889.98333333,31798.583333330003,31400.6,
1708184945000,31669.03333333,32047.46666666,32313.5,31721.66666666,
1708184950000,31945.21666666,32669.816666659997,32610.0,32145.5,
1708184955000,32030.933333330002,32785.15,32817.36666666,32314.9,
1708184960000,32497.53333333,33068.31666666,33088.1,32704.433333330002,
1708184965000,32460.55,33097.95,33302.58333333,32762.46666666,
1708184970000,32681.766666659998,33245.78333333,33406.15,32784.9,
1708184975000,34023.83333333,34273.28333333,34706.03333333,33771.18333333,
1708184980000,34128.55,34416.18333333,34659.5,34001.61666666,
1708184985000,33667.76666666,34151.68333333,34606.25,34035.483333330005,
1708184990000,34633.61666666,35262.15,35499.55,34842.733333330005,
1708184995000,34577.16666666,35157.83333333,35336.33333333,34725.28333333,
1708185000000,34734.03333333,35085.56666666,35528.18333333,34813.25,
1708185005000,34414.8,35124.15,35203.38333333,34583.31666666,
1708185010000,34630.86666666,35071.43333333,35458.03333333,34769.36666666,
1708185015000,34561.13333333,34884.65,35236.91666666,34484.91666666,
1708185020000,34375.6,34975.08333333,35099.31666666,34612.86666666,
1708185025000,34499.26666666,35075.16666666,35243.41666666,34658.28333333,
1708185030000,34118.06666666,34560.4,34877.91666666,34203.65,
1708185035000,34315.233333330005,35223.06666666,35144.15,34901.33333333,
1708185040000,34404.38333333,35070.55,35247.08333333,34642.95,
1708185045000,34404.38333333,35290.81666666,35210.25,34564.68333333,
1708185050000,34670.15,35013.05,35318.56666666,34758.93333333,
1708185055000,34386.85,34908.233333330005,35152.86666666,34498.43333333,
1708185060000,35136.78333333,36013.81666666,35982.0,35441.6,
1708185065000,34676.983333330005,35077.86666666,35412.53333333,34594.966666659995,
1708185070000,33816.43333333,34614.93333333,34621.68333333,34039.3,
1708185075000,33650.58333333,34363.966666659995,34430.8,33944.81666666,
1708185080000,33599.01666666,34070.966666659995,34366.983333330005,33572.76666666,
1708185085000,33504.8,33921.81666666,34259.83333333,33634.66666666,
1708185090000,33691.1,34380.25,34509.88333333,33959.68333333,
1708185095000,33693.8,34265.1,34452.93333333,33829.11666666,
1708185100000,35297.66666666,35833.483333330005,36031.483333330005,35395.75,
1708185105000,35643.233333330005,36147.0,36223.716666659995,35705.68333333,
1708185110000,33870.88333333,34578.31666666,34685.83333333,34008.85,
1708185115000,33878.11666666,34475.4,34636.63333333,34021.93333333,
1708185120000,33908.51666666,34411.85,34669.56666666,34013.06666666,
1708185125000,33453.8,34041.93333333,34217.733333330005,33788.63333333,
1708185130000,34183.15,34561.41666666,34885.1,34226.03333333,
1708185135000,34233.93333333,34925.63333333,35153.53333333,34474.216666659995,
1708185140000,34487.45,35191.83333333,35267.5,34865.483333330005,
1708185145000,34618.06666666,35355.7,35375.733333330005,34811.8,
1708185150000,34718.33333333,35247.08333333,35347.15,34818.31666666,
1708185155000,34485.51666666,35073.13333333,35270.01666666,34644.16666666,
1708185160000,,,,,
1708185210000,0.0,0.0,0.0,0.0,0.0
1708185215000,0.0,1.666666666666,0.0,0.0,0.0
1708185220000,13.883333333333,155.6833333333,1.083333333333,1.066666666666,1.15
1708185225000,13.883333333333,1267.85,173.1833333333,221.0666666666,190.0166666666
1708185230000,1314.5333333333,3860.0,1335.95,1451.5833333332998,1325.3666666666
1708185235000,3788.68333333,6272.366666670001,3925.93333333,3979.18333333,3830.6
1708185240000,5963.516666670001,7614.1,6146.116666670001,6183.65,5976.383333329999
1708185245000,7297.03333333,9590.8,7462.21666666,7506.21666666,7254.16666666
1708185250000,9321.18333333,11801.633333329999,9462.383333329999,9566.1,9207.41666666
1708185255000,11678.033333329999,14413.73333333,11704.35,11823.033333329999,11374.48333333
1708185260000,14278.1,17284.65,14150.23333333,14409.533333329999,13763.616666659998
1708185265000,17070.66666666,20093.38333333,17083.33333333,17237.2,16653.0
1708185270000,19887.33333333,22743.16666666,19848.03333333,19971.016666659998,19287.63333333
1708185275000,22528.71666666,25836.71666666,22350.566666659997,22594.63333333,21757.46666666
1708185280000,25542.333333330003,27737.25,25329.85,25656.3,24684.16666666
1708185285000,27550.95,28063.66666666,27161.766666659998,27266.3,26377.683333330002
1708185290000,27756.0,28941.516666659998,27582.91666666,27752.66666666,26795.266666659998
1708185295000,28638.45,29648.71666666,28434.633333330003,28653.41666666,27637.41666666
1708185300000,29497.8,30049.46666666,29060.11666666,29227.75,28243.566666659997
1708185305000,29938.86666666,31193.133333330003,29445.8,29852.583333330003,28842.5
1708185310000,30986.35,32069.583333330003,30665.53333333,30849.45,29825.46666666
1708185315000,31754.91666666,32529.5,31395.933333330002,31682.833333330003,30618.766666659998
1708185320000,32258.333333330003,33007.51666666,32073.71666666,32178.633333330003,31190.11666666
1708185325000,32724.15,33301.33333333,32358.333333330003,32637.85,31495.35
1708185330000,32978.3,33780.3,32645.816666659997,32942.03333333,31785.73333333
1708185335000,33447.66666666,32933.05,33194.06666666,33428.06666666,32306.8
1708185340000,32553.48333333,31344.75,32277.2,32278.85,31296.45
1708185345000,30980.21666666,30223.03333333,30719.933333330002,30906.016666659998,29858.933333330002
1708185350000,29858.9,29819.1,29535.35,29665.48333333,28722.3
1708185355000,29631.03333333,29554.23333333,29190.75,29266.933333330002,28343.35
1708185360000,29153.0,28952.566666659997,29006.816666659997,29261.98333333,28262.16666666
1708185365000,28666.8,29510.41666666,28646.933333330002,28637.21666666,27628.46666666
1708185370000,29220.3,29591.816666659997,28894.183333330002,29143.95,28099.75
1708185375000,29146.21666666,29345.53333333,29042.78333333,29125.66666666,28135.53333333
1708185380000,28949.66666666,29392.96666666,28670.41666666,28889.91666666,27912.66666666
1708185385000,28916.48333333,29441.55,28798.21666666,28901.083333330003,27911.16666666
1708185390000,29092.516666659998,29640.816666659997,28820.78333333,29032.7,28051.316666659997
1708185395000,29285.083333330003,30104.73333333,29046.41666666,29145.85,28181.03333333
1708185400000,29817.2,31406.95,29630.96666666,29911.883333330003,28839.383333330003
1708185405000,31066.71666666,31517.98333333,30777.516666659998,30957.15,29917.25
1708185410000,31122.73333333,30579.45,30811.316666659997,30908.53333333,29912.1
1708185415000,30167.433333330002,30467.36666666,29866.333333330003,30211.833333330003,29157.91666666
1708185420000,30091.15,31723.73333333,29859.41666666,29984.133333330003,28946.85
1708185425000,31211.066666659997,30564.933333330002,30949.3,31207.75,30133.333333330003
1708185430000,30189.083333330003,30463.583333330003,30037.86666666,30095.41666666,28934.98333333
1708185435000,30036.2,30873.1,29842.066666659997,30029.35,29037.5
1708185440000,30492.98333333,30998.883333330003,30226.583333330003,30360.266666659998,29354.4
1708185445000,30780.46666666,31115.5,30371.816666659997,30579.85,29542.25
1708185450000,30643.98333333,31091.5,30486.95,30603.583333330003,29581.98333333
1708185455000,30670.266666659998,31566.566666659997,30332.25,30581.21666666,29587.8
1708185460000,31089.75,32443.933333330002,30918.71666666,31031.7,30056.883333330003
1708185465000,32063.4,32650.71666666,31792.35,31977.65,30902.55
1708185470000,32311.516666659998,33403.91666666,32136.75,32403.3,31250.3
1708185475000,33003.13333333,33352.93333333,32811.38333333,32957.0,31780.566666659997
1708185480000,32970.91666666,33422.41666666,32706.5,32899.466666659995,31822.083333330003
1708185485000,33156.86666666,33501.75,32814.1,32918.81666666,31837.4
1708185490000,33109.4,33414.61666666,32684.35,33011.88333333,31916.25
1708185495000,33223.7,33280.28333333,32734.4,32995.95,31858.5
1708185500000,32706.96666666,33241.31666666,32600.35,32801.85,31701.1
1708185505000,32736.28333333,33509.11666666,32605.05,32776.08333333,31655.98333333
1708185510000,33212.3,33232.06666666,32772.78333333,32960.88333333,31872.016666659998
1708185515000,32773.966666659995,32933.01666666,32646.15,32755.1,31638.766666659998
1708185520000,32634.1,32662.816666659997,32218.933333330002,32460.883333330003,31335.516666659998
1708185525000,32091.41666666,32273.316666659997,32009.91666666,32195.133333330003,31111.55
1708185530000,31699.583333330003,32301.03333333,31550.23333333,31726.21666666,30676.46666666
1708185535000,31958.16666666,32361.73333333,31621.28333333,31794.48333333,30777.41666666
1708185540000,32023.433333330002,32321.333333330003,31749.35,31908.36666666,30850.066666659997
1708185545000,32102.3,32529.28333333,31636.833333330003,31904.61666666,30764.48333333
1708185550000,32149.583333330003,32486.16666666,31838.833333330003,31864.53333333,31010.86666666
1708185555000,32189.516666659998,32507.133333330003,31904.73333333,32029.45,30965.96666666
1708185560000,32294.71666666,32677.2,31993.78333333,32141.75,31044.0
1708185565000,32510.66666666,32452.0,31964.11666666,32212.933333330002,31172.2
1708185570000,32129.53333333,32449.71666666,31896.9,32090.71666666,30951.73333333
1708185575000,32188.71666666,32703.066666659997,31727.55,31977.933333330002,30890.35
1708185580000,32311.5,32904.466666659995,32007.333333330003,32307.21666666,31184.23333333
1708185585000,32761.083333330003,34600.65,32255.083333330003,32433.66666666,31343.53333333
1708185590000,34418.31666666,34625.06666666,33936.38333333,34222.45,33056.81666666
1708185595000,34308.06666666,34984.06666666,33933.25,34187.33333333,33041.3
1708185600000,34547.55,35112.9,34189.36666666,34470.76666666,33298.58333333
1708185605000,34725.1,34939.56666666,34395.5,34610.26666666,33485.43333333
1708185610000,34564.51666666,34887.483333330005,34210.38333333,34410.88333333,33263.83333333
1708185615000,34313.53333333,35025.78333333,34120.4,34320.8,33144.85
1708185620000,34737.1,34794.26666666,34244.0,34470.63333333,33299.483333330005
1708185625000,34325.2,34860.51666666,34113.18333333,34264.15,33100.233333330005
1708185630000,34540.5,34459.38333333,34178.55,34285.8,33231.68333333
1708185635000,34038.18333333,34250.65,33986.6,34041.7,32943.05
1708185640000,33816.75,34032.28333333,33686.66666666,33772.0,32652.433333330002
1708185645000,33624.51666666,33524.13333333,33329.51666666,33544.2,32409.46666666
1708185650000,33096.11666666,33445.61666666,32901.56666666,33027.83333333,31900.3
1708185655000,32890.3,33365.08333333,32754.933333330002,32934.466666659995,31824.083333330003
1708185660000,32991.13333333,33246.966666659995,32707.633333330003,32887.86666666,31762.85
1708185665000,32702.816666659997,33434.78333333,32668.03333333,32760.6,31685.45
1708185670000,33050.31666666,33228.75,32763.36666666,32954.5,31836.28333333
1708185675000,32871.68333333,33202.733333330005,32615.4,32775.216666659995,31689.73333333
1708185680000,32856.55,33343.1,32498.883333330003,32756.73333333,31653.86666666
1708185685000,32764.25,33041.2,32618.0,32809.216666659995,31728.53333333
1708185690000,32542.383333330003,33677.7,32235.7,32533.28333333,31316.016666659998
1708185695000,33354.13333333,33992.9,32869.81666666,33086.31666666,31971.633333330003
1708185700000,33668.25,34119.43333333,33165.31666666,33406.53333333,32275.96666666
1708185705000,33732.63333333,34519.15,33444.85,33629.1,32498.71666666
1708185710000,34174.43333333,34454.28333333,33742.31666666,33930.1,32851.01666666
1708185715000,34172.76666666,34288.3,33766.966666659995,33919.216666659995,32783.11666666
1708185720000,33839.45,34186.25,33578.233333330005,33773.35,32630.36666666
1708185725000,33798.61666666,34073.233333330005,33313.05,33601.88333333,32376.78333333
1708185730000,33648.7,33638.86666666,33386.233333330005,33583.716666659995,32450.66666666
1708185735000,33373.233333330005,33320.75,32860.233333330005,33145.45,32014.766666659998
1708185740000,32847.93333333,33077.03333333,32665.15,32829.716666659995,31767.36666666
1708185745000,32912.6,33152.78333333,32490.4,32668.16666666,31518.5
1708185750000,32640.41666666,33264.78333333,32527.316666659997,32722.0,31666.266666659998
1708185755000,32961.68333333,32972.33333333,32598.683333330002,32912.35,31751.6
1708185760000,32571.03333333,32770.466666659995,32416.816666659997,32575.766666659998,31394.96666666
1708185765000,32393.183333330002,32932.0,32113.083333330003,32296.516666659998,31212.73333333
1708185770000,32660.78333333,33330.216666659995,32354.433333330002,32609.86666666,31389.4
1708185775000,32949.86666666,33357.01666666,32662.61666666,32748.55,31686.75
1708185780000,33109.233333330005,33716.13333333,32686.883333330003,32803.7,31719.6
1708185785000,33334.91666666,34538.466666659995,33097.13333333,33253.68333333,32197.1
1708185790000,34328.53333333,34861.716666659995,33935.16666666,34288.08333333,33122.81666666
1708185795000,34369.08333333,34347.466666659995,34084.61666666,34124.0,33048.55
1708185800000,33990.63333333,34388.25,33630.81666666,33795.1,32587.6
1708185805000,34039.81666666,34565.06666666,33663.66666666,33804.1,32747.0
1708185810000,34223.53333333,34172.466666659995,33921.966666659995,34127.65,33002.88333333
1708185815000,33730.13333333,34232.53333333,33509.716666659995,33668.88333333,32508.766666659998
1708185820000,33960.233333330005,34364.81666666,33572.01666666,33764.83333333,32703.333333330003
1708185825000,33973.7,34728.91666666,33677.31666666,33874.55,32733.433333330002
1708185830000,34278.216666659995,34478.65,33931.35,34133.966666659995,33064.966666659995
1708185835000,34154.35,34503.53333333,33820.03333333,34091.33333333,32951.56666666
1708185840000,34130.983333330005,34375.35,33787.15,33969.483333330005,32842.25
1708185845000,34116.65,34120.13333333,33732.66666666,33917.983333330005,32782.53333333
1708185850000,33577.33333333,34147.31666666,33492.01666666,33638.36666666,32482.566666659997
1708185855000,33758.05,34228.36666666,33467.06666666,33663.05,32523.933333330002
1708185860000,33822.43333333,34377.31666666,33585.88333333,33807.55,32739.266666659998
1708185865000,34033.75,34160.35,33716.83333333,33940.93333333,32799.7
1708185870000,33969.466666659995,34337.9,33503.01666666,33695.966666659995,32476.083333330003
1708185875000,33964.1,34277.65,33621.68333333,33812.966666659995,32654.633333330003
1708185880000,33729.16666666,34343.43333333,33551.733333330005,33747.33333333,32588.23333333
1708185885000,33938.31666666,33637.63333333,33645.2,33840.13333333,32709.48333333
1708185890000,33139.86666666,33554.58333333,33067.6,33213.03333333,32081.633333330003
1708185895000,33022.216666659995,33564.91666666,32892.41666666,33095.733333330005,31906.0
1708185900000,33142.93333333,33658.88333333,32980.25,33267.81666666,32105.71666666
1708185905000,33320.25,33875.65,32994.466666659995,33198.38333333,32063.333333330003
1708185910000,33692.36666666,33723.63333333,33215.01666666,33336.03333333,32249.133333330003
1708185915000,33338.56666666,33597.16666666,33046.3,33235.51666666,32124.1
1708185920000,33156.216666659995,33529.15,32900.61666666,33040.91666666,31945.78333333
1708185925000,33186.466666659995,33618.216666659995,32850.65,33133.28333333,31936.16666666
1708185930000,33128.28333333,33711.35,32993.75,33126.88333333,32077.566666659997
1708185935000,33333.56666666,33991.31666666,33032.7,33177.33333333,32162.55
1708185940000,33828.41666666,34106.28333333,33344.83333333,33495.06666666,32450.5
1708185945000,33714.41666666,34778.43333333,33435.51666666,33628.966666659995,32490.816666659997
1708185950000,34581.03333333,34868.56666666,34083.66666666,34313.26666666,33100.66666666
1708185955000,34653.95,34873.08333333,34116.15,34374.216666659995,33294.76666666
