Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
230,52415.08333333,,,,997.0,,,,899.0,901.0,,,1
235,50640.96666666,,,,997.0,,,,910.0,916.0,,,1
240,52737.55,,,,998.0,,,,886.0,892.0,,,1
245,54356.63333333,,,,998.0,,,,869.0,880.0,,,1
250,50636.0,,,,998.0,,,,890.0,901.0,,,1
255,52602.05,,,,998.0,,,,903.0,908.0,,,1
260,54418.61666666,,,,998.0,,,,895.0,894.0,,,1
265,53153.4,,,,997.0,,,,920.0,915.0,,,1
270,56570.28333333,,,,997.0,,,,911.0,903.0,,,1
275,56319.91666666,,,,997.0,,,,902.0,895.0,,,1
280,54797.3,,,,997.0,,,,967.0,964.0,,,1
285,53698.28333333,,,,998.0,,,,1000.0,1000.0,,,1
290,51538.6,,,,997.0,,,,1000.0,1000.0,,,1
295,53857.6,,,,997.0,,,,1000.0,986.0,,,1
300,50351.75,,,,997.0,,,,1000.0,1000.0,,,1
305,52727.51666666,,,,997.0,,,,1000.0,993.0,,,1
310,52553.86666666,,,,997.0,,,,996.0,976.0,,,1
315,48579.56666666,,,,997.0,,,,1000.0,1000.0,,,1
320,43797.68333333,,,,997.0,,,,1000.0,1000.0,,,1
325,45231.4,,,,997.0,,,,1000.0,1000.0,,,1
330,41510.11666666,,,,997.0,,,,1000.0,1000.0,,,1
335,45917.66666666,,,,997.0,,,,1000.0,1000.0,,,1
340,45583.75,,,,997.0,,,,1000.0,1000.0,,,1
345,45663.05,,,,1000.0,,,,988.0,989.0,,,1
350,44306.15,,,,1000.0,,,,993.0,996.0,,,1
355,45767.33333333,,,,1000.0,,,,996.0,999.0,,,1
360,45380.63333333,,,,1000.0,,,,989.0,998.0,,,1
365,46185.53333333,,,,1000.0,,,,1000.0,1000.0,,,1
370,52185.8,,,,1000.0,,,,999.0,1000.0,,,1
375,51399.65,,,,1000.0,,,,917.0,932.0,,,1
380,50897.43333333,,,,1000.0,,,,987.0,,,,1
385,0.0,,,,,,,,,0.0,,,1
390,0.0,,,,1000.0,,,,0.0,0.0,,,1
395,,,,,1000.0,,,,,,,,0
400,0.0,,,,1000.0,,,,0.0,0.0,,,1
405,168.8833333333,,,,1000.0,,,,1000.0,1000.0,,,1
410,,,,,,,,,,,,,0
455,0.0,,,,,,,,0.0,0.0,,,1
460,0.0,0.0,,,1000.0,,,,0.0,0.0,,,2
465,1.416666666666,1.816666666666,,,719.0,628.0,,,0.0,0.0,,,2
470,1115.3,1297.55,,,860.0,431.0,,,277.0,239.0,,,2
475,3870.68333333,4031.28333333,,,907.0,369.0,,,307.0,294.0,,,2
480,7257.13333333,6932.26666666,,,930.0,467.0,,,414.0,441.0,,,2
485,11959.73333333,12161.93333333,,,944.0,537.0,,,462.0,494.0,,,2
490,14874.7,15074.51666666,,,954.0,523.0,,,504.0,532.0,,,2
495,16872.35,16887.3,,,960.0,562.0,,,557.0,577.0,,,2
500,20163.48333333,20345.01666666,,,965.0,559.0,,,586.0,616.0,,,2
505,25263.2,25449.16666666,,,969.0,543.0,,,580.0,616.0,,,2
510,29698.33333333,29846.51666666,,,972.0,550.0,,,587.0,625.0,,,2
515,33281.68333333,33166.88333333,,,975.0,551.0,,,589.0,626.0,,,2
520,34756.58333333,34976.01666666,,,977.0,583.0,,,593.0,621.0,,,2
525,35970.53333333,35946.73333333,,,1000.0,597.0,,,659.0,685.0,,,2
530,37404.83333333,37421.91666666,,,1000.0,619.0,,,735.0,764.0,,,2
535,39205.18333333,39060.35,,,1000.0,639.0,,,755.0,787.0,,,2
540,40060.65,40464.18333333,,,1000.0,620.0,,,756.0,777.0,,,2
545,40079.38333333,40075.33333333,,,1000.0,603.0,,,769.0,780.0,,,2
550,41554.63333333,41371.16666666,,,1000.0,607.0,,,761.0,767.0,,,2
555,40305.08333333,40319.41666666,,,1000.0,616.0,,,771.0,777.0,,,2
560,40954.4,40940.7,,,1000.0,620.0,,,830.0,830.0,,,2
565,40465.36666666,40456.25,,,1000.0,638.0,,,856.0,844.0,,,2
570,40817.38333333,40828.93333333,,,1000.0,641.0,,,870.0,856.0,,,2
575,41601.85,41739.71666666,,,1000.0,640.0,,,872.0,857.0,,,2
580,43158.13333333,43134.78333333,,,1000.0,603.0,,,893.0,886.0,,,2
585,45517.18333333,45827.58333333,,,1000.0,594.0,,,902.0,898.0,,,2
590,44731.71666666,44568.61666666,,,1000.0,623.0,,,892.0,889.0,,,2
595,41043.93333333,41075.61666666,,,1000.0,643.0,,,981.0,974.0,,,2
600,40697.8,40802.95,,,1000.0,645.0,,,1000.0,997.0,,,2
605,40748.6,40741.98333333,,,1000.0,640.0,,,1000.0,995.0,,,2
610,41704.93333333,41872.51666666,,,1000.0,638.0,,,997.0,999.0,,,2
615,45986.55,46162.51666666,,,1000.0,616.0,,,984.0,990.0,,,2
620,44100.51666666,43982.08333333,,,1000.0,640.0,,,939.0,942.0,,,2
625,41902.88333333,41937.28333333,,,1000.0,648.0,,,975.0,988.0,,,2
630,41852.16666666,41891.63333333,,,1000.0,642.0,,,973.0,980.0,,,2
635,42726.66666666,42769.48333333,,,1000.0,642.0,,,980.0,982.0,,,2
640,43402.3,43412.58333333,,,1000.0,653.0,,,974.0,985.0,,,2
645,44938.56666666,44871.33333333,,,1000.0,648.0,,,966.0,978.0,,,2
650,44873.03333333,44900.16666666,,,1000.0,647.0,,,927.0,939.0,,,2
655,46700.41666666,46831.91666666,,,1000.0,641.0,,,917.0,924.0,,,2
660,47438.85,47462.6,,,1000.0,649.0,,,900.0,908.0,,,2
665,45870.28333333,45885.83333333,,,1000.0,659.0,,,901.0,918.0,,,2
670,46174.91666666,46064.35,,,1000.0,669.0,,,917.0,930.0,,,2
675,46263.16666666,46299.23333333,,,1000.0,656.0,,,908.0,927.0,,,2
680,49479.03333333,49666.43333333,,,1000.0,637.0,,,893.0,912.0,,,2
685,48482.08333333,48349.1,,,1000.0,648.0,,,858.0,878.0,,,2
690,43745.65,43624.71666666,,,1000.0,683.0,,,874.0,897.0,,,2
695,42190.56666666,42376.51666666,,,1000.0,692.0,,,1000.0,1000.0,,,2
700,41913.13333333,41793.91666666,,,1000.0,684.0,,,1000.0,1000.0,,,2
705,41147.63333333,41163.08333333,,,1000.0,678.0,,,1000.0,1000.0,,,2
710,43353.73333333,43543.28333333,,,1000.0,655.0,,,1000.0,1000.0,,,2
715,42425.06666666,42582.28333333,,,1000.0,656.0,,,953.0,987.0,,,2
720,41957.0,41832.68333333,,,1000.0,644.0,,,962.0,1000.0,,,2
725,43694.31666666,43751.7,,,1000.0,630.0,,,957.0,1000.0,,,2
730,43087.11666666,43257.18333333,,,1000.0,630.0,,,958.0,1000.0,,,2
735,41734.71666666,41701.5,,,1000.0,640.0,,,961.0,1000.0,,,2
740,42851.16666666,42706.73333333,,,1000.0,633.0,,,964.0,1000.0,,,2
745,42022.43333333,42053.58333333,,,1000.0,640.0,,,977.0,1000.0,,,2
750,45175.41666666,45342.38333333,,,1000.0,612.0,,,1000.0,1000.0,,,2
755,46480.65,46341.9,,,1000.0,607.0,,,863.0,932.0,,,2
760,45756.6,45923.78333333,,,1000.0,617.0,,,876.0,945.0,,,2
765,46473.48333333,46519.81666666,,,1000.0,619.0,,,879.0,942.0,,,2
770,48180.01666666,48126.48333333,,,1000.0,617.0,,,866.0,934.0,,,2
775,47620.88333333,47559.21666666,,,1000.0,632.0,,,883.0,943.0,,,2
780,48608.06666666,48795.3,,,1000.0,645.0,,,874.0,892.0,,,2
785,48230.31666666,48240.28333333,,,1000.0,656.0,,,881.0,897.0,,,2
790,48433.2,48456.73333333,,,1000.0,662.0,,,887.0,900.0,,,2
795,48334.866666660004,48343.93333333,,,1000.0,657.0,,,874.0,885.0,,,2
800,48279.83333333,48464.6,,,1000.0,655.0,,,866.0,878.0,,,2
805,52149.233333330005,52323.58333333,,,1000.0,628.0,,,838.0,852.0,,,2
810,50499.266666660005,50386.6,,,1000.0,638.0,,,779.0,791.0,,,2
815,45506.8,45526.28333333,,,1000.0,672.0,,,804.0,809.0,,,2
820,43590.81666666,43607.56666666,,,1000.0,657.0,,,931.0,950.0,,,2
825,43409.66666666,43346.86666666,,,1000.0,659.0,,,929.0,946.0,,,2
830,42300.78333333,42495.41666666,,,1000.0,665.0,,,936.0,950.0,,,2
835,46981.21666666,46890.03333333,,,1000.0,635.0,,,925.0,931.0,,,2
840,44150.483333330005,44117.36666666,,,1000.0,646.0,,,933.0,940.0,,,2
845,43576.2,43606.05,,,1000.0,648.0,,,928.0,933.0,,,2
850,43723.66666666,43710.4,,,1000.0,644.0,,,927.0,931.0,,,2
855,43492.85,43448.983333330005,,,987.0,641.0,,,,,,,2
860,,,,,,,,,,,,,0
905,0.0,0.0,0.0,,,,,,0.0,0.0,,,3
910,0.0,0.0,0.0,,1000.0,1000.0,1000.0,,0.0,0.0,,,3
915,0.883333333333,1.033333333333,0.916666666666,,823.0,480.0,465.0,,80.0,62.0,,,3
920,260.7333333333,370.0,329.25,,912.0,517.0,534.0,,420.0,459.0,,,3
925,1231.0333333333,1537.2833333332999,1439.9833333333,,941.0,408.0,419.0,,384.0,393.0,,,3
930,3431.66666667,3812.13333333,3573.78333333,,956.0,356.0,365.0,,423.0,416.0,,,3
935,6095.383333329999,6482.83333333,6184.383333329999,,965.0,385.0,381.0,,475.0,480.0,,,3
940,9672.283333329999,10222.01666666,9680.66666666,,971.0,400.0,398.0,,518.0,534.0,,,3
945,13349.2,13889.43333333,13253.533333329999,,975.0,409.0,401.0,,544.0,559.0,,,3
950,17388.05,17835.16666666,16924.86666666,,978.0,423.0,406.0,,565.0,575.0,,,3
955,20495.9,20984.35,20184.93333333,,981.0,430.0,415.0,,591.0,594.0,,,3
960,21884.33333333,22457.53333333,21540.733333329998,,983.0,447.0,421.0,,589.0,607.0,,,3
965,23770.133333330003,24446.96666666,23406.8,,984.0,465.0,435.0,,620.0,639.0,,,3
970,26621.61666666,27304.766666659998,26167.35,,986.0,470.0,438.0,,634.0,638.0,,,3
975,29488.5,30274.083333330003,28983.41666666,,1000.0,465.0,440.0,,683.0,696.0,,,3
980,33640.83333333,34164.91666666,32917.9,,1000.0,460.0,426.0,,672.0,679.0,,,3
985,37104.01666666,37236.36666666,35883.18333333,,1000.0,479.0,442.0,,711.0,717.0,,,3
990,39122.86666666,39484.36666666,38104.88333333,,1000.0,501.0,459.0,,719.0,738.0,,,3
995,37553.76666666,37658.63333333,36312.6,,1000.0,533.0,498.0,,732.0,756.0,,,3
1000,36470.85,36888.15,35495.13333333,,1000.0,528.0,502.0,,785.0,804.0,,,3
1005,36761.8,37228.216666659995,35793.43333333,,1000.0,533.0,512.0,,789.0,807.0,,,3
1010,37150.5,37768.56666666,36407.15,,1000.0,532.0,520.0,,787.0,808.0,,,3
1015,37146.4,37575.66666666,36144.58333333,,1000.0,542.0,534.0,,779.0,809.0,,,3
1020,39526.91666666,40087.3,38540.16666666,,1000.0,533.0,540.0,,792.0,807.0,,,3
1025,42233.68333333,42745.25,41160.7,,1000.0,525.0,541.0,,775.0,789.0,,,3
1030,41294.91666666,41362.43333333,39943.26666666,,1000.0,550.0,572.0,,781.0,809.0,,,3
1035,38427.15,38649.81666666,37126.28333333,,1000.0,594.0,615.0,,861.0,882.0,,,3
1040,36399.28333333,36560.4,35206.41666666,,1000.0,584.0,614.0,,884.0,903.0,,,3
1045,36198.7,36727.26666666,35369.93333333,,1000.0,586.0,613.0,,882.0,906.0,,,3
1050,35977.233333330005,36474.65,35053.25,,1000.0,590.0,611.0,,886.0,891.0,,,3
1055,38951.56666666,39840.86666666,38227.33333333,,1000.0,557.0,574.0,,875.0,870.0,,,3
1060,38425.58333333,38805.31666666,37444.81666666,,1000.0,588.0,588.0,,835.0,828.0,,,3
1065,37508.61666666,37921.33333333,36564.31666666,,1000.0,584.0,583.0,,834.0,821.0,,,3
1070,37802.18333333,38148.216666659995,36845.78333333,,1000.0,585.0,579.0,,834.0,828.0,,,3
1075,38242.53333333,38716.733333330005,37256.88333333,,1000.0,583.0,572.0,,843.0,829.0,,,3
1080,37954.05,38385.483333330005,36953.233333330005,,1000.0,584.0,564.0,,838.0,832.0,,,3
1085,38231.4,38585.216666659995,37179.88333333,,1000.0,587.0,555.0,,839.0,825.0,,,3
1090,37769.16666666,38200.05,36777.28333333,,1000.0,587.0,552.0,,846.0,821.0,,,3
1095,41128.8,41590.18333333,40281.233333330005,,1000.0,550.0,509.0,,829.0,804.0,,,3
1100,43476.716666659995,43952.78333333,42304.33333333,,1000.0,574.0,515.0,,814.0,786.0,,,3
1105,43596.5,44108.0,42459.75,,1000.0,587.0,519.0,,804.0,779.0,,,3
1110,44299.0,44440.95,42840.95,,1000.0,597.0,532.0,,802.0,790.0,,,3
1115,44543.1,44685.05,43149.33333333,,1000.0,613.0,531.0,,799.0,794.0,,,3
1120,46871.0,47311.28333333,45625.35,,1000.0,591.0,507.0,,781.0,779.0,,,3
1125,44130.85,44187.78333333,42646.95,,1000.0,625.0,539.0,,801.0,805.0,,,3
1130,39917.11666666,39984.86666666,38572.7,,1000.0,655.0,561.0,,903.0,898.0,,,3
1135,37530.61666666,37892.76666666,36525.35,,1000.0,676.0,562.0,,958.0,959.0,,,3
1140,37157.75,37612.216666659995,36161.15,,1000.0,676.0,554.0,,968.0,947.0,,,3
1145,36512.06666666,37065.15,35573.75,,1000.0,668.0,550.0,,965.0,950.0,,,3
1150,39069.45,39934.7,38303.0,,1000.0,639.0,518.0,,950.0,942.0,,,3
1155,37105.43333333,37740.38333333,36191.86666666,,1000.0,644.0,517.0,,905.0,890.0,,,3
1160,36643.31666666,37597.5,35976.88333333,,1000.0,637.0,519.0,,904.0,894.0,,,3
1165,36517.7,37317.43333333,35707.88333333,,1000.0,631.0,521.0,,903.0,893.0,,,3
1170,36051.41666666,36981.0,35400.3,,1000.0,617.0,516.0,,908.0,891.0,,,3
1175,36274.63333333,37019.233333330005,35479.13333333,,1000.0,601.0,515.0,,909.0,882.0,,,3
1180,36108.28333333,36786.483333330005,35177.83333333,,1000.0,606.0,523.0,,914.0,884.0,,,3
1185,37760.733333330005,38189.1,36768.3,,1000.0,603.0,518.0,,906.0,874.0,,,3
1190,40037.2,40739.41666666,39215.66666666,,1000.0,594.0,491.0,,860.0,826.0,,,3
1195,42247.08333333,42764.66666666,41091.65,,1000.0,577.0,491.0,,801.0,762.0,,,3
1200,42050.68333333,42593.31666666,40976.81666666,,1000.0,565.0,505.0,,779.0,754.0,,,3
1205,42587.966666659995,43051.8,41457.76666666,,1000.0,566.0,507.0,,777.0,751.0,,,3
1210,42334.75,42825.85,41219.966666659995,,1000.0,564.0,503.0,,764.0,750.0,,,3
1215,42805.53333333,43296.716666659995,41656.36666666,,1000.0,583.0,519.0,,763.0,751.0,,,3
1220,43074.91666666,43567.38333333,41951.66666666,,1000.0,576.0,512.0,,768.0,751.0,,,3
1225,41583.86666666,41764.38333333,40442.86666666,,1000.0,607.0,526.0,,785.0,759.0,,,3
1230,41941.88333333,42415.16666666,40846.26666666,,1000.0,619.0,528.0,,778.0,761.0,,,3
1235,41991.233333330005,42451.31666666,40910.4,,1000.0,640.0,531.0,,777.0,763.0,,,3
1240,42093.8,42504.85,40951.81666666,,1000.0,639.0,527.0,,775.0,760.0,,,3
1245,44152.06666666,45150.36666666,43252.966666659995,,1000.0,611.0,500.0,,758.0,753.0,,,3
1250,43301.95,43554.233333330005,41942.9,,1000.0,618.0,533.0,,713.0,717.0,,,3
1255,39934.466666659995,40415.31666666,38923.3,,1000.0,627.0,549.0,,733.0,738.0,,,3
1260,40627.03333333,41043.7,39516.06666666,,1000.0,647.0,545.0,,888.0,898.0,,,3
1265,40515.08333333,40903.966666659995,39412.63333333,,1000.0,655.0,550.0,,892.0,898.0,,,3
1270,40902.25,41378.6,39826.16666666,,1000.0,662.0,559.0,,901.0,895.0,,,3
1275,43292.6,43794.3,42136.1,,1000.0,643.0,546.0,,886.0,883.0,,,3
1280,40780.45,40685.983333330005,39612.61666666,,1000.0,677.0,573.0,,898.0,899.0,,,3
1285,40795.05,41516.55,39719.33333333,,1000.0,672.0,559.0,,901.0,901.0,,,3
1290,40977.36666666,41433.33333333,39876.85,,1000.0,668.0,560.0,,930.0,922.0,,,3
1295,40794.25,41277.56666666,39689.733333330005,,1000.0,661.0,561.0,,934.0,924.0,,,3
1300,40604.41666666,40530.0,39244.15,,1000.0,651.0,554.0,,933.0,927.0,,,3
1305,,,38029.6,,,,534.0,,,,,,1
1310,,,,,,,,,,,,,0
1355,0.0,,,0.0,,,,,0.0,0.0,,,2
1360,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,,,4
1365,5.45,0.0,0.0,5.266666666666,852.0,1000.0,1000.0,483.0,149.0,244.0,,,4
1370,319.2166666666,5.3,4.833333333333,328.1666666666,926.0,756.0,437.0,545.0,457.0,656.0,,,4
1375,805.3333333333,329.3166666666,323.2166666666,1044.8166666666,951.0,748.0,564.0,483.0,389.0,539.0,,,4
1380,2724.1833333332997,1047.3833333333,1038.75,2906.0833333333,947.0,612.0,498.0,437.0,375.0,487.0,,,4
1385,6065.883333329999,2982.85,2722.3833333333,6110.016666670001,955.0,551.0,443.0,415.0,330.0,407.0,,,4
1390,8980.15,6351.7,6090.25,9199.93333333,945.0,518.0,419.0,410.0,301.0,364.0,,,4
1395,12199.8,9437.33333333,9041.73333333,12267.133333329999,939.0,491.0,410.0,393.0,273.0,321.0,,,4
1400,15064.18333333,12370.033333329999,12195.31666666,15223.616666659998,937.0,467.0,389.0,388.0,261.0,298.0,,,4
1405,16619.13333333,15433.16666666,15078.216666659999,16767.15,940.0,448.0,383.0,423.0,282.0,317.0,,,4
1410,18881.25,17003.016666659998,16669.96666666,19201.45,946.0,472.0,412.0,418.0,303.0,334.0,,,4
1415,21841.983333329998,19524.46666666,19037.38333333,22045.5,945.0,460.0,409.0,415.0,286.0,321.0,,,4
1420,25173.833333330003,22349.83333333,21870.13333333,25326.28333333,943.0,452.0,404.0,410.0,293.0,303.0,,,4
1425,28952.766666659998,25723.98333333,25229.383333330003,29210.516666659998,955.0,401.0,400.0,405.0,278.0,296.0,,,4
1430,31413.28333333,29621.16666666,29088.633333330003,31606.73333333,951.0,393.0,396.0,394.0,202.0,225.0,,,4
1435,32112.133333330003,31797.66666666,31518.5,32264.71666666,949.0,374.0,374.0,415.0,225.0,238.0,,,4
1440,33581.93333333,32379.96666666,32037.65,33621.966666659995,950.0,403.0,395.0,419.0,243.0,253.0,,,4
1445,32788.9,33994.68333333,33659.41666666,32986.05,950.0,406.0,402.0,433.0,257.0,271.0,,,4
1450,33063.8,33074.15,32883.83333333,33120.83333333,951.0,420.0,414.0,431.0,259.0,273.0,,,4
1455,33112.716666659995,33249.61666666,33162.63333333,33575.466666659995,957.0,424.0,417.0,445.0,279.0,292.0,,,4
1460,34413.31666666,33746.0,33510.51666666,34696.56666666,964.0,435.0,433.0,449.0,293.0,303.0,,,4
1465,35301.26666666,34974.38333333,34630.2,35487.25,966.0,449.0,438.0,445.0,283.0,297.0,,,4
1470,36248.75,35377.78333333,35435.66666666,36482.51666666,966.0,448.0,436.0,453.0,310.0,321.0,,,4
1475,36072.0,36459.05,36399.66666666,36247.466666659995,971.0,458.0,443.0,473.0,344.0,353.0,,,4
1480,35617.9,36406.15,36198.2,35968.483333330005,974.0,475.0,464.0,472.0,354.0,366.0,,,4
1485,35986.8,36055.78333333,35738.16666666,36280.8,972.0,469.0,460.0,470.0,352.0,362.0,,,4
1490,36835.03333333,36326.56666666,36129.233333330005,37164.65,975.0,467.0,461.0,464.0,353.0,366.0,,,4
1495,38633.25,37127.08333333,37026.483333330005,38719.76666666,976.0,463.0,460.0,456.0,349.0,358.0,,,4
1500,37501.733333330005,39112.216666659995,38671.08333333,37739.216666659995,980.0,457.0,453.0,484.0,348.0,353.0,,,4
1505,36145.81666666,37452.26666666,37670.18333333,36492.66666666,982.0,492.0,480.0,499.0,420.0,429.0,,,4
1510,36742.5,36534.65,36277.56666666,36979.966666659995,985.0,505.0,504.0,513.0,423.0,432.0,,,4
1515,37473.5,37162.85,36812.966666659995,37507.06666666,986.0,510.0,507.0,511.0,409.0,429.0,,,4
1520,37299.466666659995,37652.76666666,37294.233333330005,37512.2,984.0,505.0,504.0,512.0,397.0,419.0,,,4
1525,38235.51666666,37594.483333330005,37414.58333333,38470.26666666,981.0,503.0,506.0,489.0,381.0,400.0,,,4
1530,36798.83333333,38914.1,38298.33333333,36835.9,980.0,476.0,485.0,509.0,357.0,380.0,,,4
1535,35701.93333333,36737.36666666,36806.3,36075.31666666,980.0,501.0,503.0,494.0,417.0,437.0,,,4
1540,35880.38333333,36154.4,35971.0,36043.35,983.0,487.0,490.0,495.0,427.0,446.0,,,4
1545,34672.216666659995,36038.1,35982.78333333,34934.83333333,986.0,489.0,494.0,490.0,442.0,459.0,,,4
1550,35339.466666659995,35069.51666666,34843.3,35463.13333333,986.0,484.0,487.0,494.0,439.0,452.0,,,4
1555,35102.95,35608.53333333,35384.26666666,35373.93333333,985.0,488.0,489.0,491.0,441.0,461.0,,,4
1560,34945.16666666,35466.78333333,35202.38333333,35186.3,985.0,482.0,491.0,493.0,446.0,472.0,,,4
1565,36945.06666666,35483.966666659995,35088.8,37306.8,984.0,480.0,493.0,471.0,415.0,433.0,,,4
1570,35534.75,37401.43333333,37308.56666666,35917.16666666,988.0,454.0,465.0,466.0,447.0,478.0,,,4
1575,35140.2,35870.11666666,35771.11666666,35388.05,989.0,456.0,466.0,464.0,457.0,478.0,,,4
1580,34888.16666666,35644.08333333,35381.5,35186.03333333,991.0,461.0,468.0,464.0,471.0,503.0,,,4
1585,35174.81666666,35285.33333333,35070.16666666,35358.36666666,991.0,461.0,467.0,467.0,477.0,512.0,,,4
1590,37179.81666666,35396.13333333,35308.61666666,37452.28333333,990.0,465.0,474.0,442.0,445.0,486.0,,,4
1595,37489.78333333,37926.06666666,37300.65,37593.53333333,990.0,437.0,451.0,467.0,386.0,428.0,,,4
1600,35709.01666666,37344.85,37531.06666666,36015.75,991.0,468.0,473.0,497.0,457.0,494.0,,,4
1605,37013.36666666,36209.76666666,35891.8,37161.83333333,991.0,496.0,502.0,503.0,446.0,483.0,,,4
1610,36691.56666666,37186.68333333,37027.51666666,36927.43333333,991.0,502.0,510.0,508.0,445.0,489.0,,,4
1615,36921.16666666,36934.9,36820.06666666,37278.1,989.0,505.0,509.0,510.0,442.0,481.0,,,4
1620,38703.63333333,37321.53333333,37187.41666666,38972.1,988.0,518.0,504.0,482.0,408.0,451.0,,,4
1625,37370.2,38887.966666659995,38765.41666666,37366.63333333,988.0,493.0,478.0,504.0,390.0,435.0,,,4
1630,37458.86666666,37250.33333333,37268.75,37693.966666659995,984.0,520.0,500.0,507.0,411.0,441.0,,,4
1635,37975.41666666,37927.33333333,37665.91666666,38281.06666666,983.0,521.0,504.0,507.0,406.0,437.0,,,4
1640,38504.76666666,38361.63333333,38079.966666659995,38557.25,983.0,517.0,501.0,508.0,393.0,412.0,,,4
1645,38323.41666666,38523.233333330005,38405.66666666,38571.733333330005,976.0,518.0,502.0,505.0,385.0,398.0,,,4
1650,38436.716666659995,38770.01666666,38347.08333333,38596.15,973.0,516.0,498.0,507.0,381.0,392.0,,,4
1655,38422.25,38303.78333333,38524.95,38631.51666666,973.0,522.0,499.0,504.0,384.0,388.0,,,4
1660,39438.6,38710.55,38520.05,39560.26666666,972.0,516.0,498.0,501.0,372.0,376.0,,,4
