,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,0,1,2,3,4,5,6
Timestamp,,,,,,,
1702976250000,16500.21666666,16468.9,16173.883333329999,16482.61666666,16468.85,,
1702976255000,16775.15,16765.91666666,16491.21666666,16822.766666659998,16772.46666666,,
1702976260000,17270.016666659998,17262.96666666,16792.766666659998,17274.43333333,17271.33333333,,
1702976265000,17600.86666666,17572.63333333,17265.93333333,17583.066666659997,17588.13333333,,
1702976270000,17860.68333333,17820.0,17608.43333333,17871.66666666,17819.05,,
1702976275000,18133.36666666,18127.46666666,17850.53333333,18140.38333333,18136.38333333,,
1702976280000,18233.0,18238.53333333,18137.43333333,18221.1,18235.13333333,,
1702976285000,18397.66666666,18389.71666666,18234.816666659997,18385.9,18385.91666666,,
1702976290000,18459.566666659997,18472.41666666,18397.53333333,18455.516666659998,18461.45,,
1702976295000,18500.266666659998,18499.38333333,18459.28333333,18499.86666666,18508.53333333,,
1702976300000,18518.016666659998,18520.66666666,18499.28333333,18517.41666666,18520.7,,
1702976305000,18522.88333333,18533.41666666,18516.88333333,18533.483333329998,18533.41666666,,
1702976310000,18571.38333333,18593.36666666,18524.88333333,18572.55,18584.63333333,,
1702976315000,18585.566666659997,18588.75,18575.68333333,18590.45,18588.86666666,,
1702976320000,18605.86666666,18597.91666666,18600.766666659998,18598.85,18601.08333333,,
1702976325000,18641.68333333,18635.96666666,18604.05,18635.13333333,18630.066666659997,,
1702976330000,18789.78333333,18819.36666666,18626.86666666,18796.78333333,18819.566666659997,,
1702976335000,18823.266666659998,18815.25,18797.93333333,18809.266666659998,18814.733333329998,,
1702976340000,18861.566666659997,18854.83333333,18818.86666666,18871.33333333,18855.05,,
1702976345000,18878.95,18893.1,18861.68333333,18877.05,18890.766666659998,,
1702976350000,18923.65,18922.816666659997,18877.05,18918.55,18920.983333329998,,
1702976355000,18934.86666666,18934.4,18912.5,18945.733333329998,18934.5,,
1702976360000,18916.93333333,18914.35,18951.85,18901.25,18914.566666659997,,
1702976365000,18812.8,18812.78333333,18916.91666666,18814.66666666,18814.65,,
1702976370000,18853.266666659998,18855.85,18816.66666666,18870.36666666,18852.78333333,,
1702976375000,18869.2,18877.566666659997,18859.7,18870.61666666,18865.25,,
1702976380000,18891.96666666,18882.75,18864.5,18883.4,18882.63333333,,
1702976385000,18897.85,18909.983333329998,18890.3,18861.83333333,18897.11666666,,
1702976390000,18891.08333333,18890.21666666,18855.1,18886.45,18890.18333333,,
1702976395000,18883.03333333,18902.05,18845.816666659997,18896.93333333,18892.816666659997,,
1702976400000,18894.75,18881.83333333,18898.016666659998,18889.816666659997,18881.66666666,,
1702976405000,18893.93333333,18885.733333329998,18888.05,18897.86666666,18884.13333333,,
1702976410000,18917.15,18918.08333333,18897.86666666,18919.766666659998,18925.233333329998,,
1702976415000,18872.08333333,18873.18333333,18925.03333333,18855.13333333,18852.96666666,,
1702976420000,18896.58333333,18894.71666666,18846.61666666,18895.91666666,18894.733333329998,,
1702976425000,18968.066666659997,18989.6,18895.65,18964.86666666,18987.733333329998,,
1702976430000,18904.75,18901.11666666,18968.85,18899.93333333,18894.68333333,,
