,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
1737804655000,977.0,886.0,876.0,
1737804660000,975.0,885.0,877.0,
1737804665000,974.0,895.0,874.0,
1737804670000,971.0,887.0,866.0,
1737804675000,969.0,893.0,872.0,
1737804680000,970.0,889.0,869.0,
1737804685000,972.0,884.0,869.0,
1737804690000,974.0,893.0,872.0,
1737804695000,972.0,887.0,874.0,
1737804700000,971.0,886.0,875.0,
1737804705000,972.0,885.0,875.0,
1737804710000,969.0,892.0,876.0,
1737804715000,967.0,894.0,873.0,
1737804720000,967.0,895.0,870.0,
1737804725000,969.0,889.0,880.0,
1737804730000,970.0,888.0,877.0,
1737804735000,970.0,883.0,877.0,
1737804740000,972.0,875.0,877.0,
1737804745000,967.0,881.0,868.0,
1737804750000,970.0,883.0,870.0,
1737804755000,974.0,883.0,877.0,
1737804760000,969.0,882.0,870.0,
1737804765000,969.0,886.0,875.0,
1737804770000,972.0,888.0,875.0,
1737804775000,974.0,882.0,878.0,
1737804780000,974.0,878.0,883.0,
1737804785000,969.0,875.0,881.0,
1737804790000,969.0,877.0,883.0,
1737804795000,970.0,882.0,878.0,
1737804800000,970.0,893.0,877.0,
1737804805000,975.0,893.0,883.0,
1737804810000,970.0,885.0,885.0,
1737804815000,970.0,884.0,888.0,
1737804820000,971.0,884.0,885.0,
1737804825000,974.0,878.0,885.0,
1737804830000,,,845.0,
1737804835000,,,,
1737804855000,1000.0,1000.0,1000.0,1000.0
1737804860000,692.0,1000.0,152.0,201.0
1737804865000,805.0,35.0,462.0,457.0
1737804870000,841.0,421.0,583.0,594.0
1737804875000,856.0,566.0,642.0,658.0
1737804880000,876.0,630.0,677.0,708.0
1737804885000,885.0,675.0,706.0,725.0
1737804890000,901.0,710.0,745.0,761.0
1737804895000,908.0,726.0,748.0,767.0
1737804900000,905.0,743.0,755.0,780.0
1737804905000,907.0,750.0,756.0,773.0
1737804910000,911.0,754.0,766.0,789.0
1737804915000,916.0,766.0,776.0,798.0
1737804920000,938.0,772.0,836.0,854.0
1737804925000,937.0,841.0,837.0,858.0
1737804930000,941.0,841.0,842.0,864.0
1737804935000,947.0,849.0,853.0,868.0
1737804940000,943.0,844.0,855.0,863.0
1737804945000,944.0,850.0,852.0,866.0
1737804950000,940.0,841.0,843.0,860.0
1737804955000,933.0,844.0,844.0,861.0
1737804960000,941.0,844.0,856.0,865.0
1737804965000,942.0,851.0,862.0,880.0
1737804970000,936.0,858.0,858.0,871.0
1737804975000,932.0,858.0,857.0,869.0
1737804980000,931.0,856.0,857.0,871.0
1737804985000,929.0,855.0,853.0,874.0
1737804990000,928.0,853.0,859.0,868.0
1737804995000,925.0,848.0,852.0,867.0
1737805000000,930.0,859.0,862.0,877.0
1737805005000,922.0,855.0,861.0,877.0
1737805010000,922.0,861.0,865.0,879.0
1737805015000,927.0,866.0,874.0,886.0
1737805020000,926.0,867.0,867.0,883.0
1737805025000,925.0,865.0,864.0,879.0
1737805030000,935.0,866.0,875.0,887.0
1737805035000,937.0,867.0,873.0,886.0
1737805040000,929.0,873.0,870.0,886.0
1737805045000,932.0,875.0,880.0,897.0
1737805050000,933.0,876.0,873.0,893.0
1737805055000,932.0,873.0,872.0,896.0
1737805060000,933.0,872.0,871.0,892.0
1737805065000,932.0,872.0,868.0,891.0
1737805070000,933.0,868.0,865.0,880.0
1737805075000,933.0,866.0,861.0,884.0
1737805080000,932.0,865.0,866.0,883.0
1737805085000,931.0,866.0,865.0,885.0
1737805090000,929.0,862.0,860.0,877.0
1737805095000,927.0,863.0,857.0,881.0
1737805100000,938.0,860.0,,
1737805105000,,,,
