,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1737580630000,35121.2,32421.1,,,,,,,,,,,,,,,,,,,,,,,,
1737580635000,34365.03333333,31954.55,,,,,,,,,,,,,,,,,,,,,,,,
1737580640000,32782.75,31477.3,,,,,,,,,,,,,,,,,,,,,,,,
1737580645000,31359.6,31122.316666659997,,,,,,,,,,,,,,,,,,,,,,,,
1737580650000,34123.08333333,33975.63333333,,,,,,,,,,,,,,,,,,,,,,,,
1737580655000,31668.78333333,33799.0,,,,,,,,,,,,,,,,,,,,,,,,
1737580660000,30771.133333330003,30847.71666666,,,,,,,,,,,,,,,,,,,,,,,,
1737580665000,31373.183333330002,30064.183333330002,,,,,,,,,,,,,,,,,,,,,,,,
1737580670000,33533.716666659995,33357.55,,,,,,,,,,,,,,,,,,,,,,,,
1737580675000,33527.53333333,33312.733333330005,,,,,,,,,,,,,,,,,,,,,,,,
1737580680000,33633.31666666,33334.58333333,,,,,,,,,,,,,,,,,,,,,,,,
1737580685000,33313.68333333,33755.76666666,,,,,,,,,,,,,,,,,,,,,,,,
1737580690000,33165.3,35584.76666666,,,,,,,,,,,,,,,,,,,,,,,,
1737580695000,33882.4,35907.0,,,,,,,,,,,,,,,,,,,,,,,,
1737580700000,35410.66666666,35062.15,,,,,,,,,,,,,,,,,,,,,,,,
1737580705000,35742.81666666,33965.8,,,,,,,,,,,,,,,,,,,,,,,,
1737580710000,34271.2,33746.01666666,,,,,,,,,,,,,,,,,,,,,,,,
1737580715000,34422.56666666,34260.4,,,,,,,,,,,,,,,,,,,,,,,,
1737580720000,34077.81666666,33912.51666666,,,,,,,,,,,,,,,,,,,,,,,,
1737580725000,33975.35,35159.1,,,,,,,,,,,,,,,,,,,,,,,,
1737580730000,30142.85,29974.5,,,,,,,,,,,,,,,,,,,,,,,,
1737580735000,33345.18333333,32360.9,,,,,,,,,,,,,,,,,,,,,,,,
1737580740000,35350.0,35256.716666659995,,,,,,,,,,,,,,,,,,,,,,,,
1737580745000,35081.55,34362.3,,,,,,,,,,,,,,,,,,,,,,,,
1737580750000,35052.16666666,32682.883333330003,,,,,,,,,,,,,,,,,,,,,,,,
1737580755000,33193.18333333,32049.05,,,,,,,,,,,,,,,,,,,,,,,,
1737580760000,32127.11666666,33452.68333333,,,,,,,,,,,,,,,,,,,,,,,,
1737580765000,33442.45,34966.8,,,,,,,,,,,,,,,,,,,,,,,,
1737580770000,34385.93333333,34609.75,,,,,,,,,,,,,,,,,,,,,,,,
1737580775000,34782.78333333,34670.733333330005,,,,,,,,,,,,,,,,,,,,,,,,
1737580780000,35374.91666666,35290.61666666,,,,,,,,,,,,,,,,,,,,,,,,
1737580785000,35322.58333333,34111.41666666,,,,,,,,,,,,,,,,,,,,,,,,
1737580790000,37148.45,34612.25,,,,,,,,,,,,,,,,,,,,,,,,
1737580795000,31883.9,31899.15,,,,,,,,,,,,,,,,,,,,,,,,
1737580800000,29047.85,28296.266666659998,,,,,,,,,,,,,,,,,,,,,,,,
1737580805000,32094.2,32543.03333333,,,,,,,,,,,,,,,,,,,,,,,,
1737580810000,,,,,,,,,,,,,,,,,,,,,,,,,,
1737580835000,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1737580840000,3776.8,0.0,0.0,863.0833333333,,,,,,,,,,,,,,,,,,,,,,
1737580845000,6140.63333333,4288.31666667,3902.76666667,4495.31666667,,,,,,,,,,,,,,,,,,,,,,
1737580850000,6140.63333333,6356.15,6120.7,7138.51666666,,,,,,,,,,,,,,,,,,,,,,
1737580855000,9001.78333333,8951.08333333,8972.96666666,8906.58333333,,,,,,,,,,,,,,,,,,,,,,
1737580860000,10987.26666666,10971.28333333,11001.03333333,10920.56666666,,,,,,,,,,,,,,,,,,,,,,
1737580865000,13361.91666666,13523.83333333,13320.88333333,14745.28333333,,,,,,,,,,,,,,,,,,,,,,
1737580870000,16680.2,16911.51666666,16448.98333333,17807.96666666,,,,,,,,,,,,,,,,,,,,,,
1737580875000,19145.03333333,19037.11666666,19086.01666666,19665.35,,,,,,,,,,,,,,,,,,,,,,
1737580880000,22185.21666666,22048.65,22114.91666666,21940.066666659997,,,,,,,,,,,,,,,,,,,,,,
1737580885000,23660.35,23799.45,23465.4,24999.566666659997,,,,,,,,,,,,,,,,,,,,,,
1737580890000,26829.11666666,26681.65,26743.46666666,26605.3,,,,,,,,,,,,,,,,,,,,,,
1737580895000,29460.35,29410.71666666,29323.45,29259.833333330003,,,,,,,,,,,,,,,,,,,,,,
1737580900000,31337.383333330003,31152.61666666,31228.55,30801.21666666,,,,,,,,,,,,,,,,,,,,,,
1737580905000,30429.183333330002,30186.96666666,30170.083333330003,29803.16666666,,,,,,,,,,,,,,,,,,,,,,
1737580910000,29831.2,29467.78333333,29792.833333330003,30063.5,,,,,,,,,,,,,,,,,,,,,,
1737580915000,30325.833333330003,30152.4,30226.46666666,29983.433333330002,,,,,,,,,,,,,,,,,,,,,,
1737580920000,29794.85,29814.016666659998,29682.683333330002,31025.55,,,,,,,,,,,,,,,,,,,,,,
1737580925000,30458.05,30046.11666666,30355.333333330003,29117.9,,,,,,,,,,,,,,,,,,,,,,
1737580930000,29133.95,28641.266666659998,29219.78333333,27505.78333333,,,,,,,,,,,,,,,,,,,,,,
1737580935000,29995.566666659997,30254.73333333,29835.4,30125.316666659997,,,,,,,,,,,,,,,,,,,,,,
1737580940000,30700.15,30542.766666659998,30603.48333333,30357.65,,,,,,,,,,,,,,,,,,,,,,
1737580945000,30963.933333330002,30524.71666666,30988.15,30658.083333330003,,,,,,,,,,,,,,,,,,,,,,
1737580950000,31094.133333330003,30910.86666666,30987.016666659998,30679.35,,,,,,,,,,,,,,,,,,,,,,
1737580955000,30560.23333333,30686.333333330003,30418.016666659998,30695.15,,,,,,,,,,,,,,,,,,,,,,
1737580960000,31138.4,30975.183333330002,31048.45,30877.516666659998,,,,,,,,,,,,,,,,,,,,,,
1737580965000,30658.6,30500.66666666,30562.1,30348.05,,,,,,,,,,,,,,,,,,,,,,
1737580970000,30947.71666666,30763.516666659998,30824.333333330003,30249.21666666,,,,,,,,,,,,,,,,,,,,,,
1737580975000,30135.85,29975.65,30044.2,30035.15,,,,,,,,,,,,,,,,,,,,,,
1737580980000,31021.383333330003,30958.73333333,30897.016666659998,30206.61666666,,,,,,,,,,,,,,,,,,,,,,
1737580985000,30638.1,30493.53333333,30565.15,30582.98333333,,,,,,,,,,,,,,,,,,,,,,
1737580990000,31465.0,31298.36666666,31367.883333330003,31108.333333330003,,,,,,,,,,,,,,,,,,,,,,
1737580995000,30175.05,29585.4,30143.583333330003,29786.35,,,,,,,,,,,,,,,,,,,,,,
1737581000000,28518.333333330003,28376.633333330003,28447.53333333,28218.8,,,,,,,,,,,,,,,,,,,,,,
1737581005000,30630.316666659997,31002.133333330003,30464.91666666,30148.2,,,,,,,,,,,,,,,,,,,,,,
1737581010000,30340.45,30214.55,30279.55,30861.28333333,,,,,,,,,,,,,,,,,,,,,,
1737581015000,30745.85,30555.0,30671.883333330003,30516.066666659997,,,,,,,,,,,,,,,,,,,,,,
1737581020000,30442.066666659997,30320.1,30388.03333333,30693.96666666,,,,,,,,,,,,,,,,,,,,,,
1737581025000,30954.61666666,30319.16666666,30885.633333330003,30113.333333330003,,,,,,,,,,,,,,,,,,,,,,
1737581030000,30511.96666666,30675.96666666,30518.833333330003,30302.78333333,,,,,,,,,,,,,,,,,,,,,,
1737581035000,31062.316666659997,30887.96666666,30961.61666666,30727.11666666,,,,,,,,,,,,,,,,,,,,,,
1737581040000,31392.133333330003,31206.933333330002,31289.766666659998,30243.96666666,,,,,,,,,,,,,,,,,,,,,,
1737581045000,30585.1,30405.1,30479.46666666,30209.96666666,,,,,,,,,,,,,,,,,,,,,,
1737581050000,31013.35,30842.3,30877.16666666,30680.933333330002,,,,,,,,,,,,,,,,,,,,,,
1737581055000,30400.61666666,30476.65,30305.016666659998,30367.833333330003,,,,,,,,,,,,,,,,,,,,,,
1737581060000,31546.5,31349.333333330003,31427.41666666,31182.16666666,,,,,,,,,,,,,,,,,,,,,,
1737581065000,29303.66666666,28862.78333333,29277.21666666,27756.266666659998,,,,,,,,,,,,,,,,,,,,,,
1737581070000,28827.28333333,29068.316666659997,28645.7,29463.5,,,,,,,,,,,,,,,,,,,,,,
1737581075000,29775.016666659998,29222.98333333,29746.23333333,29986.266666659998,,,,,,,,,,,,,,,,,,,,,,
1737581080000,30388.183333330002,30179.05,30255.15,28720.23333333,,,,,,,,,,,,,,,,,,,,,,
1737581085000,,,,,,,,,,,,,,,,,,,,,,,,,,
1737581110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
1737581115000,610.5333333333,0.0,0.0,0.0,689.6333333333,0.0,701.2166666666,0.0,,,,,,,,,,,,,,,,,,
1737581120000,2719.7,2075.5333333332997,2285.4333333332997,723.9666666666,2877.1833333332997,1900.1166666666,2888.2166666666,1952.2833333332999,,,,,,,,,,,,,,,,,,
1737581125000,4776.83333333,3992.53333333,4152.91666667,2929.4666666666,4731.3,3758.58333333,4688.76666667,3776.35,,,,,,,,,,,,,,,,,,
1737581130000,6439.03333333,5543.45,6076.866666670001,4766.45,6391.3,5563.95,6330.25,5525.65,,,,,,,,,,,,,,,,,,
1737581135000,8780.383333329999,7484.31666666,7618.15,6428.46666667,8718.15,7498.5,8626.35,7455.76666666,,,,,,,,,,,,,,,,,,
1737581140000,11123.01666666,10347.533333329999,10774.8,8762.9,11035.83333333,10363.6,10925.08333333,10306.05,,,,,,,,,,,,,,,,,,
1737581145000,12948.966666659999,12430.5,12733.18333333,11098.31666666,12968.116666659998,12016.883333329999,12917.966666659999,12043.516666659998,,,,,,,,,,,,,,,,,,
1737581150000,14897.95,14287.91666666,14612.133333329999,13122.25,14782.516666659998,14304.366666659998,14641.31666666,14233.16666666,,,,,,,,,,,,,,,,,,
1737581155000,17076.71666666,16319.7,16459.96666666,15004.81666666,16939.566666659997,16351.41666666,16766.78333333,16256.98333333,,,,,,,,,,,,,,,,,,
1737581160000,19397.0,18376.016666659998,18549.766666659998,17032.53333333,19226.75,18014.36666666,19116.93333333,17915.93333333,,,,,,,,,,,,,,,,,,
1737581165000,21678.11666666,20262.016666659998,20952.28333333,19433.55,21450.11666666,20297.516666659998,21329.11666666,20181.95,,,,,,,,,,,,,,,,,,
1737581170000,23556.133333330003,22634.41666666,23097.683333330002,21685.55,23174.75,22675.233333329998,23275.11666666,22547.08333333,,,,,,,,,,,,,,,,,,
1737581175000,25023.066666659997,24907.96666666,25157.78333333,23656.98333333,24738.16666666,24952.633333330003,24472.016666659998,24814.36666666,,,,,,,,,,,,,,,,,,
1737581180000,25427.766666659998,25053.066666659997,24897.66666666,24844.73333333,25045.53333333,24839.23333333,24752.683333330002,24637.266666659998,,,,,,,,,,,,,,,,,,
1737581185000,25606.73333333,25362.516666659998,25394.41666666,25146.75,25342.78333333,25214.266666659998,25186.633333330003,25034.1,,,,,,,,,,,,,,,,,,
1737581190000,25762.95,25736.633333330003,25796.183333330002,25600.7,25556.16666666,25769.15,25543.9,25632.71666666,,,,,,,,,,,,,,,,,,
1737581195000,25510.73333333,26103.48333333,25878.53333333,26008.15,25296.11666666,26148.3,25045.53333333,26004.23333333,,,,,,,,,,,,,,,,,,
1737581200000,24847.1,25144.016666659998,24402.15,25440.833333330003,24646.28333333,25002.95,24400.016666659998,25039.1,,,,,,,,,,,,,,,,,,
1737581205000,25985.16666666,25673.833333330003,25130.066666659997,24781.35,25653.16666666,25907.95,25318.23333333,25718.78333333,,,,,,,,,,,,,,,,,,
1737581210000,26283.35,25567.21666666,25606.633333330003,25713.583333330003,25999.28333333,25619.016666659998,25823.9,25469.95,,,,,,,,,,,,,,,,,,
1737581215000,26428.11666666,25755.41666666,26161.583333330003,26125.7,26142.71666666,25797.083333330003,25986.05,25655.96666666,,,,,,,,,,,,,,,,,,
1737581220000,25981.7,26016.45,26160.48333333,26395.28333333,25788.6,26452.633333330003,25443.066666659997,26305.383333330003,,,,,,,,,,,,,,,,,,
1737581225000,25772.28333333,26363.45,25791.066666659997,25845.6,25619.583333330003,26396.05,25256.15,26253.65,,,,,,,,,,,,,,,,,,
1737581230000,26242.883333330003,26301.85,25654.35,25644.11666666,26221.36666666,26062.11666666,25624.98333333,26109.566666659997,,,,,,,,,,,,,,,,,,
1737581235000,26623.25,26312.36666666,25822.0,26014.633333330003,26406.766666659998,26064.016666659998,26137.6,25970.0,,,,,,,,,,,,,,,,,,
1737581240000,26044.61666666,25984.61666666,26001.7,26554.41666666,25902.3,26232.65,25663.4,26087.383333330003,,,,,,,,,,,,,,,,,,
1737581245000,26052.083333330003,25986.566666659997,25940.183333330002,26073.3,25838.3,26465.95,25565.25,26317.133333330003,,,,,,,,,,,,,,,,,,
1737581250000,26176.266666659998,26113.766666659998,25780.266666659998,25967.8,25963.516666659998,26163.21666666,25564.4,26017.03333333,,,,,,,,,,,,,,,,,,
1737581255000,26288.41666666,26157.633333330003,26153.516666659998,25940.333333330003,26074.5,26203.91666666,25808.633333330003,26054.65,,,,,,,,,,,,,,,,,,
1737581260000,26688.55,26384.25,26274.8,26221.41666666,26504.133333330003,26369.73333333,26238.316666659997,26088.5,,,,,,,,,,,,,,,,,,
1737581265000,25988.85,26033.95,25856.583333330003,26618.41666666,25778.516666659998,26084.96666666,25516.4,25943.016666659998,,,,,,,,,,,,,,,,,,
1737581270000,25890.48333333,26114.61666666,25293.933333330002,25920.25,25523.35,25973.41666666,25475.53333333,26016.36666666,,,,,,,,,,,,,,,,,,
1737581275000,26373.86666666,26452.933333330002,25941.016666659998,25883.833333330003,26208.61666666,26283.91666666,25867.833333330003,26135.833333330003,,,,,,,,,,,,,,,,,,
1737581280000,26529.36666666,26152.3,25894.73333333,26277.016666659998,26293.316666659997,26200.53333333,26077.133333330003,26053.0,,,,,,,,,,,,,,,,,,
1737581285000,26549.48333333,26109.5,26034.21666666,26516.91666666,26249.75,26168.75,26104.35,26021.9,,,,,,,,,,,,,,,,,,
1737581290000,26195.35,25984.8,26199.883333330003,26532.833333330003,25895.933333330002,26311.71666666,25721.21666666,25980.0,,,,,,,,,,,,,,,,,,
1737581295000,26077.05,25792.78333333,26089.78333333,26181.65,25759.48333333,26130.78333333,25614.11666666,25933.11666666,,,,,,,,,,,,,,,,,,
1737581300000,26105.8,26275.66666666,26229.516666659998,26017.183333330002,25861.083333330003,26554.9,25594.75,26407.23333333,,,,,,,,,,,,,,,,,,
1737581305000,25622.55,25970.98333333,25617.1,25997.6,25485.66666666,26017.21666666,25138.48333333,25876.1,,,,,,,,,,,,,,,,,,
1737581310000,26060.23333333,26154.53333333,25690.53333333,25752.25,25841.433333330002,26189.73333333,25463.383333330003,26044.566666659997,,,,,,,,,,,,,,,,,,
1737581315000,26069.933333330002,26207.1,25565.98333333,25839.05,25849.7,26005.316666659997,25585.95,25928.266666659998,,,,,,,,,,,,,,,,,,
1737581320000,26319.6,26213.683333330002,26066.1,26001.433333330002,26068.833333330003,26245.7,25803.433333330002,26124.85,,,,,,,,,,,,,,,,,,
1737581325000,26310.96666666,25983.23333333,26022.78333333,26235.78333333,26012.383333330003,25977.833333330003,25844.75,25780.41666666,,,,,,,,,,,,,,,,,,
1737581330000,26152.21666666,25976.8,26467.86666666,26281.8,26078.816666659997,26249.45,25604.8,25873.46666666,,,,,,,,,,,,,,,,,,
1737581335000,25437.23333333,25794.316666659997,25619.86666666,26012.21666666,25229.683333330002,26054.23333333,25061.183333330002,25899.683333330002,,,,,,,,,,,,,,,,,,
1737581340000,26308.48333333,25715.766666659998,25936.333333330003,25454.883333330003,26110.66666666,25762.05,25798.45,25620.066666659997,,,,,,,,,,,,,,,,,,
1737581345000,26339.78333333,26892.65,26224.03333333,26164.48333333,26201.883333330003,26766.7,25826.883333330003,26645.183333330002,,,,,,,,,,,,,,,,,,
1737581350000,26532.41666666,26495.833333330003,26029.71666666,26212.133333330003,26394.75,26270.1,26046.016666659998,26355.91666666,,,,,,,,,,,,,,,,,,
1737581355000,26276.11666666,26345.3,26233.45,26407.41666666,26058.15,26391.11666666,25791.41666666,26247.0,,,,,,,,,,,,,,,,,,
1737581360000,,,,26197.65,,,,,,,,,,,,,,,,,,,,,,
1737581365000,,,,,,,,,,,,,,,,,,,,,,,,,,
1737581380000,0.0,0.0,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,
1737581385000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1737581390000,1447.9166666666,1452.8333333332998,0.0,1464.4666666666,0.0,147.75,862.5833333333,170.4333333333,448.55,912.3666666666,1455.1833333332997,0.0,138.6666666666,886.6,1453.3,0.0,,,,,,,,,,
1737581395000,2629.5166666666,2640.45,1434.8333333333,2660.7333333333,930.3833333333,1626.8,2262.2333333333,1730.0333333332999,1955.9833333333,2258.0,2643.8833333333,1449.5166666666,1633.5833333332998,2227.2333333333,2637.6833333332997,1338.3333333333,,,,,,,,,,
1737581400000,4027.63333333,4040.53333333,2606.9833333333,4080.01666667,2275.1333333333,2934.65,3789.51666667,3034.45,3348.86666667,3830.75,4056.35,2631.6666666666,2903.6166666665995,3752.61666667,4045.93333333,2610.7166666666,,,,,,,,,,
1737581405000,5910.8,5946.566666670001,4020.85,5984.8,3862.2,4079.43333333,5309.65,4165.78333333,4776.68333333,5349.76666667,5952.183333329999,4061.53333333,4111.6,5220.36666667,5934.75,3942.48333333,,,,,,,,,,
1737581410000,7527.08333333,7575.65,5866.71666667,7625.733333329999,5342.43333333,6298.183333329999,7112.86666666,6415.03333333,6760.7,7101.28333333,7581.11666666,5923.21666667,6330.866666670001,6994.26666666,7560.46666666,5804.266666670001,,,,,,,,,,
1737581415000,8943.86666666,8998.16666666,7473.31666666,9068.51666666,7157.66666666,7746.83333333,8534.15,7891.85,8154.56666666,8531.36666666,9003.91666666,7544.33333333,7785.83333333,8394.31666666,8981.0,7473.33333333,,,,,,,,,,
1737581420000,10338.45,10416.46666666,8883.26666666,10483.95,8604.73333333,9089.4,10011.85,9257.883333329999,9555.41666666,9993.633333329999,10424.4,9095.4,9119.55,9848.36666666,10395.76666666,8892.56666666,,,,,,,,,,
1737581425000,12056.98333333,12131.06666666,10276.85,12239.33333333,10071.46666666,10525.05,11655.516666659998,10718.23333333,11199.0,11688.883333329999,12144.4,10373.41666666,10575.26666666,11496.8,12140.43333333,10288.68333333,,,,,,,,,,
