,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1736779945000,9.0,19.0,0.0,19.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,31320000.0,1845.0,21741000.0,571.0,1024.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779950000,9.0,19.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,2790000.0,1845.0,1776000.0,3165000.0,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779955000,9.0,5.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,1.0,665000.0,843.0,7780.0,54.0,887.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779960000,9.0,10.0,19.0,19.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,9.0,2304000.0,660.0,3912000.0,1894000.0,905.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779965000,9.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,10.0,2560000.0,660.0,1306000.0,9.0,992.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779970000,9.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,10.0,2560000.0,660.0,256000.0,256000.0,1246.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779975000,10.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,45530000.0,80.0,6.0,1019.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779980000,9.0,19.0,0.0,17.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,153.0,103842000.0,70125.0,262.0,5856.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779985000,0.0,14.0,0.0,14.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,8.0,713.0,1022.0,18831000.0,1143.0,700000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779990000,9.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,266823000.0,724.0,29260000.0,272.0,9173.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779995000,9.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,1274.0,1537.0,468.0,201.0,532.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780000000,10.0,19.0,18.0,18.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,10.0,10.0,85220000.0,1231.0,576.0,604.0,947.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780005000,8.0,18.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,164.0,1772.0,265.0,215.0,783.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780010000,9.0,19.0,19.0,17.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,27936000.0,1935.0,567.0,24308000.0,2146.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780015000,9.0,15.0,19.0,11.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,771.0,1139.0,825.0,359.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780020000,10.0,19.0,2.0,19.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,9.0,3942000.0,771.0,70864.0,1189.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780025000,10.0,20.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,9.0,2628000.0,3919.0,500.0,9386000.0,16609.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780030000,9.0,19.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,4887000.0,1146.0,4553000.0,10709000.0,2558.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780035000,9.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0,1.0,6.0,845.0,11351000.0,111281.0,846.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780040000,9.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,5.0,160.0,802.0,29647000.0,281.0,496.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780045000,9.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,424.0,657.0,26823000.0,642.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780050000,9.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,9.0,472.0,815.0,399.0,24268000.0,165.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780055000,1.0,6.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,115.0,88941000.0,463328.0,1119.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780060000,9.0,16.0,20.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,9.0,204309000.0,627.0,19925000.0,19684000.0,1014.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780065000,9.0,19.0,0.0,20.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,10.0,36390000.0,627.0,9617000.0,19684000.0,1001.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780070000,9.0,9.0,4.0,13.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,9.0,51921000.0,1098.0,18629000.0,478.0,597.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780075000,9.0,18.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,5.0,588.0,2746.0,26350000.0,14756000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736780080000,,,,0.0,,,,,,,0.0,,,,,,,67489.0,,,
1736780085000,,,,,,,,,,,,,,,,,,,,,
