,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
1701851220000,1000.0,,,,,,,,
1701851225000,1000.0,,,,,,,,
1701851230000,1000.0,,,,,,,,
1701851235000,1000.0,,,,,,,,
1701851240000,1000.0,,,,,,,,
1701851245000,1000.0,,,,,,,,
1701851250000,1000.0,,,,,,,,
1701851255000,1000.0,,,,,,,,
1701851260000,1000.0,,,,,,,,
1701851265000,1000.0,,,,,,,,
1701851270000,1000.0,,,,,,,,
1701851275000,1000.0,,,,,,,,
1701851280000,1000.0,,,,,,,,
1701851285000,1000.0,,,,,,,,
1701851290000,1000.0,,,,,,,,
1701851295000,1000.0,,,,,,,,
1701851300000,1000.0,,,,,,,,
1701851305000,1000.0,,,,,,,,
1701851310000,1000.0,,,,,,,,
1701851315000,1000.0,,,,,,,,
1701851320000,1000.0,,,,,,,,
1701851325000,1000.0,,,,,,,,
1701851330000,1000.0,,,,,,,,
1701851335000,1000.0,,,,,,,,
1701851340000,1000.0,,,,,,,,
1701851345000,1000.0,,,,,,,,
1701851350000,1000.0,,,,,,,,
1701851355000,1000.0,,,,,,,,
1701851360000,1000.0,,,,,,,,
1701851365000,1000.0,,,,,,,,
1701851370000,1000.0,,,,,,,,
1701851375000,1000.0,,,,,,,,
1701851380000,1000.0,,,,,,,,
1701851385000,1000.0,,,,,,,,
1701851390000,1000.0,,,,,,,,
1701851395000,1000.0,,,,,,,,
1701851400000,,,,,,,,,
1701851450000,1000.0,1000.0,,,,,,,
1701851455000,856.0,157.0,,,,,,,
1701851460000,928.0,172.0,,,,,,,
1701851465000,952.0,447.0,,,,,,,
1701851470000,964.0,486.0,,,,,,,
1701851475000,972.0,554.0,,,,,,,
1701851480000,976.0,572.0,,,,,,,
1701851485000,980.0,559.0,,,,,,,
1701851490000,982.0,574.0,,,,,,,
1701851495000,984.0,593.0,,,,,,,
1701851500000,986.0,613.0,,,,,,,
1701851505000,987.0,628.0,,,,,,,
1701851510000,988.0,649.0,,,,,,,
1701851515000,1000.0,704.0,,,,,,,
1701851520000,1000.0,753.0,,,,,,,
1701851525000,1000.0,730.0,,,,,,,
1701851530000,1000.0,745.0,,,,,,,
1701851535000,1000.0,740.0,,,,,,,
1701851540000,1000.0,754.0,,,,,,,
1701851545000,1000.0,759.0,,,,,,,
1701851550000,1000.0,765.0,,,,,,,
1701851555000,1000.0,767.0,,,,,,,
1701851560000,1000.0,772.0,,,,,,,
1701851565000,1000.0,774.0,,,,,,,
1701851570000,1000.0,754.0,,,,,,,
1701851575000,1000.0,749.0,,,,,,,
1701851580000,1000.0,753.0,,,,,,,
1701851585000,1000.0,751.0,,,,,,,
1701851590000,1000.0,749.0,,,,,,,
1701851595000,1000.0,754.0,,,,,,,
1701851600000,1000.0,746.0,,,,,,,
1701851605000,1000.0,768.0,,,,,,,
1701851610000,1000.0,765.0,,,,,,,
1701851615000,1000.0,768.0,,,,,,,
1701851620000,1000.0,763.0,,,,,,,
1701851625000,1000.0,752.0,,,,,,,
1701851630000,1000.0,766.0,,,,,,,
1701851635000,1000.0,763.0,,,,,,,
1701851640000,1000.0,759.0,,,,,,,
1701851645000,1000.0,758.0,,,,,,,
1701851650000,1000.0,747.0,,,,,,,
1701851655000,1000.0,747.0,,,,,,,
1701851660000,1000.0,758.0,,,,,,,
1701851665000,1000.0,748.0,,,,,,,
1701851670000,1000.0,749.0,,,,,,,
1701851675000,1000.0,751.0,,,,,,,
1701851680000,1000.0,747.0,,,,,,,
1701851685000,1000.0,743.0,,,,,,,
1701851690000,1000.0,743.0,,,,,,,
1701851695000,1000.0,743.0,,,,,,,
1701851700000,1000.0,724.0,,,,,,,
1701851705000,1000.0,742.0,,,,,,,
1701851710000,1000.0,746.0,,,,,,,
1701851715000,1000.0,720.0,,,,,,,
1701851720000,1000.0,716.0,,,,,,,
1701851725000,1000.0,713.0,,,,,,,
1701851730000,1000.0,715.0,,,,,,,
1701851735000,1000.0,710.0,,,,,,,
1701851740000,1000.0,725.0,,,,,,,
1701851745000,1000.0,728.0,,,,,,,
1701851750000,1000.0,731.0,,,,,,,
1701851755000,1000.0,734.0,,,,,,,
1701851760000,1000.0,753.0,,,,,,,
1701851765000,1000.0,744.0,,,,,,,
1701851770000,1000.0,752.0,,,,,,,
1701851775000,1000.0,782.0,,,,,,,
1701851780000,995.0,776.0,,,,,,,
1701851785000,995.0,794.0,,,,,,,
1701851790000,995.0,792.0,,,,,,,
1701851795000,995.0,785.0,,,,,,,
1701851800000,995.0,774.0,,,,,,,
1701851805000,995.0,778.0,,,,,,,
1701851810000,995.0,770.0,,,,,,,
1701851815000,995.0,776.0,,,,,,,
1701851820000,995.0,775.0,,,,,,,
1701851825000,995.0,773.0,,,,,,,
1701851830000,995.0,778.0,,,,,,,
1701851835000,995.0,771.0,,,,,,,
1701851840000,1000.0,771.0,,,,,,,
1701851845000,1000.0,763.0,,,,,,,
1701851850000,1000.0,770.0,,,,,,,
1701851855000,1000.0,769.0,,,,,,,
1701851860000,1000.0,761.0,,,,,,,
1701851865000,1000.0,766.0,,,,,,,
1701851870000,1000.0,779.0,,,,,,,
1701851875000,1000.0,767.0,,,,,,,
1701851880000,1000.0,774.0,,,,,,,
1701851885000,1000.0,780.0,,,,,,,
1701851890000,1000.0,772.0,,,,,,,
1701851895000,1000.0,782.0,,,,,,,
1701851900000,1000.0,787.0,,,,,,,
1701851905000,,,,,,,,,
1701851950000,,1000.0,,,,,,,
1701851955000,1000.0,726.0,777.0,,,,,,
1701851960000,931.0,724.0,719.0,,,,,,
1701851965000,892.0,761.0,813.0,,,,,,
1701851970000,856.0,655.0,817.0,,,,,,
1701851975000,885.0,602.0,764.0,,,,,,
1701851980000,904.0,625.0,743.0,,,,,,
1701851985000,918.0,644.0,748.0,,,,,,
1701851990000,928.0,669.0,758.0,,,,,,
1701851995000,936.0,670.0,745.0,,,,,,
1701852000000,943.0,660.0,724.0,,,,,,
1701852005000,948.0,676.0,725.0,,,,,,
1701852010000,952.0,685.0,721.0,,,,,,
1701852015000,952.0,691.0,714.0,,,,,,
1701852020000,964.0,696.0,719.0,,,,,,
1701852025000,980.0,690.0,687.0,,,,,,
1701852030000,1000.0,728.0,683.0,,,,,,
1701852035000,1000.0,761.0,701.0,,,,,,
1701852040000,1000.0,753.0,704.0,,,,,,
1701852045000,1000.0,757.0,698.0,,,,,,
1701852050000,1000.0,758.0,698.0,,,,,,
1701852055000,1000.0,763.0,702.0,,,,,,
1701852060000,1000.0,785.0,716.0,,,,,,
1701852065000,1000.0,783.0,717.0,,,,,,
1701852070000,1000.0,784.0,719.0,,,,,,
1701852075000,1000.0,790.0,718.0,,,,,,
1701852080000,1000.0,788.0,714.0,,,,,,
1701852085000,1000.0,780.0,712.0,,,,,,
1701852090000,1000.0,784.0,715.0,,,,,,
1701852095000,1000.0,780.0,708.0,,,,,,
1701852100000,1000.0,794.0,714.0,,,,,,
1701852105000,1000.0,796.0,719.0,,,,,,
1701852110000,1000.0,794.0,716.0,,,,,,
1701852115000,1000.0,799.0,708.0,,,,,,
1701852120000,1000.0,787.0,703.0,,,,,,
1701852125000,1000.0,790.0,712.0,,,,,,
1701852130000,1000.0,789.0,719.0,,,,,,
1701852135000,1000.0,784.0,727.0,,,,,,
1701852140000,1000.0,777.0,724.0,,,,,,
1701852145000,1000.0,789.0,741.0,,,,,,
1701852150000,1000.0,782.0,727.0,,,,,,
1701852155000,1000.0,780.0,726.0,,,,,,
1701852160000,1000.0,773.0,720.0,,,,,,
1701852165000,1000.0,761.0,710.0,,,,,,
1701852170000,1000.0,757.0,705.0,,,,,,
1701852175000,1000.0,750.0,706.0,,,,,,
1701852180000,1000.0,745.0,706.0,,,,,,
1701852185000,1000.0,742.0,695.0,,,,,,
1701852190000,1000.0,745.0,690.0,,,,,,
1701852195000,1000.0,742.0,680.0,,,,,,
1701852200000,1000.0,761.0,683.0,,,,,,
1701852205000,1000.0,773.0,682.0,,,,,,
1701852210000,1000.0,782.0,698.0,,,,,,
1701852215000,1000.0,791.0,703.0,,,,,,
1701852220000,1000.0,793.0,706.0,,,,,,
1701852225000,1000.0,795.0,710.0,,,,,,
1701852230000,1000.0,793.0,713.0,,,,,,
1701852235000,1000.0,803.0,726.0,,,,,,
1701852240000,1000.0,816.0,733.0,,,,,,
1701852245000,1000.0,815.0,732.0,,,,,,
1701852250000,1000.0,809.0,734.0,,,,,,
1701852255000,1000.0,808.0,736.0,,,,,,
1701852260000,1000.0,800.0,738.0,,,,,,
1701852265000,1000.0,785.0,733.0,,,,,,
1701852270000,1000.0,779.0,724.0,,,,,,
1701852275000,1000.0,776.0,715.0,,,,,,
1701852280000,1000.0,765.0,712.0,,,,,,
1701852285000,1000.0,769.0,710.0,,,,,,
1701852290000,1000.0,770.0,708.0,,,,,,
1701852295000,1000.0,761.0,698.0,,,,,,
1701852300000,1000.0,753.0,690.0,,,,,,
1701852305000,1000.0,750.0,692.0,,,,,,
1701852310000,1000.0,756.0,696.0,,,,,,
1701852315000,1000.0,759.0,697.0,,,,,,
1701852320000,1000.0,756.0,705.0,,,,,,
1701852325000,1000.0,767.0,709.0,,,,,,
1701852330000,1000.0,759.0,702.0,,,,,,
1701852335000,1000.0,751.0,701.0,,,,,,
1701852340000,1000.0,761.0,696.0,,,,,,
1701852345000,1000.0,760.0,692.0,,,,,,
1701852350000,1000.0,763.0,692.0,,,,,,
1701852355000,1000.0,773.0,702.0,,,,,,
1701852360000,1000.0,778.0,707.0,,,,,,
1701852365000,1000.0,780.0,707.0,,,,,,
1701852370000,1000.0,772.0,700.0,,,,,,
1701852375000,1000.0,768.0,699.0,,,,,,
1701852380000,1000.0,765.0,695.0,,,,,,
1701852385000,1000.0,754.0,690.0,,,,,,
1701852390000,1000.0,749.0,690.0,,,,,,
1701852395000,1000.0,764.0,703.0,,,,,,
1701852400000,1000.0,754.0,704.0,,,,,,
1701852405000,1000.0,,,,,,,,
1701852410000,1000.0,1000.0,1000.0,,,,,,
1701852415000,,,,,,,,,
1701852460000,1000.0,,,1000.0,,,,,
1701852465000,822.0,608.0,1000.0,610.0,,,,,
1701852470000,761.0,465.0,622.0,467.0,,,,,
1701852475000,841.0,521.0,459.0,576.0,,,,,
1701852480000,881.0,509.0,514.0,546.0,,,,,
1701852485000,905.0,500.0,483.0,517.0,,,,,
1701852490000,921.0,526.0,476.0,551.0,,,,,
1701852495000,932.0,547.0,502.0,576.0,,,,,
1701852500000,941.0,568.0,522.0,598.0,,,,,
1701852505000,947.0,572.0,542.0,598.0,,,,,
1701852510000,953.0,581.0,539.0,598.0,,,,,
1701852515000,957.0,577.0,547.0,585.0,,,,,
1701852520000,961.0,568.0,555.0,583.0,,,,,
1701852525000,975.0,560.0,548.0,587.0,,,,,
1701852530000,1000.0,595.0,538.0,629.0,,,,,
1701852535000,1000.0,602.0,577.0,625.0,,,,,
1701852540000,1000.0,619.0,580.0,643.0,,,,,
1701852545000,1000.0,638.0,600.0,679.0,,,,,
1701852550000,1000.0,648.0,619.0,677.0,,,,,
1701852555000,1000.0,653.0,625.0,676.0,,,,,
1701852560000,1000.0,640.0,629.0,658.0,,,,,
1701852565000,1000.0,648.0,621.0,674.0,,,,,
1701852570000,1000.0,655.0,633.0,682.0,,,,,
1701852575000,1000.0,670.0,639.0,697.0,,,,,
1701852580000,1000.0,681.0,645.0,714.0,,,,,
1701852585000,1000.0,697.0,653.0,721.0,,,,,
1701852590000,1000.0,690.0,668.0,704.0,,,,,
1701852595000,1000.0,680.0,656.0,687.0,,,,,
1701852600000,1000.0,685.0,649.0,698.0,,,,,
1701852605000,1000.0,687.0,654.0,700.0,,,,,
1701852610000,1000.0,685.0,654.0,706.0,,,,,
1701852615000,1000.0,688.0,655.0,702.0,,,,,
1701852620000,1000.0,705.0,657.0,716.0,,,,,
1701852625000,1000.0,699.0,667.0,722.0,,,,,
1701852630000,1000.0,704.0,662.0,732.0,,,,,
1701852635000,1000.0,697.0,661.0,734.0,,,,,
1701852640000,1000.0,705.0,655.0,723.0,,,,,
1701852645000,1000.0,707.0,669.0,723.0,,,,,
1701852650000,1000.0,708.0,670.0,733.0,,,,,
1701852655000,1000.0,717.0,672.0,743.0,,,,,
1701852660000,1000.0,716.0,682.0,740.0,,,,,
1701852665000,1000.0,718.0,682.0,735.0,,,,,
1701852670000,1000.0,715.0,696.0,739.0,,,,,
1701852675000,1000.0,713.0,703.0,746.0,,,,,
1701852680000,1000.0,708.0,701.0,748.0,,,,,
1701852685000,1000.0,714.0,701.0,749.0,,,,,
1701852690000,1000.0,699.0,704.0,744.0,,,,,
1701852695000,1000.0,704.0,698.0,746.0,,,,,
1701852700000,1000.0,705.0,698.0,750.0,,,,,
1701852705000,1000.0,703.0,698.0,756.0,,,,,
1701852710000,1000.0,708.0,699.0,755.0,,,,,
1701852715000,1000.0,701.0,700.0,757.0,,,,,
1701852720000,1000.0,702.0,694.0,753.0,,,,,
1701852725000,1000.0,699.0,695.0,741.0,,,,,
1701852730000,1000.0,700.0,682.0,741.0,,,,,
1701852735000,1000.0,691.0,673.0,733.0,,,,,
1701852740000,1000.0,690.0,669.0,726.0,,,,,
1701852745000,1000.0,683.0,666.0,715.0,,,,,
1701852750000,1000.0,696.0,663.0,714.0,,,,,
1701852755000,1000.0,702.0,678.0,713.0,,,,,
1701852760000,1000.0,700.0,686.0,715.0,,,,,
1701852765000,1000.0,693.0,679.0,709.0,,,,,
1701852770000,1000.0,695.0,673.0,710.0,,,,,
1701852775000,1000.0,696.0,677.0,702.0,,,,,
1701852780000,1000.0,694.0,678.0,707.0,,,,,
1701852785000,1000.0,686.0,674.0,702.0,,,,,
1701852790000,1000.0,676.0,670.0,690.0,,,,,
1701852795000,1000.0,677.0,665.0,690.0,,,,,
1701852800000,1000.0,666.0,665.0,682.0,,,,,
1701852805000,1000.0,670.0,656.0,684.0,,,,,
1701852810000,1000.0,670.0,658.0,687.0,,,,,
1701852815000,1000.0,667.0,654.0,691.0,,,,,
1701852820000,1000.0,670.0,652.0,691.0,,,,,
1701852825000,1000.0,673.0,656.0,695.0,,,,,
1701852830000,1000.0,680.0,658.0,698.0,,,,,
1701852835000,1000.0,690.0,669.0,711.0,,,,,
1701852840000,1000.0,676.0,677.0,692.0,,,,,
1701852845000,1000.0,685.0,666.0,702.0,,,,,
1701852850000,1000.0,699.0,675.0,713.0,,,,,
1701852855000,1000.0,710.0,688.0,718.0,,,,,
1701852860000,1000.0,718.0,695.0,726.0,,,,,
1701852865000,1000.0,724.0,701.0,734.0,,,,,
1701852870000,1000.0,723.0,708.0,739.0,,,,,
1701852875000,1000.0,724.0,708.0,739.0,,,,,
1701852880000,1000.0,724.0,706.0,734.0,,,,,
1701852885000,1000.0,726.0,705.0,726.0,,,,,
1701852890000,1000.0,727.0,708.0,725.0,,,,,
1701852895000,1000.0,728.0,701.0,718.0,,,,,
1701852900000,1000.0,744.0,701.0,734.0,,,,,
1701852905000,1000.0,746.0,717.0,739.0,,,,,
1701852910000,1000.0,738.0,712.0,728.0,,,,,
1701852915000,,,701.0,,,,,,
1701852920000,,,,,,,,,
1701852960000,1000.0,,1000.0,,,,,,
1701852965000,715.0,407.0,440.0,1000.0,1000.0,,,,
1701852970000,814.0,561.0,566.0,442.0,420.0,,,,
1701852975000,876.0,495.0,505.0,601.0,565.0,,,,
1701852980000,907.0,535.0,511.0,583.0,508.0,,,,
1701852985000,926.0,499.0,476.0,601.0,509.0,,,,
1701852990000,938.0,487.0,477.0,572.0,477.0,,,,
1701852995000,947.0,489.0,488.0,544.0,467.0,,,,
1701853000000,954.0,489.0,497.0,548.0,486.0,,,,
1701853005000,959.0,502.0,520.0,542.0,484.0,,,,
1701853010000,963.0,506.0,530.0,557.0,514.0,,,,
1701853015000,967.0,507.0,533.0,563.0,520.0,,,,
1701853020000,969.0,514.0,539.0,567.0,523.0,,,,
1701853025000,993.0,528.0,546.0,557.0,523.0,,,,
1701853030000,1000.0,518.0,546.0,564.0,536.0,,,,
1701853035000,1000.0,540.0,566.0,545.0,526.0,,,,
1701853040000,1000.0,522.0,567.0,550.0,546.0,,,,
1701853045000,1000.0,540.0,589.0,531.0,551.0,,,,
1701853050000,1000.0,546.0,592.0,541.0,575.0,,,,
1701853055000,1000.0,553.0,598.0,549.0,587.0,,,,
1701853060000,1000.0,566.0,611.0,543.0,585.0,,,,
1701853065000,1000.0,573.0,604.0,558.0,604.0,,,,
1701853070000,1000.0,583.0,610.0,550.0,596.0,,,,
1701853075000,1000.0,600.0,627.0,559.0,613.0,,,,
1701853080000,1000.0,595.0,624.0,575.0,628.0,,,,
1701853085000,999.0,609.0,641.0,578.0,633.0,,,,
1701853090000,999.0,607.0,629.0,596.0,647.0,,,,
1701853095000,999.0,612.0,632.0,597.0,649.0,,,,
1701853100000,999.0,630.0,645.0,603.0,654.0,,,,
1701853105000,999.0,628.0,643.0,627.0,662.0,,,,
1701853110000,1000.0,641.0,660.0,621.0,658.0,,,,
1701853115000,1000.0,650.0,672.0,633.0,669.0,,,,
1701853120000,1000.0,647.0,669.0,648.0,681.0,,,,
1701853125000,1000.0,648.0,672.0,644.0,678.0,,,,
1701853130000,1000.0,646.0,662.0,646.0,680.0,,,,
1701853135000,1000.0,643.0,652.0,643.0,667.0,,,,
1701853140000,1000.0,655.0,656.0,629.0,655.0,,,,
1701853145000,1000.0,656.0,661.0,636.0,659.0,,,,
1701853150000,1000.0,661.0,671.0,638.0,658.0,,,,
1701853155000,1000.0,663.0,678.0,645.0,659.0,,,,
1701853160000,1000.0,665.0,679.0,646.0,663.0,,,,
1701853165000,1000.0,669.0,686.0,637.0,663.0,,,,
1701853170000,1000.0,669.0,678.0,649.0,666.0,,,,
1701853175000,1000.0,674.0,678.0,650.0,666.0,,,,
1701853180000,1000.0,679.0,677.0,656.0,673.0,,,,
1701853185000,1000.0,680.0,681.0,659.0,673.0,,,,
1701853190000,1000.0,681.0,687.0,663.0,679.0,,,,
1701853195000,1000.0,682.0,689.0,663.0,683.0,,,,
1701853200000,1000.0,686.0,696.0,664.0,695.0,,,,
1701853205000,1000.0,679.0,684.0,673.0,700.0,,,,
1701853210000,1000.0,672.0,681.0,656.0,685.0,,,,
1701853215000,1000.0,674.0,678.0,652.0,682.0,,,,
1701853220000,1000.0,670.0,673.0,648.0,683.0,,,,
1701853225000,1000.0,671.0,673.0,647.0,679.0,,,,
1701853230000,1000.0,664.0,671.0,637.0,672.0,,,,
1701853235000,1000.0,662.0,669.0,630.0,662.0,,,,
1701853240000,1000.0,653.0,660.0,631.0,655.0,,,,
1701853245000,1000.0,643.0,649.0,623.0,648.0,,,,
1701853250000,1000.0,647.0,651.0,622.0,641.0,,,,
1701853255000,1000.0,642.0,652.0,626.0,643.0,,,,
1701853260000,1000.0,634.0,641.0,626.0,637.0,,,,
1701853265000,999.0,634.0,640.0,617.0,627.0,,,,
1701853270000,999.0,635.0,654.0,624.0,647.0,,,,
1701853275000,999.0,633.0,654.0,638.0,652.0,,,,
1701853280000,999.0,626.0,650.0,631.0,638.0,,,,
1701853285000,999.0,626.0,651.0,635.0,635.0,,,,
1701853290000,998.0,640.0,654.0,641.0,645.0,,,,
1701853295000,998.0,632.0,647.0,646.0,653.0,,,,
1701853300000,998.0,637.0,654.0,633.0,650.0,,,,
1701853305000,998.0,640.0,658.0,636.0,659.0,,,,
1701853310000,998.0,637.0,656.0,632.0,660.0,,,,
1701853315000,998.0,642.0,662.0,624.0,657.0,,,,
1701853320000,998.0,641.0,675.0,630.0,667.0,,,,
1701853325000,1000.0,643.0,679.0,628.0,678.0,,,,
1701853330000,999.0,648.0,664.0,631.0,670.0,,,,
1701853335000,999.0,650.0,666.0,623.0,669.0,,,,
1701853340000,999.0,652.0,664.0,634.0,684.0,,,,
1701853345000,999.0,663.0,667.0,628.0,687.0,,,,
1701853350000,999.0,654.0,659.0,632.0,688.0,,,,
1701853355000,999.0,661.0,663.0,629.0,682.0,,,,
1701853360000,999.0,661.0,663.0,643.0,682.0,,,,
1701853365000,999.0,650.0,652.0,640.0,677.0,,,,
1701853370000,999.0,654.0,657.0,635.0,662.0,,,,
1701853375000,999.0,644.0,650.0,643.0,667.0,,,,
1701853380000,999.0,652.0,644.0,638.0,654.0,,,,
1701853385000,999.0,647.0,640.0,647.0,648.0,,,,
1701853390000,1000.0,647.0,646.0,645.0,643.0,,,,
1701853395000,1000.0,647.0,648.0,649.0,643.0,,,,
1701853400000,1000.0,650.0,649.0,651.0,637.0,,,,
1701853405000,1000.0,649.0,658.0,656.0,630.0,,,,
1701853410000,1000.0,648.0,662.0,659.0,629.0,,,,
1701853415000,,,,655.0,,,,,
1701853420000,1000.0,749.0,731.0,,1000.0,,,,
1701853425000,,,,689.0,695.0,,,,
1701853430000,,,,,,,,,
1701853470000,,1000.0,,,,,,,
1701853475000,1000.0,501.0,1000.0,1000.0,1000.0,1000.0,,,
1701853480000,936.0,317.0,620.0,587.0,579.0,609.0,,,
1701853485000,689.0,272.0,364.0,363.0,337.0,354.0,,,
1701853490000,770.0,339.0,296.0,285.0,270.0,285.0,,,
1701853495000,810.0,326.0,370.0,391.0,345.0,360.0,,,
1701853500000,848.0,343.0,341.0,368.0,334.0,346.0,,,
1701853505000,873.0,376.0,363.0,376.0,343.0,356.0,,,
1701853510000,891.0,396.0,400.0,403.0,368.0,386.0,,,
1701853515000,905.0,419.0,426.0,434.0,398.0,416.0,,,
1701853520000,916.0,429.0,448.0,455.0,417.0,431.0,,,
1701853525000,924.0,431.0,458.0,467.0,427.0,444.0,,,
1701853530000,931.0,438.0,465.0,465.0,431.0,450.0,,,
1701853535000,937.0,443.0,468.0,470.0,433.0,459.0,,,
1701853540000,942.0,471.0,463.0,467.0,428.0,453.0,,,
1701853545000,989.0,487.0,492.0,491.0,455.0,483.0,,,
1701853550000,995.0,484.0,518.0,517.0,482.0,515.0,,,
1701853555000,1000.0,512.0,505.0,497.0,476.0,506.0,,,
1701853560000,1000.0,512.0,535.0,523.0,506.0,535.0,,,
1701853565000,1000.0,512.0,530.0,528.0,515.0,542.0,,,
1701853570000,1000.0,520.0,525.0,527.0,524.0,545.0,,,
1701853575000,1000.0,529.0,526.0,519.0,521.0,550.0,,,
1701853580000,1000.0,536.0,537.0,536.0,522.0,561.0,,,
1701853585000,1000.0,544.0,536.0,540.0,523.0,575.0,,,
1701853590000,1000.0,555.0,538.0,550.0,532.0,582.0,,,
1701853595000,1000.0,561.0,548.0,558.0,540.0,586.0,,,
1701853600000,1000.0,583.0,557.0,569.0,545.0,595.0,,,
1701853605000,1000.0,600.0,576.0,590.0,560.0,612.0,,,
1701853610000,1000.0,610.0,589.0,606.0,567.0,625.0,,,
1701853615000,1000.0,608.0,609.0,622.0,574.0,642.0,,,
1701853620000,1000.0,622.0,613.0,625.0,572.0,642.0,,,
1701853625000,1000.0,625.0,631.0,636.0,579.0,651.0,,,
1701853630000,1000.0,622.0,637.0,647.0,573.0,659.0,,,
1701853635000,1000.0,612.0,639.0,655.0,576.0,663.0,,,
1701853640000,1000.0,602.0,634.0,639.0,578.0,667.0,,,
1701853645000,1000.0,612.0,634.0,631.0,574.0,652.0,,,
1701853650000,1000.0,606.0,638.0,639.0,576.0,660.0,,,
1701853655000,1000.0,606.0,633.0,637.0,572.0,654.0,,,
1701853660000,1000.0,598.0,637.0,640.0,572.0,656.0,,,
1701853665000,1000.0,605.0,630.0,641.0,574.0,656.0,,,
1701853670000,1000.0,597.0,628.0,650.0,576.0,648.0,,,
1701853675000,1000.0,598.0,627.0,645.0,570.0,636.0,,,
1701853680000,1000.0,608.0,629.0,644.0,573.0,638.0,,,
1701853685000,1000.0,597.0,634.0,655.0,579.0,648.0,,,
1701853690000,1000.0,606.0,632.0,649.0,577.0,641.0,,,
1701853695000,1000.0,610.0,635.0,658.0,578.0,634.0,,,
1701853700000,1000.0,635.0,628.0,660.0,579.0,625.0,,,
1701853705000,1000.0,629.0,641.0,677.0,595.0,632.0,,,
1701853710000,1000.0,637.0,641.0,674.0,596.0,624.0,,,
1701853715000,1000.0,638.0,649.0,686.0,611.0,644.0,,,
1701853720000,1000.0,636.0,637.0,678.0,607.0,643.0,,,
1701853725000,1000.0,633.0,643.0,683.0,604.0,643.0,,,
1701853730000,1000.0,639.0,642.0,676.0,607.0,651.0,,,
1701853735000,1000.0,641.0,633.0,675.0,609.0,659.0,,,
1701853740000,1000.0,627.0,635.0,684.0,608.0,658.0,,,
1701853745000,1000.0,640.0,624.0,670.0,597.0,649.0,,,
1701853750000,1000.0,623.0,629.0,677.0,607.0,649.0,,,
1701853755000,1000.0,625.0,617.0,661.0,594.0,637.0,,,
1701853760000,1000.0,625.0,623.0,666.0,592.0,636.0,,,
1701853765000,1000.0,621.0,627.0,669.0,590.0,641.0,,,
1701853770000,1000.0,610.0,625.0,671.0,585.0,641.0,,,
1701853775000,1000.0,607.0,619.0,660.0,570.0,616.0,,,
