,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
1737805800000,983.0,871.0,793.0,
1737805805000,998.0,871.0,837.0,
1737805810000,997.0,876.0,838.0,
1737805815000,997.0,878.0,833.0,
1737805820000,997.0,883.0,833.0,
1737805825000,998.0,883.0,844.0,
1737805830000,998.0,880.0,849.0,
1737805835000,998.0,877.0,852.0,
1737805840000,998.0,881.0,840.0,
1737805845000,998.0,898.0,845.0,
1737805850000,998.0,891.0,859.0,
1737805855000,998.0,898.0,855.0,
1737805860000,998.0,907.0,857.0,
1737805865000,998.0,906.0,863.0,
1737805870000,999.0,902.0,871.0,
1737805875000,999.0,908.0,878.0,
1737805880000,998.0,902.0,880.0,
1737805885000,998.0,906.0,868.0,
1737805890000,998.0,911.0,869.0,
1737805895000,998.0,910.0,873.0,
1737805900000,998.0,902.0,878.0,
1737805905000,998.0,898.0,875.0,
1737805910000,997.0,898.0,863.0,
1737805915000,998.0,901.0,863.0,
1737805920000,998.0,898.0,869.0,
1737805925000,998.0,889.0,867.0,
1737805930000,998.0,895.0,866.0,
1737805935000,998.0,889.0,859.0,
1737805940000,998.0,893.0,864.0,
1737805945000,998.0,893.0,868.0,
1737805950000,998.0,897.0,865.0,
1737805955000,998.0,899.0,867.0,
1737805960000,998.0,901.0,869.0,
1737805965000,998.0,902.0,872.0,
1737805970000,999.0,908.0,878.0,
1737805975000,999.0,900.0,884.0,
1737805980000,998.0,905.0,878.0,
1737805985000,996.0,926.0,881.0,
1737805990000,,,,
1737806015000,1000.0,573.0,1000.0,1000.0
1737806020000,1000.0,735.0,1000.0,1000.0
1737806025000,687.0,801.0,660.0,492.0
1737806030000,818.0,822.0,820.0,702.0
1737806035000,874.0,848.0,863.0,778.0
1737806040000,895.0,859.0,890.0,821.0
1737806045000,902.0,860.0,893.0,833.0
1737806050000,915.0,870.0,893.0,855.0
1737806055000,915.0,882.0,893.0,854.0
1737806060000,922.0,878.0,898.0,872.0
1737806065000,917.0,882.0,891.0,868.0
1737806070000,916.0,884.0,894.0,871.0
1737806075000,920.0,907.0,898.0,877.0
1737806080000,927.0,907.0,890.0,872.0
1737806085000,950.0,908.0,912.0,907.0
1737806090000,945.0,901.0,909.0,906.0
1737806095000,944.0,898.0,900.0,907.0
1737806100000,944.0,895.0,894.0,898.0
1737806105000,942.0,897.0,899.0,904.0
1737806110000,939.0,895.0,904.0,900.0
1737806115000,936.0,889.0,903.0,903.0
1737806120000,935.0,899.0,901.0,898.0
1737806125000,938.0,899.0,910.0,902.0
1737806130000,944.0,896.0,917.0,907.0
1737806135000,936.0,903.0,911.0,903.0
1737806140000,929.0,902.0,923.0,909.0
1737806145000,929.0,904.0,920.0,911.0
1737806150000,931.0,916.0,921.0,912.0
1737806155000,927.0,916.0,927.0,910.0
1737806160000,926.0,923.0,932.0,920.0
1737806165000,927.0,921.0,928.0,917.0
1737806170000,927.0,926.0,921.0,918.0
1737806175000,930.0,923.0,928.0,926.0
1737806180000,932.0,923.0,923.0,924.0
1737806185000,934.0,923.0,924.0,927.0
1737806190000,930.0,927.0,920.0,925.0
1737806195000,939.0,930.0,925.0,930.0
1737806200000,941.0,930.0,925.0,935.0
1737806205000,934.0,919.0,923.0,929.0
1737806210000,940.0,921.0,917.0,924.0
1737806215000,938.0,919.0,916.0,924.0
1737806220000,938.0,917.0,912.0,926.0
1737806225000,940.0,923.0,912.0,922.0
1737806230000,939.0,920.0,917.0,920.0
1737806235000,943.0,925.0,913.0,919.0
1737806240000,939.0,924.0,918.0,916.0
1737806245000,940.0,923.0,911.0,918.0
1737806250000,936.0,927.0,912.0,918.0
1737806255000,933.0,920.0,914.0,919.0
1737806260000,,,,
