,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1737803110000,9.0,19.0,,,,1.0,0.0,0.0,9.0,1.0,,,,0.0,9.0,9.0,2538000.0,236.0,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803115000,9.0,19.0,,,,1.0,0.0,0.0,9.0,1.0,,,,0.0,9.0,9.0,2304000.0,236.0,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803120000,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,56888.0,,,,1575.0,,
1737803145000,2.0,9.0,0.0,,,0.0,0.0,0.0,5.0,0.0,1.0,,,0.0,7.0,2.0,24.0,208.0,0.0,,,2257.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803150000,9.0,19.0,20.0,,,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,9.0,9.0,101.0,103.0,14.0,,,399.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803155000,9.0,19.0,15.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,218412000.0,106.0,20.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803160000,9.0,19.0,0.0,,,3.0,0.0,0.0,11.0,2.0,0.0,,,0.0,9.0,9.0,91125000.0,112.0,23.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803165000,9.0,19.0,19.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,60894000.0,116.0,4899.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803170000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,7254000.0,263.0,44.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803175000,9.0,17.0,20.0,,,0.0,0.0,0.0,11.0,0.0,1.0,,,0.0,9.0,9.0,0.0,162.0,42.0,,,227.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803180000,1.0,10.0,0.0,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1.0,1.0,0.0,120.0,10.0,,,277.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803185000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,4104000.0,71.0,86.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803190000,9.0,19.0,0.0,,,2.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,361.0,10.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803195000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,4212000.0,107.0,13.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803200000,2.0,4.0,20.0,,,0.0,0.0,0.0,4.0,0.0,1.0,,,0.0,1.0,2.0,0.0,107.0,23.0,,,277.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803205000,9.0,12.0,18.0,,,0.0,0.0,0.0,12.0,0.0,1.0,,,0.0,9.0,9.0,0.0,2837.0,50.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803210000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,83.0,40.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803215000,9.0,18.0,0.0,,,1.0,0.0,0.0,12.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,113.0,13.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803220000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2808000.0,95.0,22.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803225000,9.0,19.0,18.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,0.0,113.0,74.0,,,862.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803230000,1.0,14.0,19.0,,,0.0,0.0,0.0,7.0,0.0,1.0,,,0.0,9.0,9.0,0.0,38.0,75.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803235000,9.0,12.0,19.0,,,0.0,0.0,0.0,12.0,0.0,1.0,,,0.0,9.0,9.0,2.0,13199.0,73.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737803240000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,61.0,42.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803245000,9.0,12.0,19.0,,,0.0,0.0,0.0,12.0,0.0,1.0,,,0.0,9.0,9.0,1.0,301092000.0,33.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803250000,9.0,14.0,19.0,,,0.0,0.0,0.0,10.0,0.0,0.0,,,0.0,10.0,9.0,0.0,1330.0,106.0,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803255000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,6768000.0,106.0,732.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803260000,9.0,17.0,19.0,,,0.0,0.0,0.0,9.0,0.0,1.0,,,0.0,9.0,9.0,0.0,95.0,96.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803265000,9.0,18.0,17.0,,,0.0,0.0,0.0,12.0,0.0,1.0,,,0.0,9.0,9.0,0.0,432.0,12.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803270000,9.0,19.0,19.0,,,2.0,0.0,0.0,11.0,2.0,1.0,,,0.0,9.0,9.0,2304000.0,72.0,73.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803275000,9.0,19.0,3.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,120.0,55.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803280000,9.0,20.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,73.0,14.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803285000,9.0,19.0,18.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2871000.0,82.0,100.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803290000,1.0,2.0,19.0,,,0.0,0.0,0.0,2.0,0.0,1.0,,,0.0,1.0,1.0,0.0,21.0,59.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803295000,9.0,4.0,19.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,1.0,10.0,1.0,243.0,67.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803300000,9.0,20.0,20.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,63.0,8.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803305000,9.0,19.0,19.0,,,3.0,0.0,0.0,11.0,2.0,1.0,,,0.0,9.0,9.0,2304000.0,82.0,89.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803310000,9.0,18.0,9.0,,,1.0,0.0,0.0,12.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,102.0,99.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803315000,1.0,14.0,21.0,,,0.0,0.0,0.0,8.0,0.0,0.0,,,0.0,9.0,1.0,0.0,48.0,22.0,,,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803320000,9.0,12.0,19.0,,,0.0,0.0,0.0,12.0,0.0,0.0,,,0.0,9.0,9.0,1.0,2084.0,40.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803325000,9.0,19.0,17.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,115.0,57.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803330000,9.0,20.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,776.0,113.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803335000,9.0,19.0,0.0,,,1.0,0.0,0.0,12.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,96.0,3501.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803340000,9.0,19.0,19.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,3.0,9.0,0.0,95.0,54.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803345000,9.0,19.0,20.0,,,0.0,0.0,0.0,11.0,0.0,1.0,,,0.0,9.0,9.0,0.0,315.0,35.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803350000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,44.0,26.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803355000,9.0,20.0,1.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,224.0,175.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803360000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,87.0,2927.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803365000,9.0,20.0,16.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,3438000.0,57.0,9.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803370000,1.0,6.0,19.0,,,0.0,0.0,0.0,7.0,0.0,1.0,,,0.0,1.0,2.0,0.0,17.0,80.0,,,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803375000,9.0,12.0,20.0,,,0.0,0.0,0.0,12.0,0.0,1.0,,,0.0,9.0,9.0,1.0,6017.0,94.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803380000,9.0,19.0,19.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,9.0,9.0,3249000.0,211.0,44.0,,,227.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803385000,9.0,17.0,19.0,,,0.0,0.0,0.0,12.0,0.0,0.0,,,0.0,9.0,9.0,1.0,122.0,100.0,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803390000,1.0,17.0,19.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,1.0,1.0,0.0,84.0,105.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803395000,0.0,5.0,19.0,,,1.0,0.0,0.0,3.0,1.0,1.0,,,0.0,0.0,0.0,0.0,2664.0,57.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803400000,,,3.0,,,,,,,,1.0,,,,,,,,2610.0,,,,,
1737803425000,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,844576.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803430000,1.0,4.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,2.0,7.0,110.0,928.0,100.0,,4423000.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803435000,1.0,15.0,11.0,0.0,,0.0,0.0,0.0,10.0,0.0,1.0,0.0,,0.0,1.0,1.0,115.0,574.0,44.0,10.0,,525.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803440000,10.0,19.0,19.0,0.0,,1.0,0.0,0.0,11.0,1.0,1.0,1.0,,0.0,10.0,9.0,168530000.0,40.0,10.0,1233.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803445000,9.0,19.0,19.0,0.0,,1.0,0.0,0.0,12.0,1.0,1.0,0.0,,0.0,9.0,9.0,57195000.0,144.0,12.0,29.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803450000,9.0,20.0,19.0,9.0,,0.0,0.0,0.0,12.0,0.0,0.0,1.0,,0.0,9.0,9.0,0.0,31007.0,33.0,8563.0,,176.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803455000,8.0,11.0,17.0,1.0,,0.0,0.0,0.0,13.0,0.0,1.0,0.0,,0.0,9.0,9.0,28017000.0,614.0,10.0,10.0,,330.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803460000,9.0,19.0,17.0,0.0,,1.0,0.0,0.0,11.0,1.0,1.0,0.0,,0.0,9.0,9.0,33192000.0,191.0,40.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803465000,9.0,20.0,18.0,19.0,,2.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,9.0,9.0,10278000.0,13.0,4108.0,66.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803470000,9.0,20.0,0.0,19.0,,2.0,0.0,0.0,12.0,1.0,0.0,1.0,,0.0,9.0,9.0,3159000.0,42.0,18.0,30.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803475000,1.0,11.0,3.0,18.0,,0.0,0.0,0.0,4.0,0.0,1.0,1.0,,0.0,1.0,1.0,1.0,447.0,15.0,31.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803480000,1.0,2.0,17.0,19.0,,0.0,0.0,0.0,3.0,0.0,1.0,1.0,,0.0,1.0,1.0,0.0,47.0,31.0,12.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803485000,9.0,19.0,19.0,0.0,,1.0,0.0,0.0,11.0,1.0,1.0,0.0,,0.0,9.0,9.0,3519000.0,50.0,11.0,3669.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803490000,9.0,20.0,19.0,0.0,,1.0,0.0,0.0,12.0,1.0,1.0,0.0,,0.0,9.0,9.0,2304000.0,31.0,10.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803495000,9.0,19.0,0.0,19.0,,1.0,0.0,0.0,11.0,1.0,0.0,1.0,,0.0,9.0,9.0,2304000.0,40.0,32.0,52.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737803500000,9.0,10.0,19.0,19.0,,0.0,0.0,0.0,14.0,0.0,1.0,1.0,,0.0,9.0,9.0,2304000.0,1608.0,18.0,31.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
