,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1736201700000,17488.566666659997,17075.95,17192.0,17272.86666666,17038.36666666,16919.41666666,16942.0,17184.91666666,,,,,,,,,,,,,,,,,,,,,,,,
1736201705000,17037.816666659997,17030.7,16883.83333333,17001.0,16910.58333333,17059.983333329998,16722.75,16968.0,,,,,,,,,,,,,,,,,,,,,,,,
1736201710000,17063.1,17150.483333329998,16869.91666666,17003.03333333,16925.13333333,17346.38333333,16750.28333333,16985.15,,,,,,,,,,,,,,,,,,,,,,,,
1736201715000,17496.83333333,17645.41666666,17390.016666659998,17438.7,17439.566666659997,17642.95,17251.38333333,17499.316666659997,,,,,,,,,,,,,,,,,,,,,,,,
1736201720000,17740.78333333,17576.21666666,17612.63333333,17722.9,17586.266666659998,17482.15,17432.68333333,17683.65,,,,,,,,,,,,,,,,,,,,,,,,
1736201725000,17440.88333333,17436.566666659997,17372.33333333,17425.25,17302.88333333,17467.78333333,17128.55,17367.68333333,,,,,,,,,,,,,,,,,,,,,,,,
1736201730000,17928.91666666,17779.75,17836.08333333,17884.88333333,17784.71666666,17695.11666666,17605.516666659998,17861.66666666,,,,,,,,,,,,,,,,,,,,,,,,
1736201735000,18251.066666659997,17881.233333329998,17947.55,18063.08333333,17895.68333333,17897.83333333,17715.95,17969.483333329998,,,,,,,,,,,,,,,,,,,,,,,,
1736201740000,17986.18333333,,17730.95,,,17760.16666666,17433.566666659997,17685.7,,,,,,,,,,,,,,,,,,,,,,,,
1736201745000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736201765000,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
1736201770000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1736201775000,207.1166666666,209.65,79.1166666666,0.0,205.65,204.8333333333,208.9166666666,207.2166666666,202.4833333333,205.9666666666,206.3166666666,206.7,203.7,201.8166666666,207.3,202.15,,,,,,,,,,,,,,,,
1736201780000,999.9,962.2,254.3666666666,261.45,1360.2333333333,1284.8666666666,1151.2,963.95,906.5666666666,961.3333333333,1015.75,1391.5,1051.5166666666,1302.4166666666,1361.4,1298.05,,,,,,,,,,,,,,,,
1736201785000,1804.7666666666,2028.7833333332999,1480.3,1512.2333333333,2172.1166666666,2111.1833333332997,2067.9666666666,2015.9,1998.25,2013.0,2045.05,2150.55,2003.1666666666,2115.9166666666,2167.3,2137.9333333332997,,,,,,,,,,,,,,,,
1736201790000,2899.05,2865.0333333332997,2346.2666666666,2370.55,3126.7333333333,2975.4,2946.2,2874.8833333333,2804.8666666666,2871.2666666666,2910.5,3157.5833333333,2898.7,2980.4,3123.4333333332997,3016.7666666665996,,,,,,,,,,,,,,,,
1736201795000,3707.76666667,3730.1,3265.6333333333,3255.0166666665996,4101.96666667,3979.81666667,3948.2,3839.91666667,3677.8,3834.46666667,3866.56666667,4105.11666667,3850.78333333,3988.38333333,4094.16666667,4031.61666667,,,,,,,,,,,,,,,,
1736201800000,4816.43333333,4858.15,4229.18333333,4150.31666667,5084.01666667,4933.91666667,4840.45,4832.13333333,4762.3,4826.3,4870.13333333,5060.33333333,4768.2,4944.48333333,5074.96666667,4993.61666667,,,,,,,,,,,,,,,,
1736201805000,5550.7,5758.21666667,5220.8,5167.63333333,5933.75,5778.58333333,5833.66666667,5735.73333333,5660.06666667,5717.06666667,5791.45,5906.71666667,5708.78333333,5790.35,5921.316666670001,5861.566666670001,,,,,,,,,,,,,,,,
1736201810000,6635.816666670001,6689.71666666,6074.933333329999,6173.35,7075.65,6893.1,6929.933333329999,6809.01666666,6579.633333329999,6738.733333329999,6848.55,7033.86666666,6777.433333329999,6904.933333329999,7051.53333333,6983.383333329999,,,,,,,,,,,,,,,,
1736201815000,7783.71666666,7832.35,7202.06666666,7190.91666666,8110.96666666,7886.95,7854.933333329999,7784.5,7703.91666666,7771.08333333,7904.25,8091.7,7794.21666666,7901.11666666,8095.16666666,7985.31666666,,,,,,,,,,,,,,,,
1736201820000,8546.7,8788.75,8101.91666666,8234.41666666,8895.66666666,8674.81666666,8839.033333329999,8736.71666666,8618.11666666,8725.46666666,8807.4,8855.83333333,8656.18333333,8690.11666666,8876.83333333,8782.81666666,,,,,,,,,,,,,,,,
1736201825000,9588.31666666,9656.75,8995.0,9129.65,10008.81666666,9754.75,9832.95,9590.01666666,9507.883333329999,9577.11666666,9657.35,9963.95,9670.1,9771.9,9986.68333333,9877.08333333,,,,,,,,,,,,,,,,
1736201830000,10714.23333333,10780.85,10012.133333329999,10202.6,11088.0,10760.3,10953.85,10729.35,10635.56666666,10714.41666666,10789.81666666,11065.3,10584.2,10780.133333329999,11065.0,10894.4,,,,,,,,,,,,,,,,
1736201835000,11687.66666666,11694.616666659998,10911.5,11224.48333333,12005.1,11678.68333333,11698.91666666,11677.31666666,11519.35,11645.0,11775.33333333,11952.16666666,11530.93333333,11701.8,11976.93333333,11825.93333333,,,,,,,,,,,,,,,,
1736201840000,11875.383333329999,12067.68333333,11887.15,12065.81666666,11926.58333333,11670.41666666,11836.766666659998,11988.18333333,11903.5,11969.45,12029.5,11834.116666659998,11716.1,11676.4,11894.65,11816.45,,,,,,,,,,,,,,,,
1736201845000,12253.45,12120.0,11787.9,12029.68333333,12275.866666659998,11936.516666659998,12171.283333329999,12047.0,11933.516666659998,12030.016666659998,12117.283333329999,12252.7,11864.516666659998,11967.58333333,12250.16666666,12068.48333333,,,,,,,,,,,,,,,,
1736201850000,12328.366666659998,12367.966666659999,11958.716666659999,12227.18333333,12483.05,12224.25,12501.9,12309.633333329999,12200.95,12248.016666659998,12382.41666666,12356.98333333,12175.966666659999,12249.283333329999,12429.18333333,12370.516666659998,,,,,,,,,,,,,,,,
1736201855000,12478.1,12730.06666666,12378.65,12615.33333333,12548.35,12269.85,12569.15,12516.15,12533.5,12502.966666659999,12622.266666659998,12468.3,12332.15,12291.116666659998,12519.0,12406.48333333,,,,,,,,,,,,,,,,
1736201860000,12483.883333329999,12740.9,12477.116666659998,12812.31666666,12656.516666659998,12371.266666659998,12736.48333333,12690.116666659998,12555.1,12647.15,12783.3,12597.883333329999,12524.91666666,12391.35,12623.866666659998,12518.43333333,,,,,,,,,,,,,,,,
1736201865000,12815.91666666,12920.68333333,12546.35,12913.616666659998,12976.83333333,12668.266666659998,12824.766666659998,12829.133333329999,12693.56666666,12811.81666666,12926.98333333,12916.133333329999,12636.966666659999,12690.81666666,12944.41666666,12809.06666666,,,,,,,,,,,,,,,,
1736201870000,12893.58333333,12965.15,12799.2,13071.283333329999,13001.966666659999,12631.06666666,12851.81666666,12722.383333329999,12777.23333333,12768.2,12953.3,12957.283333329999,12702.18333333,12658.35,12977.716666659999,12780.616666659998,,,,,,,,,,,,,,,,
1736201875000,12903.3,12988.133333329999,12754.033333329999,13018.266666659998,13013.883333329999,12672.75,12890.216666659999,12902.05,12800.266666659998,12891.8,12932.516666659998,12944.2,12649.2,12707.616666659998,12978.68333333,12818.98333333,,,,,,,,,,,,,,,,
1736201880000,13186.116666659998,13080.633333329999,12906.033333329999,13093.35,13267.1,12893.883333329999,13112.283333329999,12993.633333329999,12917.68333333,12978.383333329999,13076.65,13210.633333329999,12774.08333333,12919.15,13234.383333329999,13048.58333333,,,,,,,,,,,,,,,,
1736201885000,13246.65,13278.7,13013.133333329999,13331.533333329999,13227.5,12887.23333333,13019.366666659998,13211.4,13043.98333333,13193.1,13313.23333333,13185.43333333,12855.633333329999,12913.0,13194.8,13041.466666659999,,,,,,,,,,,,,,,,
1736201890000,13259.383333329999,13342.266666659998,13131.633333329999,13381.35,13288.883333329999,13008.93333333,13096.43333333,13245.9,13111.8,13231.16666666,13351.0,13195.98333333,13052.31666666,13034.6,13254.48333333,13164.4,,,,,,,,,,,,,,,,
1736201895000,13081.45,13272.83333333,13223.98333333,13392.05,13244.883333329999,12736.31666666,13181.33333333,13138.4,13032.4,13142.45,13235.6,13176.73333333,12988.016666659998,12963.93333333,13211.73333333,13091.18333333,,,,,,,,,,,,,,,,
1736201900000,13054.91666666,13218.68333333,13169.55,13317.75,13221.0,12838.2,13174.08333333,13132.85,13026.93333333,13132.58333333,13234.08333333,13174.633333329999,13012.266666659998,12859.81666666,13189.883333329999,12992.43333333,,,,,,,,,,,,,,,,
1736201905000,12966.1,13174.05,13114.68333333,13197.133333329999,13266.966666659999,12761.616666659998,13090.83333333,13088.283333329999,12975.516666659998,13074.8,13180.366666659998,13186.85,12972.18333333,12931.35,13096.45,13079.41666666,,,,,,,,,,,,,,,,
1736201910000,13119.65,13218.8,13176.2,13306.75,13114.56666666,12808.116666659998,13001.06666666,13096.716666659999,12973.06666666,13123.15,13200.283333329999,13074.31666666,12921.516666659998,12847.35,13102.91666666,12964.68333333,,,,,,,,,,,,,,,,
1736201915000,13257.516666659998,13151.56666666,12942.616666659998,13173.883333329999,13074.33333333,12723.1,13036.716666659999,13070.5,12949.08333333,13053.216666659999,13152.283333329999,13138.48333333,12858.43333333,12757.75,13045.266666659998,12905.1,,,,,,,,,,,,,,,,
1736201920000,13349.116666659998,13137.533333329999,12770.283333329999,13109.766666659998,13513.016666659998,13098.866666659998,13189.0,13063.31666666,12917.783333329999,13061.2,13156.55,13454.466666659999,12967.266666659998,13137.95,13481.616666659998,13239.55,,,,,,,,,,,,,,,,
1736201925000,13494.383333329999,13388.45,13276.41666666,13459.266666659998,13454.533333329999,13063.81666666,13256.383333329999,13297.6,13209.75,13293.08333333,13372.25,13419.45,13077.68333333,13087.43333333,13441.98333333,13217.633333329999,,,,,,,,,,,,,,,,
1736201930000,13447.55,13541.716666659999,13236.866666659998,13400.98333333,13362.93333333,13074.016666659998,13229.966666659999,13457.016666659998,13329.216666659999,13440.23333333,13419.883333329999,13293.15,13038.31666666,13106.05,13333.516666659998,13229.55,,,,,,,,,,,,,,,,
1736201935000,13361.866666659998,13427.9,13123.06666666,13540.33333333,13398.55,13103.766666659998,13319.56666666,13354.016666659998,13149.31666666,13321.033333329999,13441.65,13326.1,13127.0,13117.55,13369.66666666,13269.783333329999,,,,,,,,,,,,,,,,
1736201940000,13418.16666666,13507.9,13217.466666659999,13536.58333333,13516.116666659998,13177.4,13228.23333333,13423.033333329999,13289.5,13406.6,13517.25,13456.58333333,13238.83333333,13198.3,13488.116666659998,13331.08333333,,,,,,,,,,,,,,,,
1736201945000,13436.83333333,13564.45,13306.716666659999,13555.883333329999,13554.766666659998,13167.8,13465.033333329999,13476.866666659998,13341.3,13459.56666666,13562.75,13476.33333333,13267.43333333,13211.9,13528.966666659999,13340.55,,,,,,,,,,,,,,,,
1736201950000,13412.633333329999,13409.93333333,13269.35,13522.16666666,13367.283333329999,13035.06666666,13374.43333333,13365.516666659998,13183.81666666,13319.75,13467.65,13428.883333329999,13245.383333329999,13135.1,13457.33333333,13196.83333333,,,,,,,,,,,,,,,,
1736201955000,13450.033333329999,13495.866666659998,13293.65,13545.41666666,13409.95,13187.2,13463.0,13407.83333333,13313.516666659998,13388.966666659999,13482.783333329999,13474.016666659998,13257.75,13006.9,13503.6,13304.0,,,,,,,,,,,,,,,,
1736201960000,13435.116666659998,13482.85,13311.65,13615.43333333,13497.266666659998,13127.7,13502.1,13422.18333333,13266.2,13381.25,13506.65,13342.4,13249.9,13153.48333333,13462.516666659998,13290.133333329999,,,,,,,,,,,,,,,,
1736201965000,13349.93333333,13487.383333329999,13315.56666666,13616.283333329999,13353.766666659998,13230.616666659998,13377.033333329999,13431.06666666,13262.783333329999,13401.75,13523.58333333,13289.266666659998,13209.633333329999,13090.25,13446.266666659998,13236.31666666,,,,,,,,,,,,,,,,
1736201970000,13153.48333333,13312.966666659999,13216.016666659998,13601.783333329999,13400.4,13070.48333333,13339.75,13398.266666659998,13149.33333333,13372.15,13487.73333333,13340.1,13162.98333333,13074.5,13369.45,13226.41666666,,,,,,,,,,,,,,,,
1736201975000,13129.516666659998,13326.516666659998,13173.65,13337.033333329999,13484.116666659998,13161.73333333,13313.5,13296.66666666,13127.766666659998,13225.95,13329.65,13295.98333333,13158.133333329999,13173.31666666,13448.6,13304.6,,,,,,,,,,,,,,,,
1736201980000,13025.516666659998,13204.05,13355.25,13400.06666666,13103.716666659999,12758.516666659998,13170.55,13177.9,13026.033333329999,13073.41666666,13162.866666659998,13042.283333329999,12969.05,12776.91666666,13075.466666659999,12933.35,,,,,,,,,,,,,,,,
1736201985000,12929.0,13008.716666659999,12965.95,13136.533333329999,13095.466666659999,12757.6,13133.93333333,12934.783333329999,12830.91666666,12917.966666659999,13020.05,13014.65,12933.216666659999,12797.7,13045.93333333,12915.41666666,,,,,,,,,,,,,,,,
1736201990000,13196.65,13218.016666659998,12731.98333333,13098.133333329999,13356.283333329999,13025.15,13396.25,13124.616666659998,12984.283333329999,13107.4,13268.75,13284.2,13099.866666659998,13048.516666659998,13322.58333333,13196.43333333,,,,,,,,,,,,,,,,
1736201995000,13176.35,13288.383333329999,13293.98333333,13504.25,13302.3,12937.766666659998,13346.35,13189.2,13149.91666666,13186.8,13283.66666666,13242.6,13099.66666666,12975.31666666,13269.65,13078.23333333,,,,,,,,,,,,,,,,
1736202000000,13203.283333329999,13265.06666666,13036.18333333,13343.533333329999,13241.43333333,12958.466666659999,13238.65,13214.716666659999,13053.35,13196.45,13304.56666666,13171.05,13043.8,12982.56666666,13204.65,13120.3,,,,,,,,,,,,,,,,
1736202005000,13016.65,13187.23333333,13022.31666666,13284.91666666,13223.85,12753.616666659998,13189.866666659998,13097.116666659998,13035.216666659999,13084.15,13189.23333333,13163.65,12974.58333333,12932.7,13190.133333329999,12897.06666666,,,,,,,,,,,,,,,,
1736202010000,13122.616666659998,13246.35,13025.033333329999,13297.283333329999,13328.56666666,12956.016666659998,13161.1,13120.533333329999,13072.83333333,13132.06666666,13206.866666659998,13160.6,12974.783333329999,12910.83333333,13174.65,13065.466666659999,,,,,,,,,,,,,,,,
