Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 0)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
315,111806.91666665999,,965.0,,645.0,,,1
320,111777.26666666,,965.0,,639.0,,,1
325,111908.9,,965.0,,636.0,,,1
330,111857.65,,965.0,,634.0,,,1
335,111917.76666666,,963.0,,630.0,,,1
340,113157.95,,974.0,,639.0,,,1
345,112299.63333333,,965.0,,633.0,,,1
350,112320.71666666,,965.0,,633.0,,,1
355,112318.9,,967.0,,636.0,,,1
360,112626.76666666,,965.0,,630.0,,,1
365,112832.21666666,,966.0,,631.0,,,1
370,113194.58333333,,966.0,,636.0,,,1
375,113206.71666666,,964.0,,629.0,,,1
380,,,,,,,,0
385,0.0,,1000.0,,0.0,,,1
390,9664.83333333,,885.0,,813.0,,,1
395,,,,,,,,0
440,0.0,0.0,1000.0,1000.0,0.0,,,2
445,0.0,725.1333333333,1000.0,66.0,0.0,,,2
450,623.3666666666,4925.3,570.0,223.0,73.0,,,2
455,4883.46666667,10628.98333333,780.0,333.0,225.0,,,2
460,10575.81666666,14447.41666666,843.0,341.0,253.0,,,2
465,14409.23333333,19821.78333333,811.0,391.0,238.0,,,2
470,19791.78333333,25313.133333330003,844.0,408.0,256.0,,,2
475,25265.566666659997,30946.15,866.0,421.0,273.0,,,2
480,30896.16666666,37255.25,881.0,438.0,289.0,,,2
485,37216.75,42908.55,893.0,446.0,291.0,,,2
490,42944.78333333,46454.45,902.0,434.0,299.0,,,2
495,46386.83333333,51576.45,876.0,436.0,296.0,,,2
500,51512.88333333,58131.95,886.0,450.0,315.0,,,2
505,58161.45,64174.516666660005,893.0,495.0,320.0,,,2
510,64210.483333330005,66720.33333333,923.0,518.0,341.0,,,2
515,66872.2,68242.86666666,918.0,526.0,339.0,,,2
520,68350.53333333001,71473.7,915.0,549.0,340.0,,,2
525,71456.88333333,73092.41666666,936.0,551.0,353.0,,,2
530,73042.45,74537.36666666,934.0,562.0,352.0,,,2
535,74612.61666666,75837.55,932.0,572.0,351.0,,,2
540,75894.98333333,76280.33333333,929.0,576.0,347.0,,,2
545,76317.8,77179.9,927.0,582.0,351.0,,,2
550,77252.88333333,80548.6,924.0,608.0,351.0,,,2
555,80613.6,82349.96666666001,951.0,621.0,359.0,,,2
560,82368.06666666,82730.73333333,948.0,622.0,346.0,,,2
565,82764.41666666,82899.35,947.0,623.0,340.0,,,2
570,82983.31666666,83270.1,948.0,622.0,336.0,,,2
575,83199.28333333001,83199.28333333001,946.0,620.0,325.0,,,2
580,83166.9,82875.93333333,948.0,617.0,325.0,,,2
585,82941.11666666,82814.85,948.0,619.0,327.0,,,2
590,82993.96666666001,82828.66666666,947.0,620.0,324.0,,,2
595,82894.21666666001,82752.53333333001,946.0,620.0,319.0,,,2
600,82741.6,82946.96666666001,945.0,621.0,316.0,,,2
605,82957.06666666,83223.81666666,944.0,624.0,311.0,,,2
610,83164.11666666,83187.23333333,943.0,624.0,304.0,,,2
615,83212.93333333,82063.5,942.0,619.0,304.0,,,2
620,82200.1,82376.31666666,929.0,621.0,291.0,,,2
625,82321.56666666,82628.56666666,927.0,625.0,290.0,,,2
630,82634.98333333,82570.26666666,926.0,624.0,291.0,,,2
635,82648.9,82726.65,929.0,625.0,296.0,,,2
640,82738.71666666001,83128.7,927.0,628.0,293.0,,,2
645,83078.71666666001,82897.58333333,926.0,625.0,289.0,,,2
650,82800.43333333,82947.26666666,921.0,625.0,288.0,,,2
655,82959.66666666,83334.93333333,922.0,627.0,291.0,,,2
660,83336.71666666001,83423.08333333,924.0,627.0,291.0,,,2
665,83452.16666666,83731.56666666,925.0,631.0,290.0,,,2
670,83748.56666666,84182.8,925.0,634.0,290.0,,,2
675,84271.61666666,85475.63333333,922.0,640.0,280.0,,,2
680,85396.75,85564.33333333,932.0,640.0,288.0,,,2
685,85549.38333333,85738.53333333001,934.0,640.0,287.0,,,2
690,85720.0,85153.38333333,936.0,635.0,284.0,,,2
695,85042.13333333,84855.91666666,937.0,633.0,287.0,,,2
700,84841.35,84770.66666666,939.0,632.0,291.0,,,2
705,84831.41666666,85069.8,938.0,634.0,289.0,,,2
710,85045.01666666,84965.35,943.0,634.0,288.0,,,2
715,84898.78333333001,84523.31666666,941.0,632.0,285.0,,,2
720,84613.08333333,84613.08333333,940.0,632.0,283.0,,,2
725,84560.1,84014.93333333,940.0,625.0,286.0,,,2
730,84011.43333333,83425.56666666,943.0,620.0,291.0,,,2
735,83338.06666666,83445.26666666,946.0,619.0,302.0,,,2
740,83393.35,82854.53333333001,945.0,615.0,302.0,,,2
745,82939.48333333,82435.23333333,944.0,615.0,304.0,,,2
750,82459.16666666,82472.51666666,944.0,615.0,308.0,,,2
755,82454.55,82212.78333333001,942.0,611.0,309.0,,,2
760,82196.36666666,82292.6,943.0,610.0,313.0,,,2
765,82249.71666666001,82444.08333333,944.0,610.0,316.0,,,2
770,82528.75,82633.8,945.0,608.0,323.0,,,2
775,82608.86666666,83004.46666666001,947.0,608.0,330.0,,,2
780,82875.13333333,82953.8,949.0,606.0,337.0,,,2
785,82967.06666666,83219.63333333,950.0,609.0,337.0,,,2
790,83186.0,83419.7,949.0,610.0,337.0,,,2
795,83425.73333333,83006.21666666001,948.0,605.0,330.0,,,2
800,83039.11666666,83024.26666666,950.0,604.0,329.0,,,2
805,82903.01666666,83182.23333333,950.0,601.0,330.0,,,2
810,83135.68333333,83943.88333333,951.0,607.0,333.0,,,2
815,84016.63333333,84351.05,952.0,610.0,333.0,,,2
820,84370.8,84414.85,950.0,611.0,328.0,,,2
825,84468.55,83434.01666666,948.0,605.0,324.0,,,2
830,83424.05,,936.0,,317.0,,,1
1707944301,,,,,,-1.0,-1.0,0
1707944306,,,,,,-1.0,-1.0,0
1707944311,,,,,,-1.0,-1.0,0
1707944316,,,,,,-1.0,-1.0,0
1707944321,,,,,,-1.0,-1.0,0
1707944326,,,,,,-1.0,-1.0,0
1707944331,,,,,,-1.0,-1.0,0
1707944336,,,,,,-1.0,-1.0,0
1707944341,,,,,,-1.0,-1.0,0
1707944346,,,,,,1381.0,984.0,0
1707944351,,,,,,1381.0,984.0,0
1707944356,,,,,,1381.0,984.0,0
1707944361,,,,,,1381.0,984.0,0
1707944366,,,,,,1381.0,984.0,0
1707944371,,,,,,1381.0,984.0,0
1707944376,,,,,,1381.0,984.0,0
1707944381,,,,,,1381.0,984.0,0
1707944386,,,,,,1381.0,984.0,0
1707944391,,,,,,1381.0,984.0,0
1707944396,,,,,,1381.0,984.0,0
1707944401,,,,,,1381.0,96.0,0
1707944406,,,,,,1381.0,96.0,0
1707944411,,,,,,1381.0,96.0,0
1707944416,,,,,,1381.0,96.0,0
1707944421,,,,,,1381.0,96.0,0
1707944426,,,,,,1381.0,96.0,0
1707944431,,,,,,1381.0,96.0,0
1707944436,,,,,,1381.0,96.0,0
1707944441,,,,,,1381.0,96.0,0
1707944446,,,,,,1381.0,96.0,0
1707944451,,,,,,1381.0,96.0,0
1707944456,,,,,,1381.0,96.0,0
1707944461,,,,,,1381.0,52.0,0
1707944466,,,,,,1381.0,52.0,0
1707944471,,,,,,1381.0,52.0,0
1707944476,,,,,,1381.0,52.0,0
1707944481,,,,,,1381.0,52.0,0
1707944486,,,,,,1381.0,52.0,0
1707944491,,,,,,1381.0,52.0,0
1707944496,,,,,,1381.0,52.0,0
1707944501,,,,,,1381.0,52.0,0
1707944506,,,,,,1381.0,52.0,0
1707944511,,,,,,1381.0,52.0,0
1707944516,,,,,,1381.0,52.0,0
1707944521,,,,,,1381.0,93.0,0
1707944526,,,,,,1381.0,93.0,0
1707944531,,,,,,1381.0,93.0,0
1707944536,,,,,,1381.0,93.0,0
1707944541,,,,,,1381.0,93.0,0
1707944546,,,,,,1381.0,93.0,0
1707944551,,,,,,1381.0,93.0,0
1707944556,,,,,,1381.0,93.0,0
1707944561,,,,,,1381.0,93.0,0
1707944566,,,,,,1381.0,93.0,0
1707944571,,,,,,1381.0,93.0,0
1707944576,,,,,,1381.0,93.0,0
1707944581,,,,,,1381.0,75.0,0
1707944586,,,,,,1381.0,75.0,0
1707944591,,,,,,1381.0,75.0,0
1707944596,,,,,,1381.0,75.0,0
1707944601,,,,,,1381.0,75.0,0
1707944606,,,,,,1381.0,75.0,0
1707944611,,,,,,1381.0,75.0,0
1707944616,,,,,,1381.0,75.0,0
1707944621,,,,,,1381.0,75.0,0
1707944626,,,,,,1381.0,75.0,0
1707944631,,,,,,1381.0,75.0,0
1707944636,,,,,,1381.0,75.0,0
1707944641,,,,,,1381.0,94.0,0
1707944646,,,,,,1381.0,94.0,0
1707944651,,,,,,1381.0,94.0,0
1707944656,,,,,,1381.0,94.0,0
1707944661,,,,,,1381.0,94.0,0
1707944666,,,,,,1381.0,94.0,0
1707944671,,,,,,1381.0,94.0,0
1707944676,,,,,,1381.0,94.0,0
1707944681,,,,,,1381.0,94.0,0
1707944686,,,,,,1381.0,94.0,0
1707944691,,,,,,1381.0,94.0,0
1707944696,,,,,,,,0
1707944751,,,,,,-1.0,-1.0,0
1707944756,,,,,,-1.0,-1.0,0
1707944761,,,,,,-1.0,-1.0,0
1707944766,,,,,,-1.0,-1.0,0
1707944771,,,,,,-1.0,-1.0,0
1707944776,,,,,,-1.0,-1.0,0
1707944781,,,,,,-1.0,-1.0,0
1707944786,,,,,,-1.0,-1.0,0
1707944791,,,,,,1381.0,212.0,0
1707944796,,,,,,1381.0,212.0,0
1707944801,,,,,,1381.0,212.0,0
1707944806,,,,,,1381.0,212.0,0
1707944811,,,,,,1381.0,212.0,0
1707944816,,,,,,1381.0,212.0,0
1707944821,,,,,,1381.0,212.0,0
1707944826,,,,,,1381.0,212.0,0
1707944831,,,,,,1381.0,212.0,0
1707944836,,,,,,1381.0,212.0,0
1707944841,,,,,,1381.0,212.0,0
1707944846,,,,,,1381.0,212.0,0
1707944851,,,,,,1381.0,112.0,0
1707944856,,,,,,1381.0,112.0,0
1707944861,,,,,,1381.0,112.0,0
1707944866,,,,,,1381.0,112.0,0
1707944871,,,,,,1381.0,112.0,0
1707944876,,,,,,1381.0,112.0,0
1707944881,,,,,,1381.0,112.0,0
1707944886,,,,,,1381.0,112.0,0
1707944891,,,,,,1381.0,112.0,0
1707944896,,,,,,1381.0,112.0,0
1707944901,,,,,,1381.0,112.0,0
1707944906,,,,,,1381.0,112.0,0
1707944911,,,,,,1381.0,111.0,0
1707944916,,,,,,1381.0,111.0,0
1707944921,,,,,,1381.0,111.0,0
1707944926,,,,,,1381.0,111.0,0
1707944931,,,,,,1381.0,111.0,0
1707944936,,,,,,1381.0,111.0,0
1707944941,,,,,,1381.0,111.0,0
1707944946,,,,,,1381.0,111.0,0
1707944951,,,,,,1381.0,111.0,0
1707944956,,,,,,1381.0,111.0,0
1707944961,,,,,,1381.0,111.0,0
1707944966,,,,,,1381.0,111.0,0
1707944971,,,,,,1381.0,108.0,0
1707944976,,,,,,1381.0,108.0,0
1707944981,,,,,,1381.0,108.0,0
1707944986,,,,,,1381.0,108.0,0
1707944991,,,,,,1381.0,108.0,0
1707944996,,,,,,1381.0,108.0,0
1707945001,,,,,,1381.0,108.0,0
1707945006,,,,,,1381.0,108.0,0
1707945011,,,,,,1381.0,108.0,0
1707945016,,,,,,1381.0,108.0,0
1707945021,,,,,,1381.0,108.0,0
1707945026,,,,,,1381.0,108.0,0
1707945031,,,,,,1381.0,37.0,0
1707945036,,,,,,1381.0,37.0,0
1707945041,,,,,,1381.0,37.0,0
1707945046,,,,,,1381.0,37.0,0
1707945051,,,,,,1381.0,37.0,0
1707945056,,,,,,1381.0,37.0,0
1707945061,,,,,,1381.0,37.0,0
1707945066,,,,,,1381.0,37.0,0
1707945071,,,,,,1381.0,37.0,0
1707945076,,,,,,1381.0,37.0,0
1707945081,,,,,,1381.0,37.0,0
1707945086,,,,,,1381.0,37.0,0
1707945091,,,,,,1381.0,112.0,0
1707945096,,,,,,1381.0,112.0,0
1707945101,,,,,,1381.0,112.0,0
1707945106,,,,,,1381.0,112.0,0
1707945111,,,,,,1381.0,112.0,0
1707945116,,,,,,1381.0,112.0,0
1707945121,,,,,,1381.0,112.0,0
1707945126,,,,,,1381.0,112.0,0
1707945131,,,,,,1381.0,112.0,0
1707945136,,,,,,1381.0,112.0,0
