,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
1736786260000,,1000.0,,1000.0,,750.0,,,,,,
1736786265000,,900.0,,1000.0,,675.0,,,,,,
1736786270000,,808.0,,963.0,,611.0,,,,,,
1736786275000,1000.0,734.0,1000.0,881.0,1000.0,559.0,,,,,,
1736786280000,984.0,672.0,967.0,797.0,968.0,475.0,,,,,,
1736786285000,901.0,589.0,884.0,713.0,884.0,391.0,,,,,,
1736786290000,829.0,503.0,799.0,630.0,800.0,307.0,,,,,,
1736786295000,823.0,417.0,722.0,550.0,723.0,226.0,,,,,,
1736786300000,819.0,337.0,652.0,467.0,651.0,144.0,,,,,,
1736786305000,818.0,256.0,593.0,391.0,596.0,67.0,,,,,,
1736786310000,817.0,178.0,571.0,312.0,547.0,8.0,,,,,,
1736786315000,817.0,99.0,511.0,250.0,483.0,21.0,,,,,,
1736786320000,817.0,39.0,449.0,182.0,419.0,43.0,,,,,,
1736786325000,817.0,43.0,381.0,141.0,360.0,74.0,,,,,,
1736786330000,817.0,88.0,379.0,135.0,360.0,130.0,,,,,,
1736786335000,817.0,137.0,379.0,141.0,360.0,131.0,,,,,,
1736786340000,834.0,142.0,390.0,172.0,363.0,153.0,,,,,,
1736786345000,917.0,170.0,419.0,193.0,385.0,181.0,,,,,,
1736786350000,989.0,189.0,453.0,214.0,420.0,202.0,,,,,,
1736786355000,995.0,214.0,471.0,249.0,437.0,221.0,,,,,,
1736786360000,999.0,250.0,521.0,331.0,503.0,303.0,,,,,,
1736786365000,1000.0,330.0,580.0,407.0,558.0,380.0,,,,,,
1736786370000,1000.0,408.0,602.0,486.0,607.0,459.0,,,,,,
1736786375000,1000.0,488.0,662.0,548.0,671.0,529.0,,,,,,
1736786380000,1000.0,547.0,725.0,590.0,735.0,545.0,,,,,,
1736786385000,1000.0,565.0,792.0,548.0,794.0,512.0,,,,,,
1736786390000,1000.0,521.0,795.0,505.0,794.0,458.0,,,,,,
1736786395000,1000.0,474.0,722.0,501.0,753.0,459.0,,,,,,
1736786400000,986.0,467.0,657.0,471.0,697.0,441.0,,,,,,
1736786405000,977.0,441.0,641.0,467.0,691.0,431.0,,,,,,
1736786410000,977.0,442.0,638.0,482.0,687.0,433.0,,,,,,
1736786415000,977.0,458.0,676.0,495.0,739.0,462.0,,,,,,
1736786420000,973.0,456.0,631.0,436.0,685.0,391.0,,,,,,
1736786425000,973.0,400.0,583.0,420.0,653.0,376.0,,,,,,
1736786430000,973.0,384.0,583.0,420.0,653.0,376.0,,,,,,
1736786435000,973.0,384.0,583.0,417.0,653.0,370.0,,,,,,
1736786440000,972.0,376.0,557.0,361.0,610.0,344.0,,,,,,
1736786445000,972.0,348.0,485.0,389.0,549.0,380.0,,,,,,
1736786450000,972.0,375.0,439.0,427.0,506.0,407.0,,,,,,
1736786455000,971.0,414.0,464.0,448.0,489.0,425.0,,,,,,
1736786460000,983.0,440.0,509.0,476.0,540.0,456.0,,,,,,
1736786465000,988.0,470.0,533.0,483.0,546.0,459.0,,,,,,
1736786470000,988.0,478.0,527.0,471.0,547.0,463.0,,,,,,
1736786475000,988.0,468.0,522.0,503.0,535.0,487.0,,,,,,
1736786480000,992.0,513.0,588.0,562.0,595.0,557.0,,,,,,
1736786485000,992.0,570.0,635.0,579.0,628.0,573.0,,,,,,
1736786490000,992.0,586.0,635.0,579.0,628.0,573.0,,,,,,
1736786495000,,586.0,627.0,,612.0,,,,,,,
1736786500000,,,,,,,,,,,,
1736786550000,,,,,1000.0,,929.0,,,,,
1736786555000,,,,,882.0,,742.0,,,,,
1736786560000,,,,,754.0,1000.0,618.0,,,,,
1736786565000,,,,1000.0,659.0,1000.0,526.0,,,,,
1736786570000,,1000.0,,905.0,585.0,1000.0,458.0,,,,,
1736786575000,,978.0,1000.0,805.0,526.0,969.0,406.0,,992.0,,,
1736786580000,1000.0,880.0,953.0,721.0,478.0,871.0,365.0,1000.0,901.0,,,
1736786585000,1000.0,800.0,871.0,653.0,436.0,792.0,332.0,1000.0,826.0,,,
1736786590000,875.0,734.0,790.0,597.0,352.0,723.0,304.0,927.0,740.0,,,
1736786595000,841.0,652.0,711.0,517.0,270.0,638.0,220.0,847.0,657.0,,,
1736786600000,815.0,571.0,636.0,434.0,189.0,556.0,138.0,774.0,576.0,,,
1736786605000,803.0,489.0,568.0,354.0,109.0,474.0,57.0,701.0,502.0,,,
1736786610000,787.0,410.0,499.0,274.0,36.0,400.0,2.0,635.0,421.0,,,
1736786615000,775.0,330.0,427.0,194.0,15.0,319.0,5.0,563.0,342.0,,,
1736786620000,766.0,254.0,353.0,120.0,27.0,243.0,13.0,490.0,266.0,,,
1736786625000,760.0,181.0,281.0,43.0,34.0,165.0,23.0,416.0,187.0,,,
1736786630000,760.0,101.0,238.0,39.0,49.0,87.0,38.0,344.0,130.0,,,
1736786635000,760.0,65.0,233.0,75.0,69.0,59.0,73.0,307.0,91.0,,,
1736786640000,760.0,65.0,198.0,77.0,68.0,65.0,73.0,296.0,91.0,,,
1736786645000,758.0,79.0,263.0,102.0,104.0,64.0,82.0,216.0,136.0,,,
1736786650000,805.0,162.0,344.0,187.0,152.0,115.0,166.0,276.0,179.0,,,
1736786655000,882.0,236.0,423.0,267.0,156.0,147.0,248.0,356.0,183.0,,,
1736786660000,917.0,238.0,426.0,279.0,154.0,156.0,258.0,428.0,182.0,,,
1736786665000,936.0,243.0,426.0,285.0,162.0,155.0,260.0,436.0,183.0,,,
1736786670000,938.0,264.0,464.0,312.0,188.0,158.0,280.0,435.0,216.0,,,
1736786675000,954.0,302.0,461.0,322.0,198.0,189.0,313.0,493.0,225.0,,,
1736786680000,975.0,306.0,470.0,325.0,204.0,192.0,309.0,496.0,234.0,,,
1736786685000,979.0,311.0,495.0,330.0,209.0,203.0,317.0,504.0,247.0,,,
1736786690000,979.0,367.0,538.0,380.0,272.0,220.0,359.0,539.0,304.0,,,
1736786695000,979.0,420.0,543.0,427.0,335.0,272.0,408.0,576.0,351.0,,,
1736786700000,979.0,503.0,622.0,511.0,393.0,350.0,493.0,586.0,392.0,,,
1736786705000,981.0,532.0,564.0,514.0,359.0,379.0,518.0,657.0,345.0,,,
1736786710000,982.0,453.0,516.0,435.0,316.0,331.0,439.0,588.0,324.0,,,
1736786715000,979.0,444.0,516.0,426.0,394.0,323.0,417.0,552.0,396.0,,,
1736786720000,979.0,477.0,526.0,445.0,412.0,393.0,449.0,539.0,406.0,,,
1736786725000,986.0,474.0,522.0,440.0,402.0,397.0,448.0,529.0,401.0,,,
1736786730000,986.0,466.0,489.0,427.0,402.0,394.0,437.0,523.0,399.0,,,
1736786735000,968.0,466.0,523.0,454.0,432.0,393.0,436.0,477.0,425.0,,,
1736786740000,968.0,472.0,530.0,457.0,429.0,425.0,447.0,499.0,423.0,,,
1736786745000,964.0,469.0,531.0,458.0,437.0,421.0,449.0,511.0,424.0,,,
1736786750000,955.0,472.0,531.0,461.0,432.0,421.0,447.0,513.0,423.0,,,
1736786755000,955.0,472.0,531.0,461.0,432.0,421.0,447.0,513.0,423.0,,,
1736786760000,955.0,447.0,531.0,440.0,445.0,421.0,442.0,513.0,414.0,,,
1736786765000,955.0,406.0,549.0,415.0,445.0,445.0,407.0,494.0,416.0,,,
1736786770000,955.0,408.0,532.0,423.0,456.0,444.0,405.0,498.0,411.0,,,
1736786775000,935.0,378.0,519.0,390.0,419.0,437.0,380.0,474.0,395.0,,,
1736786780000,927.0,424.0,580.0,441.0,484.0,420.0,420.0,481.0,468.0,,,
1736786785000,927.0,,604.0,499.0,531.0,498.0,493.0,558.0,,,,
1736786790000,,,,,,,,,,,,
1736786855000,,,,,,,,,,,902.0,1000.0
1736786860000,,,,,,,,,,,750.0,1000.0
1736786865000,,,,,,,,1000.0,,,643.0,1000.0
1736786870000,,,1000.0,1000.0,1000.0,,1000.0,950.0,,,558.0,960.0
1736786875000,1000.0,1000.0,987.0,1000.0,986.0,1000.0,1000.0,827.0,1000.0,,493.0,853.0
1736786880000,940.0,1000.0,888.0,911.0,873.0,1000.0,914.0,732.0,1000.0,,442.0,764.0
1736786885000,844.0,984.0,804.0,840.0,784.0,922.0,831.0,658.0,913.0,1000.0,401.0,716.0
1736786890000,774.0,921.0,737.0,795.0,712.0,851.0,764.0,600.0,837.0,960.0,377.0,664.0
1736786895000,763.0,872.0,657.0,739.0,664.0,807.0,686.0,556.0,791.0,885.0,302.0,613.0
1736786900000,729.0,801.0,584.0,672.0,587.0,767.0,610.0,478.0,734.0,836.0,234.0,539.0
1736786905000,713.0,658.0,523.0,606.0,519.0,700.0,538.0,404.0,668.0,757.0,159.0,462.0
1736786910000,691.0,658.0,464.0,606.0,446.0,634.0,472.0,334.0,596.0,679.0,140.0,416.0
1736786915000,691.0,518.0,393.0,604.0,414.0,633.0,401.0,295.0,590.0,625.0,107.0,344.0
1736786920000,691.0,518.0,334.0,604.0,339.0,630.0,334.0,221.0,588.0,548.0,167.0,299.0
1736786925000,680.0,497.0,301.0,604.0,320.0,630.0,318.0,205.0,575.0,512.0,214.0,259.0
1736786930000,680.0,419.0,225.0,584.0,290.0,630.0,240.0,158.0,575.0,460.0,216.0,203.0
1736786935000,680.0,336.0,152.0,511.0,216.0,609.0,158.0,158.0,551.0,375.0,227.0,205.0
1736786940000,702.0,260.0,161.0,511.0,228.0,536.0,156.0,170.0,478.0,295.0,242.0,220.0
1736786945000,768.0,199.0,188.0,559.0,242.0,528.0,174.0,181.0,477.0,238.0,281.0,269.0
1736786950000,842.0,211.0,218.0,540.0,301.0,566.0,203.0,214.0,529.0,240.0,278.0,273.0
1736786955000,867.0,192.0,230.0,532.0,299.0,543.0,214.0,217.0,510.0,245.0,288.0,253.0
1736786960000,893.0,189.0,236.0,582.0,308.0,517.0,221.0,228.0,504.0,226.0,322.0,270.0
1736786965000,897.0,252.0,298.0,647.0,347.0,566.0,287.0,291.0,542.0,256.0,397.0,346.0
1736786970000,919.0,319.0,356.0,644.0,420.0,633.0,352.0,361.0,614.0,335.0,386.0,378.0
1736786975000,919.0,312.0,369.0,561.0,438.0,634.0,373.0,332.0,620.0,369.0,376.0,369.0
1736786980000,919.0,301.0,345.0,489.0,427.0,561.0,358.0,324.0,540.0,362.0,327.0,332.0
1736786985000,908.0,245.0,311.0,472.0,373.0,488.0,301.0,263.0,481.0,316.0,330.0,317.0
1736786990000,893.0,313.0,387.0,488.0,373.0,469.0,379.0,330.0,451.0,324.0,407.0,400.0
1736786995000,893.0,375.0,415.0,485.0,456.0,487.0,416.0,370.0,467.0,409.0,404.0,415.0
1736787000000,916.0,370.0,408.0,488.0,454.0,482.0,409.0,363.0,464.0,418.0,398.0,405.0
1736787005000,932.0,373.0,412.0,461.0,449.0,485.0,418.0,372.0,464.0,398.0,387.0,371.0
1736787010000,933.0,358.0,392.0,468.0,421.0,477.0,397.0,353.0,441.0,377.0,395.0,364.0
1736787015000,922.0,357.0,388.0,467.0,429.0,485.0,392.0,354.0,446.0,373.0,390.0,365.0
1736787020000,902.0,375.0,390.0,454.0,426.0,485.0,399.0,356.0,439.0,373.0,381.0,379.0
1736787025000,888.0,374.0,378.0,454.0,414.0,470.0,389.0,342.0,426.0,390.0,381.0,379.0
1736787030000,888.0,375.0,378.0,423.0,414.0,470.0,389.0,342.0,426.0,390.0,373.0,394.0
1736787035000,888.0,416.0,366.0,428.0,393.0,461.0,367.0,353.0,411.0,410.0,377.0,415.0
1736787040000,883.0,420.0,373.0,436.0,399.0,459.0,373.0,358.0,413.0,421.0,382.0,424.0
1736787045000,880.0,427.0,369.0,422.0,405.0,466.0,383.0,370.0,420.0,430.0,371.0,414.0
1736787050000,878.0,412.0,357.0,426.0,399.0,452.0,365.0,355.0,411.0,417.0,378.0,408.0
1736787055000,878.0,433.0,409.0,487.0,399.0,455.0,411.0,401.0,418.0,417.0,420.0,459.0
1736787060000,878.0,476.0,458.0,519.0,459.0,532.0,467.0,455.0,482.0,469.0,464.0,516.0
1736787065000,881.0,496.0,439.0,503.0,518.0,569.0,457.0,468.0,522.0,526.0,445.0,494.0
1736787070000,884.0,485.0,439.0,520.0,500.0,541.0,457.0,461.0,499.0,501.0,463.0,496.0
1736787075000,877.0,,455.0,,515.0,558.0,,476.0,512.0,518.0,488.0,
1736787080000,,,,,,,,,,,,
