,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
1737801190000,972.0,842.0,875.0,
1737801195000,971.0,859.0,876.0,
1737801200000,971.0,864.0,872.0,
1737801205000,970.0,862.0,876.0,
1737801210000,969.0,860.0,882.0,
1737801215000,972.0,856.0,872.0,
1737801220000,970.0,867.0,876.0,
1737801225000,969.0,863.0,884.0,
1737801230000,967.0,869.0,885.0,
1737801235000,966.0,873.0,887.0,
1737801240000,964.0,874.0,898.0,
1737801245000,967.0,883.0,906.0,
1737801250000,967.0,885.0,901.0,
1737801255000,965.0,888.0,901.0,
1737801260000,965.0,887.0,907.0,
1737801265000,967.0,887.0,905.0,
1737801270000,970.0,893.0,908.0,
1737801275000,969.0,899.0,913.0,
1737801280000,968.0,897.0,909.0,
1737801285000,968.0,899.0,913.0,
1737801290000,970.0,892.0,913.0,
1737801295000,970.0,897.0,909.0,
1737801300000,973.0,901.0,906.0,
1737801305000,972.0,901.0,900.0,
1737801310000,966.0,900.0,902.0,
1737801315000,967.0,893.0,900.0,
1737801320000,965.0,890.0,903.0,
1737801325000,965.0,892.0,904.0,
1737801330000,964.0,890.0,898.0,
1737801335000,963.0,888.0,905.0,
1737801340000,963.0,890.0,908.0,
1737801345000,960.0,889.0,903.0,
1737801350000,959.0,887.0,906.0,
1737801355000,959.0,885.0,912.0,
1737801360000,962.0,889.0,906.0,
1737801365000,963.0,886.0,908.0,
1737801370000,,,,
1737801390000,,,,1000.0
1737801395000,1000.0,1000.0,1000.0,1000.0
1737801400000,660.0,1000.0,819.0,456.0
1737801405000,785.0,499.0,884.0,674.0
1737801410000,849.0,686.0,890.0,748.0
1737801415000,870.0,777.0,905.0,794.0
1737801420000,886.0,807.0,893.0,790.0
1737801425000,894.0,827.0,895.0,817.0
1737801430000,896.0,837.0,895.0,809.0
1737801435000,904.0,839.0,884.0,812.0
1737801440000,903.0,839.0,880.0,808.0
1737801445000,906.0,841.0,886.0,825.0
1737801450000,909.0,844.0,886.0,829.0
1737801455000,913.0,851.0,889.0,836.0
1737801460000,936.0,854.0,897.0,873.0
1737801465000,941.0,887.0,892.0,870.0
1737801470000,935.0,892.0,896.0,870.0
1737801475000,936.0,881.0,887.0,865.0
1737801480000,936.0,882.0,896.0,879.0
1737801485000,935.0,883.0,897.0,869.0
1737801490000,938.0,883.0,898.0,884.0
1737801495000,937.0,884.0,908.0,891.0
1737801500000,941.0,887.0,913.0,895.0
1737801505000,942.0,893.0,906.0,891.0
1737801510000,940.0,895.0,909.0,892.0
1737801515000,941.0,894.0,905.0,887.0
1737801520000,940.0,898.0,908.0,891.0
1737801525000,940.0,899.0,912.0,891.0
1737801530000,938.0,903.0,913.0,892.0
1737801535000,937.0,905.0,913.0,893.0
1737801540000,936.0,909.0,913.0,885.0
1737801545000,937.0,907.0,907.0,891.0
1737801550000,937.0,907.0,908.0,884.0
1737801555000,934.0,910.0,907.0,883.0
1737801560000,935.0,912.0,910.0,888.0
1737801565000,936.0,914.0,913.0,886.0
1737801570000,940.0,912.0,917.0,886.0
1737801575000,900.0,909.0,916.0,841.0
1737801580000,821.0,913.0,836.0,762.0
1737801585000,,920.0,,
1737801590000,,,,
1737801595000,,,,1000.0
1737801600000,1000.0,1000.0,1000.0,1000.0
1737801605000,1000.0,80.0,0.0,0.0
1737801610000,698.0,381.0,323.0,309.0
1737801615000,778.0,549.0,521.0,491.0
1737801620000,824.0,651.0,613.0,597.0
1737801625000,863.0,693.0,672.0,641.0
1737801630000,877.0,733.0,701.0,695.0
1737801635000,886.0,742.0,728.0,715.0
1737801640000,,,,
