,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1736198775000,17935.13333333,18052.33333333,17930.0,18118.91666666,17870.2,18010.86666666,17710.766666659998,18130.28333333,,,,,,,,,,,,,,,,,,,,,,,,
1736198780000,17839.4,18039.35,18440.41666666,18393.46666666,17975.266666659998,18554.38333333,18155.28333333,18488.96666666,,,,,,,,,,,,,,,,,,,,,,,,
1736198785000,18770.4,18720.5,18491.38333333,18407.733333329998,18119.36666666,18455.41666666,18170.91666666,18330.66666666,,,,,,,,,,,,,,,,,,,,,,,,
1736198790000,18464.4,18502.4,18161.15,18290.816666659997,18176.316666659997,18280.86666666,17944.316666659997,18275.61666666,,,,,,,,,,,,,,,,,,,,,,,,
1736198795000,18529.16666666,18271.983333329998,17776.2,17674.816666659997,18135.55,17920.43333333,17584.66666666,17794.93333333,,,,,,,,,,,,,,,,,,,,,,,,
1736198800000,17715.0,17908.65,17230.016666659998,17556.016666659998,17651.21666666,17362.5,17059.53333333,17493.13333333,,,,,,,,,,,,,,,,,,,,,,,,
1736198805000,17383.66666666,17574.8,18464.38333333,18456.8,17356.68333333,18496.58333333,18207.733333329998,18417.766666659998,,,,,,,,,,,,,,,,,,,,,,,,
1736198810000,18513.016666659998,18488.18333333,18312.233333329998,18413.766666659998,18324.61666666,18455.7,18117.0,18493.55,,,,,,,,,,,,,,,,,,,,,,,,
1736198815000,18286.38333333,18434.566666659997,18055.05,18357.566666659997,18184.516666659998,18193.55,17862.41666666,,,,,,,,,,,,,,,,,,,,,,,,,
1736198820000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736198840000,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
1736198845000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1736198850000,0.0,119.5166666666,128.45,117.7166666666,100.05,75.3666666666,0.0,78.0166666666,66.3166666667,0.0,0.0,0.0,0.0,126.0666666666,76.1166666666,0.0,,,,,,,,,,,,,,,,
1736198855000,144.8333333333,540.1666666666,547.5,539.0666666666,454.1666666666,369.6333333333,111.8333333333,374.55,350.3666666666,121.7333333333,117.9666666666,73.9,123.1166666666,539.0833333333,379.1166666666,74.1,,,,,,,,,,,,,,,,
1736198860000,549.7833333333,1246.95,1277.7666666666,1251.5833333333,1247.0666666666,1199.5333333333,501.1666666666,1223.0166666666,1146.9166666666,542.65,540.95,376.95,541.0166666666,1261.5666666666,1219.2333333333,376.8166666666,,,,,,,,,,,,,,,,
1736198865000,1241.7833333333,2031.6833333333,2007.45,2041.0833333333,1852.3666666666,1809.8166666666,1241.0833333333,1832.5833333333,1809.1333333333,1230.8666666666,1289.0833333333,1214.3166666666,1269.6,1982.7,1843.2166666666,1210.0666666666,,,,,,,,,,,,,,,,
1736198870000,2023.35,2612.0,2651.0333333333,2627.3,2583.3666666666,2467.5666666666,1980.4166666666,2496.5,2430.7166666666,2006.0833333333,2028.4166666666,1835.1666666666,1996.75,2632.2166666666,2507.4,1820.6666666666,,,,,,,,,,,,,,,,
1736198875000,2811.7333333333,3868.18333333,3869.5,3887.48333333,3703.51666667,3475.11666667,2581.4,3538.26666667,3413.51666667,2607.0833333333,2621.1166666666,2498.1333333333,2621.85,3841.88333333,3558.23333333,2479.1333333333,,,,,,,,,,,,,,,,
1736198880000,3986.95,4742.4,4691.15,4767.55,4614.05,4400.83333333,3820.46666667,4464.28333333,4297.0,3826.9,3874.43333333,3534.73333333,3806.73333333,4631.46666667,4484.26666667,3512.75,,,,,,,,,,,,,,,,
1736198885000,4718.61666667,5545.36666667,5473.13333333,5575.76666667,5468.31666667,5279.71666667,4689.56666667,5347.1,5230.18333333,4680.8,4738.75,4465.81666667,4665.61666667,5470.98333333,5381.86666667,4432.43333333,,,,,,,,,,,,,,,,
1736198890000,5494.51666667,6468.21666667,6382.46666667,6503.56666667,6236.4,6095.06666667,5529.23333333,6175.56666667,6065.88333333,5467.91666667,5537.33333333,5331.26666667,5441.78333333,6301.46666667,6207.86666667,5315.15,,,,,,,,,,,,,,,,
1736198895000,6557.98333333,7343.18333333,7250.21666666,7394.65,7187.88333333,6986.26666666,6434.85,7058.3,6851.78333333,6379.9,6462.35,6183.3,6350.0,7162.26666666,7115.33333333,6134.08333333,,,,,,,,,,,,,,,,
1736198900000,7301.73333333,8480.93333333,8367.83333333,8526.66666666,8340.05,7958.66666666,7331.21666666,8065.16666666,7955.33333333,7247.33333333,7348.11666666,7092.93333333,7225.65,8260.43333333,8113.16666666,7029.68333333,,,,,,,,,,,,,,,,
1736198905000,8434.16666666,9517.43333333,9398.03333333,9566.98333333,9454.35,9087.75,8411.66666666,9198.15,9026.0,8360.95,8470.16666666,8082.1,8323.86666666,9296.36666666,9255.03333333,8009.25,,,,,,,,,,,,,,,,
1736198910000,9633.18333333,10260.88333333,10347.78333333,10320.65,10232.6,9962.03333333,9488.85,10083.55,9963.23333333,9382.06666666,9507.21666666,9219.1,9343.03333333,10220.43333333,10149.26666666,9145.3,,,,,,,,,,,,,,,,
1736198915000,10520.5,11042.86666666,10941.83333333,11109.9,11030.3,10679.8,10240.18333333,10898.88333333,10607.33333333,10283.86666666,10322.16666666,10108.46666666,10150.58333333,10802.31666666,10942.73333333,10026.0,,,,,,,,,,,,,,,,
1736198920000,10967.46666666,11503.1,11301.81666666,11551.61666666,11309.55,10862.96666666,11049.4,11166.13333333,10909.51666666,10879.85,11027.71666666,10901.93333333,10824.91666666,11156.85,11143.56666666,10783.53333333,,,,,,,,,,,,,,,,
1736198925000,11443.73333333,11719.5,11676.65,11779.65,11770.61666666,11364.96666666,11448.36666666,11517.16666666,11365.61666666,11325.31666666,11447.8,11024.58333333,11247.5,11543.65,11594.15,10930.55,,,,,,,,,,,,,,,,
1736198930000,11774.83333333,12274.75,12158.1,12337.91666666,12043.38333333,11852.71666666,11688.63333333,12017.2,11851.26666666,11588.08333333,11733.36666666,11538.21666666,11567.63333333,12008.18333333,12074.16666666,11443.6,,,,,,,,,,,,,,,,
1736198935000,12177.06666666,12271.5,12067.33333333,12339.06666666,12273.46666666,12008.28333333,12260.51666666,12135.95,12025.51666666,12135.51666666,12293.6,12026.66666666,12065.73333333,11891.96666666,12215.08333333,11928.63333333,,,,,,,,,,,,,,,,
1736198940000,12070.38333333,12409.46666666,12315.73333333,12475.25,12334.71666666,12040.33333333,12204.66666666,12206.13333333,12089.56666666,12083.4,12248.7,12172.5,12060.66666666,12155.3,12262.08333333,12068.46666666,,,,,,,,,,,,,,,,
1736198945000,12560.68333333,13020.05,12840.9,13090.15,12840.9,12599.56666666,12387.13333333,12749.88333333,12622.3,12257.93333333,12411.85,12212.8,12207.76666666,12611.26666666,12833.21666666,12104.88333333,,,,,,,,,,,,,,,,
1736198950000,13143.3,13274.61666666,13130.16666666,13149.41666666,13276.68333333,12885.21666666,12969.4,13057.96666666,12866.68333333,12832.96666666,13014.05,12807.91666666,12790.0,12964.01666666,13138.66666666,12674.03333333,,,,,,,,,,,,,,,,
1736198955000,13249.88333333,13521.68333333,13333.6,13583.01666666,13428.46666666,13106.9,13058.93333333,13280.01666666,13216.36666666,13106.23333333,13296.81666666,13081.85,13074.7,13163.85,13355.33333333,12963.73333333,,,,,,,,,,,,,,,,
1736198960000,13439.91666666,13342.05,13377.33333333,13402.01666666,13405.23333333,13242.41666666,13264.8,13396.6,13214.18333333,13322.15,13500.15,13292.55,13266.53333333,13212.18333333,13487.43333333,13187.81666666,,,,,,,,,,,,,,,,
1736198965000,13566.56666666,13638.2,13494.95,13712.65,13424.25,13279.15,13337.63333333,13464.8,13279.01666666,13177.45,13404.48333333,13428.9,13285.1,13320.31666666,13532.93333333,13325.03333333,,,,,,,,,,,,,,,,
1736198970000,13617.98333333,13754.91666666,13333.61666666,13825.86666666,13663.36666666,13433.48333333,13599.45,13601.7,13400.08333333,13441.5,13629.96666666,13475.26666666,13395.68333333,13308.5,13684.11666666,13363.3,,,,,,,,,,,,,,,,
1736198975000,13444.9,13641.85,13510.56666666,13710.05,13633.81666666,13260.41666666,13713.83333333,13512.3,13349.21666666,13382.83333333,13673.0,13629.76666666,13533.75,13340.71666666,13610.28333333,13515.28333333,,,,,,,,,,,,,,,,
1736198980000,13672.4,13559.56666666,13600.01666666,13652.66666666,13703.91666666,13578.61666666,13602.83333333,13572.28333333,13547.68333333,13556.81666666,13634.03333333,13553.38333333,13521.2,13428.93333333,13767.95,13315.7,,,,,,,,,,,,,,,,
1736198985000,13829.5,13891.13333333,13692.18333333,13969.98333333,13842.3,13631.01666666,13546.15,13793.7,13578.68333333,13603.46666666,13782.43333333,13783.7,13546.63333333,13500.71666666,13871.46666666,13667.65,,,,,,,,,,,,,,,,
1736198990000,13935.66666666,13875.78333333,13660.56666666,13946.96666666,13947.46666666,13596.76666666,13770.48333333,13747.46666666,13605.0,13731.95,13909.5,13826.13333333,13673.6,13466.36666666,13861.01666666,13712.0,,,,,,,,,,,,,,,,
1736198995000,13803.6,13794.2,13637.6,13866.88333333,13684.68333333,13550.78333333,13706.55,13718.21666666,13570.78333333,13666.45,13862.31666666,13799.35,13634.05,13483.96666666,13805.28333333,13684.83333333,,,,,,,,,,,,,,,,
1736199000000,13836.31666666,13997.03333333,13754.0,14072.91666666,13947.23333333,13788.05,13805.28333333,13929.75,13792.9,13609.81666666,13786.21666666,13750.93333333,13544.95,13584.46666666,14050.8,13634.31666666,,,,,,,,,,,,,,,,
1736199005000,13739.4,13646.65,13520.2,13717.58333333,13742.56666666,13332.21666666,13909.95,13500.61666666,13351.03333333,13797.88333333,14001.88333333,13994.55,13749.66666666,13350.11666666,13595.96666666,13881.46666666,,,,,,,,,,,,,,,,
1736199010000,13431.7,13725.46666666,13641.51666666,14000.88333333,13654.85,13298.78333333,13586.4,13480.51666666,13312.23333333,13496.23333333,13663.86666666,13543.65,13457.95,13477.91666666,13545.96666666,13435.4,,,,,,,,,,,,,,,,
1736199015000,13777.31666666,14020.55,13834.13333333,14090.15,14119.93333333,13714.93333333,13810.73333333,14084.5,13711.8,13559.93333333,13707.83333333,13495.93333333,13504.25,13754.75,13970.98333333,13397.28333333,,,,,,,,,,,,,,,,
1736199020000,13993.16666666,14150.45,13946.31666666,14235.01666666,14116.75,13936.25,14187.48333333,14121.5,13740.55,13809.38333333,14008.03333333,13935.5,13772.33333333,13766.0,14209.83333333,13905.83333333,,,,,,,,,,,,,,,,
1736199025000,13751.35,14146.36666666,13937.81666666,14033.96666666,14146.51666666,13745.61666666,14129.01666666,13925.08333333,13758.88333333,14083.01666666,14067.71666666,14148.05,13714.55,13745.96666666,14018.55,14035.96666666,,,,,,,,,,,,,,,,
1736199030000,13976.0,14363.51666666,14186.81666666,14434.71666666,14205.91666666,13842.41666666,13919.91666666,14032.43333333,13859.41666666,13976.3,14114.78333333,13857.48333333,13927.33333333,13887.3,14106.48333333,13834.15,,,,,,,,,,,,,,,,
1736199035000,14318.38333333,14308.8,14047.116666659998,14383.35,14176.966666659999,14082.53333333,14245.53333333,14083.83333333,14060.11666666,14168.3,14368.93333333,14050.18333333,14012.38333333,13868.716666659999,14183.48333333,13937.56666666,,,,,,,,,,,,,,,,
1736199040000,14100.56666666,14362.55,13984.98333333,14225.45,14125.5,13813.08333333,14114.016666659998,14017.45,13815.68333333,13983.133333329999,14296.883333329999,14123.116666659998,13973.7,13812.18333333,14085.05,14161.116666659998,,,,,,,,,,,,,,,,
1736199045000,14094.7,14158.9,13962.95,14232.83333333,14218.88333333,13875.55,14098.63333333,14044.4,13901.71666666,13944.11666666,14093.03333333,14031.41666666,13894.65,13805.01666666,14138.06666666,13907.71666666,,,,,,,,,,,,,,,,
1736199050000,13959.35,14206.23333333,14054.06666666,14280.4,14167.55,13835.31666666,14239.65,14021.25,13810.46666666,13925.08333333,14107.95,14081.23333333,13865.38333333,13870.63333333,14108.01666666,13965.41666666,,,,,,,,,,,,,,,,
1736199055000,14050.16666666,14233.0,14008.91666666,14308.21666666,14181.9,13814.83333333,14220.81666666,14018.71666666,13792.16666666,14012.75,14190.16666666,14042.21666666,13950.58333333,13810.61666666,14102.11666666,13925.95,,,,,,,,,,,,,,,,
1736199060000,14086.76666666,14112.75,13968.35,14173.26666666,14048.7,13804.95,14181.86666666,13996.9,13775.4,14025.35,14219.61666666,14018.28333333,13975.36666666,13791.26666666,14063.41666666,13903.78333333,,,,,,,,,,,,,,,,
1736199065000,14062.98333333,14206.85,13947.13333333,14281.81666666,14200.25,13944.88333333,14083.38333333,14120.28333333,13926.61666666,13923.93333333,14094.58333333,13998.81666666,13876.05,13789.03333333,14196.08333333,13893.33333333,,,,,,,,,,,,,,,,
1736199070000,14055.73333333,14153.11666666,13823.85,14208.81666666,14234.33333333,14026.26666666,14179.58333333,14120.28333333,14020.1,13944.96666666,14164.38333333,14139.8,13887.7,13630.35,14281.56666666,14022.33333333,,,,,,,,,,,,,,,,
1736199075000,13720.31666666,13878.68333333,13675.5,13952.966666659999,13798.73333333,13560.1,14109.13333333,14165.16666666,13558.2,13894.53333333,14114.0,14225.3,13839.88333333,13398.98333333,13823.4,14105.83333333,,,,,,,,,,,,,,,,
1736199080000,13733.56666666,13954.6,13660.633333329999,14021.6,13792.716666659999,13304.883333329999,13780.75,13542.866666659998,13491.83333333,13675.68333333,13865.6,13751.93333333,13614.91666666,13477.95,13548.966666659999,13557.68333333,,,,,,,,,,,,,,,,
1736199085000,14094.73333333,13955.43333333,13912.58333333,14214.2,14074.716666659999,13765.48333333,13851.516666659998,13518.65,13781.3,13625.85,13965.116666659998,13504.033333329999,13744.81666666,13742.43333333,14064.633333329999,13381.7,,,,,,,,,,,,,,,,
1736199090000,14014.68333333,14157.35,13979.15,14215.65,14162.75,13883.45,14097.41666666,14000.98333333,13872.633333329999,13835.35,13962.533333329999,14084.75,13665.966666659999,13772.85,14144.23333333,13906.05,,,,,,,,,,,,,,,,
