,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1708041145000,17916.36666666,17975.11666666,,,,,,,,,,
1708041150000,18129.21666666,18214.43333333,,,,,,,,,,
1708041155000,17893.2,18085.05,,,,,,,,,,
1708041160000,17700.816666659997,17982.55,,,,,,,,,,
1708041165000,19283.83333333,17699.28333333,,,,,,,,,,
1708041170000,17151.4,19056.316666659997,,,,,,,,,,
1708041175000,14551.516666659998,16918.16666666,,,,,,,,,,
1708041180000,17305.93333333,14847.23333333,,,,,,,,,,
1708041185000,16831.55,17186.18333333,,,,,,,,,,
1708041190000,17684.58333333,17115.266666659998,,,,,,,,,,
1708041195000,17706.36666666,17828.78333333,,,,,,,,,,
1708041200000,17544.11666666,17668.233333329998,,,,,,,,,,
1708041205000,17544.11666666,17619.11666666,,,,,,,,,,
1708041210000,,,,,,,,,,,,
1708041260000,0.0,0.0,0.0,,,,,,,,,
1708041265000,0.0,0.0,0.0,,,,,,,,,
1708041270000,2.566666666666,2.433333333333,2.1,,,,,,,,,
1708041275000,371.0166666666,504.3166666666,476.4166666666,,,,,,,,,
1708041280000,2272.0333333332997,2509.8333333333,2386.5333333332997,,,,,,,,,
1708041285000,3184.3,3214.3,3062.0166666665996,,,,,,,,,
1708041290000,3623.96666667,3932.5,3740.71666667,,,,,,,,,
1708041295000,5476.8,5594.15,5320.58333333,,,,,,,,,
1708041300000,5476.8,5833.066666670001,5548.96666667,,,,,,,,,
1708041305000,7360.61666666,7522.3,7158.28333333,,,,,,,,,
1708041310000,9900.36666666,10103.783333329999,9609.01666666,,,,,,,,,
1708041315000,9900.36666666,10362.5,9862.21666666,,,,,,,,,
1708041320000,12282.016666659998,12580.93333333,11959.466666659999,,,,,,,,,
1708041325000,12935.766666659998,13334.966666659999,12690.48333333,,,,,,,,,
1708041330000,14382.33333333,14735.033333329999,14020.466666659999,,,,,,,,,
1708041335000,15115.06666666,15532.98333333,14780.266666659998,,,,,,,,,
1708041340000,14318.0,14435.116666659998,13728.033333329999,,,,,,,,,
1708041345000,15764.05,16156.883333329999,15367.0,,,,,,,,,
1708041350000,15324.383333329999,15642.66666666,14898.216666659999,,,,,,,,,
1708041355000,15537.68333333,15899.31666666,15113.68333333,,,,,,,,,
1708041360000,15537.68333333,15878.33333333,15108.91666666,,,,,,,,,
1708041365000,15894.43333333,16257.16666666,15459.58333333,,,,,,,,,
1708041370000,16016.43333333,16393.78333333,15589.41666666,,,,,,,,,
1708041375000,16016.43333333,16360.16666666,15559.133333329999,,,,,,,,,
1708041380000,15875.56666666,16198.23333333,15416.06666666,,,,,,,,,
1708041385000,16082.83333333,16320.43333333,15475.866666659998,,,,,,,,,
1708041390000,15943.48333333,16258.15,15465.533333329999,,,,,,,,,
1708041395000,17080.03333333,17300.733333329998,16461.733333329998,,,,,,,,,
1708041400000,16086.2,16686.983333329998,15882.75,,,,,,,,,
1708041405000,15915.516666659998,16294.98333333,15488.266666659998,,,,,,,,,
1708041410000,16253.533333329999,16590.58333333,15759.883333329999,,,,,,,,,
1708041415000,15968.633333329999,16329.5,15556.216666659999,,,,,,,,,
1708041420000,18135.61666666,18301.8,17406.8,,,,,,,,,
1708041425000,15895.05,16466.75,15669.7,,,,,,,,,
1708041430000,16526.66666666,16883.91666666,16065.98333333,,,,,,,,,
1708041435000,16971.066666659997,17218.6,16368.66666666,,,,,,,,,
1708041440000,16588.46666666,16954.71666666,16126.83333333,,,,,,,,,
1708041445000,17471.733333329998,17984.85,17133.16666666,,,,,,,,,
1708041450000,16683.86666666,17049.15,16306.08333333,,,,,,,,,
1708041455000,16757.766666659998,17092.1,16245.93333333,,,,,,,,,
1708041460000,17508.78333333,17778.516666659998,16908.7,,,,,,,,,
1708041465000,16432.816666659997,16771.516666659998,15969.866666659998,,,,,,,,,
1708041470000,17995.066666659997,18199.983333329998,17291.95,,,,,,,,,
1708041475000,16719.066666659997,17066.33333333,16439.11666666,,,,,,,,,
1708041480000,16588.766666659998,16954.21666666,16124.6,,,,,,,,,
1708041485000,17115.1,17459.766666659998,16633.516666659998,,,,,,,,,
1708041490000,17118.38333333,17491.36666666,16639.16666666,,,,,,,,,
1708041495000,17017.95,17382.96666666,16536.15,,,,,,,,,
1708041500000,16973.18333333,17357.1,16512.1,,,,,,,,,
1708041505000,17070.18333333,17432.5,16596.566666659997,,,,,,,,,
1708041510000,16913.816666659997,17532.983333329998,16582.68333333,,,,,,,,,
1708041515000,16748.58333333,17120.9,16289.91666666,,,,,,,,,
1708041520000,16974.83333333,17225.016666659998,16379.266666659998,,,,,,,,,
1708041525000,16944.36666666,17312.65,16459.816666659997,,,,,,,,,
1708041530000,17212.566666659997,17603.15,16766.65,,,,,,,,,
1708041535000,16707.33333333,17315.7,16250.81666666,,,,,,,,,
1708041540000,17113.93333333,17482.016666659998,16627.41666666,,,,,,,,,
1708041545000,17628.25,17860.55,16957.08333333,,,,,,,,,
1708041550000,15457.81666666,15804.98333333,15030.2,,,,,,,,,
1708041555000,17125.15,17452.45,16606.65,,,,,,,,,
1708041560000,18212.45,18634.55,17708.88333333,,,,,,,,,
1708041565000,16442.316666659997,16924.566666659997,15945.31666666,,,,,,,,,
1708041570000,18331.41666666,18484.58333333,17587.41666666,,,,,,,,,
1708041575000,16796.316666659997,17160.233333329998,16270.616666659998,,,,,,,,,
1708041580000,17233.05,17638.13333333,16784.21666666,,,,,,,,,
1708041585000,18284.21666666,18705.816666659997,17801.483333329998,,,,,,,,,
1708041590000,16144.73333333,16711.15,15897.8,,,,,,,,,
1708041595000,18511.75,18672.766666659998,17757.85,,,,,,,,,
1708041600000,16375.68333333,16736.21666666,15980.116666659998,,,,,,,,,
1708041605000,17619.8,17962.11666666,17089.46666666,,,,,,,,,
1708041610000,16869.46666666,17296.516666659998,16496.18333333,,,,,,,,,
1708041615000,16795.93333333,17098.266666659998,16283.216666659999,,,,,,,,,
1708041620000,16511.75,16847.05,16046.966666659999,,,,,,,,,
1708041625000,16440.6,16807.5,16174.883333329999,,,,,,,,,
1708041630000,16820.483333329998,17188.11666666,16346.33333333,,,,,,,,,
1708041635000,17201.05,17568.53333333,16786.93333333,,,,,,,,,
1708041640000,16699.58333333,17038.58333333,16209.06666666,,,,,,,,,
1708041645000,16861.6,17198.766666659998,16359.81666666,,,,,,,,,
1708041650000,16940.983333329998,17210.18333333,16376.06666666,,,,,,,,,
1708041655000,16916.05,17283.61666666,16454.2,,,,,,,,,
1708041660000,,0.0,,,,,,,,,,
1708041665000,0.0,0.0,0.0,,,,,,,,,
1708041670000,,,2188.5,,,,,,,,,
1708041675000,,,,,,,,,,,,
1708041720000,0.0,0.0,0.0,0.0,,,,,,,,
1708041725000,4.6,0.0,0.0,0.0,,,,,,,,
1708041730000,4.6,5.316666666666,5.3,4.783333333333,,,,,,,,
1708041735000,1488.2,135.0333333333,135.3333333333,135.1,,,,,,,,
1708041740000,2999.1166666665995,1513.4833333333,1520.25,1496.6,,,,,,,,
1708041745000,3095.1333333333,3179.7,3202.8833333333,3145.3666666665995,,,,,,,,
1708041750000,4879.43333333,3385.88333333,3403.23333333,3349.9,,,,,,,,
1708041755000,4879.43333333,4962.73333333,4977.86666667,4909.3,,,,,,,,
1708041760000,6354.75,5195.9,5221.25,5140.4,,,,,,,,
1708041765000,7631.81666666,6488.78333333,6523.766666670001,6415.233333329999,,,,,,,,
1708041770000,7923.46666666,8042.35,8082.6,7958.45,,,,,,,,
1708041775000,9512.86666666,8298.71666666,8440.25,8217.283333329999,,,,,,,,
1708041780000,10391.36666666,9695.4,9738.56666666,9583.98333333,,,,,,,,
1708041785000,11168.36666666,10644.6,10744.41666666,10525.98333333,,,,,,,,
1708041790000,12846.1,11574.716666659999,11635.05,11444.6,,,,,,,,
1708041795000,11835.716666659999,12925.616666659998,12991.58333333,12779.266666659998,,,,,,,,
1708041800000,11918.6,12027.4,12162.1,11891.45,,,,,,,,
1708041805000,13600.58333333,11966.25,12029.766666659998,11836.68333333,,,,,,,,
1708041810000,12692.98333333,13594.7,13656.133333329999,13430.58333333,,,,,,,,
1708041815000,13504.533333329999,12987.45,13137.18333333,12848.33333333,,,,,,,,
1708041820000,13698.783333329999,13709.48333333,13789.81666666,13301.95,,,,,,,,
1708041825000,13496.5,13888.83333333,13962.716666659999,13733.966666659999,,,,,,,,
1708041830000,13794.866666659998,13598.516666659998,13787.83333333,13454.466666659999,,,,,,,,
1708041835000,13763.73333333,14008.23333333,13982.81666666,13839.33333333,,,,,,,,
1708041840000,14656.91666666,13951.58333333,14033.216666659999,13797.48333333,,,,,,,,
1708041845000,13875.31666666,14811.05,14845.55,14640.616666659998,,,,,,,,
1708041850000,14032.466666659999,14115.6,14256.966666659999,13958.4,,,,,,,,
1708041855000,15147.116666659998,14255.6,14332.716666659999,14089.81666666,,,,,,,,
1708041860000,13862.25,15409.616666659998,15423.266666659998,15234.68333333,,,,,,,,
1708041865000,13936.4,14258.033333329999,14323.3,14092.1,,,,,,,,
1708041870000,14929.56666666,14147.5,14230.85,13994.31666666,,,,,,,,
1708041875000,15002.81666666,15126.33333333,15130.016666659998,14940.93333333,,,,,,,,
1708041880000,13988.31666666,15179.866666659998,15392.33333333,15275.383333329999,,,,,,,,
1708041885000,14538.75,14451.66666666,14529.35,14285.883333329999,,,,,,,,
1708041890000,15514.266666659998,14607.95,14573.05,14423.45,,,,,,,,
1708041895000,14431.58333333,15534.9,15623.85,15352.18333333,,,,,,,,
1708041900000,13882.9,14826.81666666,15044.95,14671.33333333,,,,,,,,
1708041905000,15745.1,14342.15,14417.16666666,14178.8,,,,,,,,
1708041910000,14756.116666659998,15758.83333333,15776.68333333,15574.383333329999,,,,,,,,
1708041915000,14053.616666659998,15160.716666659999,15347.35,14989.48333333,,,,,,,,
1708041920000,15116.98333333,14507.783333329999,14581.18333333,14341.283333329999,,,,,,,,
1708041925000,14996.9,15223.85,15516.4,15044.216666659999,,,,,,,,
1708041930000,14639.716666659999,15242.25,15336.35,15081.15,,,,,,,,
1708041935000,14797.616666659998,14847.216666659999,14928.65,14692.68333333,,,,,,,,
1708041940000,14814.366666659998,15054.716666659999,15060.85,14865.55,,,,,,,,
1708041945000,14908.91666666,15053.66666666,15129.4,14880.23333333,,,,,,,,
1708041950000,14942.133333329999,15145.08333333,15221.7,14971.0,,,,,,,,
1708041955000,14779.2,15172.41666666,15251.35,15001.8,,,,,,,,
1708041960000,14671.8,15101.93333333,15166.55,14928.216666659999,,,,,,,,
1708041965000,14398.9,14685.58333333,14903.48333333,14747.25,,,,,,,,
1708041970000,14994.06666666,14633.98333333,14709.75,14467.08333333,,,,,,,,
1708041975000,14469.6,15226.95,15276.5,15063.06666666,,,,,,,,
1708041980000,14754.98333333,14698.81666666,14777.85,14532.016666659998,,,,,,,,
1708041985000,14399.16666666,14956.966666659999,14820.366666659998,14790.75,,,,,,,,
1708041990000,14714.533333329999,14630.266666659998,14699.5,14450.7,,,,,,,,
1708041995000,15210.6,15002.133333329999,15090.85,14819.0,,,,,,,,
1708042000000,14913.93333333,15440.95,15523.5,15275.15,,,,,,,,
1708042005000,14768.466666659999,15148.1,15227.8,14974.866666659998,,,,,,,,
1708042010000,14812.9,15025.716666659999,15104.06666666,14853.65,,,,,,,,
1708042015000,15536.466666659999,15067.33333333,15140.4,14893.516666659998,,,,,,,,
1708042020000,15084.116666659998,15706.2,15724.866666659998,15526.25,,,,,,,,
1708042025000,15177.616666659998,15556.56666666,15498.3,15147.883333329999,,,,,,,,
1708042030000,15506.3,15413.48333333,15489.283333329999,15232.81666666,,,,,,,,
1708042035000,15480.45,15724.93333333,15729.116666659998,15535.75,,,,,,,,
1708042040000,15197.883333329999,15493.516666659998,15573.766666659998,15313.9,,,,,,,,
1708042045000,14259.533333329999,15452.9,15536.616666659998,15271.766666659998,,,,,,,,
1708042050000,14073.91666666,14717.616666659998,14867.616666659998,14546.18333333,,,,,,,,
1708042055000,14292.466666659999,14464.883333329999,14562.25,14297.3,,,,,,,,
1708042060000,15516.81666666,14427.25,14439.783333329999,14242.4,,,,,,,,
1708042065000,14805.68333333,15543.383333329999,15624.56666666,15362.48333333,,,,,,,,
1708042070000,14035.216666659999,15182.633333329999,15371.06666666,15009.65,,,,,,,,
1708042075000,14623.0,14497.68333333,14574.966666659999,14332.466666659999,,,,,,,,
1708042080000,15240.883333329999,14734.366666659998,14743.31666666,14550.7,,,,,,,,
1708042085000,14057.15,15392.283333329999,15597.533333329999,15216.98333333,,,,,,,,
1708042090000,13886.3,14533.866666659998,14615.6,14371.366666659998,,,,,,,,
1708042095000,15209.05,13991.883333329999,14066.45,13838.716666659999,,,,,,,,
1708042100000,14131.23333333,15449.866666659998,15547.91666666,15281.033333329999,,,,,,,,
1708042105000,15015.55,14611.06666666,14790.55,14450.4,,,,,,,,
1708042110000,15382.05,15098.43333333,15270.73333333,14897.56666666,,,,,,,,
1708042115000,14623.15,15598.05,15734.75,15431.33333333,,,,,,,,
1708042120000,,,,,,,,,,,,
1708042165000,,0.0,0.0,,,,,,,,,
1708042170000,0.0,0.0,0.0,0.0,0.0,,,,,,,
1708042175000,0.0,2.433333333333,2.383333333333,0.0,1.883333333333,,,,,,,
1708042180000,1.883333333333,135.0166666666,131.5333333333,2.466666666666,128.7333333333,,,,,,,
1708042185000,1.883333333333,811.3333333333,674.4,134.3,707.85,,,,,,,
1708042190000,699.9166666666,1921.5,1726.1833333332997,712.45,1761.25,,,,,,,
1708042195000,1780.6666666666,2574.1,2519.4,1779.5833333332998,2452.7,,,,,,,
1708042200000,2318.3,3853.23333333,3773.56666667,2534.4,3678.18333333,,,,,,,
1708042205000,3805.98333333,5058.91666667,4651.66666667,3800.93333333,4689.1,,,,,,,
1708042210000,4760.01666667,5566.28333333,5202.86666667,4798.98333333,5185.21666667,,,,,,,
1708042215000,5207.63333333,6772.483333329999,6496.883333329999,5331.4,6440.433333329999,,,,,,,
1708042220000,6467.28333333,7898.8,7738.58333333,6655.65,7521.35,,,,,,,
1708042225000,7810.433333329999,9105.283333329999,8709.9,7779.01666666,8627.35,,,,,,,
1708042230000,8855.05,9717.883333329999,9407.71666666,8849.5,9262.81666666,,,,,,,
1708042235000,9513.883333329999,10859.76666666,10637.05,9525.76666666,10349.0,,,,,,,
1708042240000,10505.25,11996.33333333,11752.48333333,10696.1,11432.06666666,,,,,,,
1708042245000,11990.73333333,12827.33333333,12685.18333333,11816.05,12289.766666659998,,,,,,,
1708042250000,12783.56666666,12692.366666659998,12422.33333333,12718.31666666,12044.08333333,,,,,,,
1708042255000,12478.7,12754.216666659999,12495.266666659998,12467.43333333,12155.83333333,,,,,,,
1708042260000,12605.016666659998,12520.18333333,12259.68333333,12562.133333329999,11923.4,,,,,,,
1708042265000,12381.4,12706.533333329999,12748.9,12315.06666666,12238.25,,,,,,,
1708042270000,12809.83333333,13534.216666659999,13508.15,12688.9,13018.56666666,,,,,,,
1708042275000,13677.85,13648.93333333,13271.41666666,13478.7,12896.716666659999,,,,,,,
1708042280000,13550.56666666,13361.56666666,12884.43333333,13284.35,12684.18333333,,,,,,,
1708042285000,13056.48333333,13147.25,12978.466666659999,12994.15,12472.66666666,,,,,,,
1708042290000,12799.466666659999,13654.75,13488.73333333,12954.18333333,13010.73333333,,,,,,,
1708042295000,13355.73333333,13801.98333333,13524.66666666,13493.516666659998,13355.15,,,,,,,
1708042300000,13880.366666659998,14362.266666659998,14008.16666666,13593.6,13693.43333333,,,,,,,
1708042305000,14121.2,14185.466666659999,13895.98333333,14139.33333333,13517.31666666,,,,,,,
1708042310000,14024.75,13872.83333333,13614.15,13969.116666659998,13304.6,,,,,,,
1708042315000,13665.466666659999,14219.93333333,13773.966666659999,13708.65,13469.83333333,,,,,,,
1708042320000,13935.95,14329.716666659999,14041.58333333,13843.133333329999,13658.45,,,,,,,
1708042325000,13940.0,14252.81666666,13963.35,14119.383333329999,13584.56666666,,,,,,,
1708042330000,13857.35,14186.85,13898.31666666,14042.73333333,13517.81666666,,,,,,,
1708042335000,14025.93333333,14123.133333329999,14076.91666666,13971.7,13577.81666666,,,,,,,
1708042340000,14129.18333333,14762.7,14664.43333333,14073.716666659999,14122.8,,,,,,,
1708042345000,14748.033333329999,15005.15,14798.016666659998,14700.93333333,14404.366666659998,,,,,,,
1708042350000,15185.366666659998,15217.16666666,14697.533333329999,14883.56666666,14438.65,,,,,,,
1708042355000,15131.2,14645.266666659998,14123.56666666,14811.08333333,13684.93333333,,,,,,,
1708042360000,14253.33333333,13823.91666666,13604.23333333,14261.866666659998,13168.5,,,,,,,
1708042365000,13515.7,14377.73333333,13813.283333329999,13613.866666659998,13598.283333329999,,,,,,,
1708042370000,14009.533333329999,14446.516666659998,14215.16666666,13968.616666659998,13756.85,,,,,,,
1708042375000,14226.4,14357.06666666,14224.06666666,14242.55,13951.133333329999,,,,,,,
1708042380000,14550.266666659998,14533.0,14253.16666666,14297.383333329999,13857.616666659998,,,,,,,
1708042385000,14608.116666659998,14635.266666659998,14336.616666659998,14312.9,13950.56666666,,,,,,,
1708042390000,14699.58333333,14839.66666666,14541.56666666,14410.3,14145.133333329999,,,,,,,
1708042395000,14678.45,14870.866666659998,14296.65,14613.8,14064.15,,,,,,,
1708042400000,14482.616666659998,14266.83333333,13665.283333329999,14411.18333333,13474.18333333,,,,,,,
1708042405000,13865.616666659998,13871.0,13507.65,13883.516666659998,13177.31666666,,,,,,,
1708042410000,13380.9,13767.783333329999,13509.45,13568.4,13184.45,,,,,,,
1708042415000,13538.2,14175.633333329999,14135.4,13732.133333329999,13580.883333329999,,,,,,,
1708042420000,14244.75,14407.766666659998,13886.866666659998,14133.58333333,13730.41666666,,,,,,,
1708042425000,14248.366666659998,14746.58333333,14505.866666659998,13960.91666666,14111.966666659999,,,,,,,
1708042430000,14639.766666659998,15077.766666659998,14857.23333333,14552.033333329999,14418.2,,,,,,,
1708042435000,14976.7,15199.65,14893.95,14935.4,14298.56666666,,,,,,,
1708042440000,15032.83333333,15269.56666666,14966.23333333,14973.75,14553.116666659998,,,,,,,
1708042445000,15099.05,15098.16666666,14797.216666659999,15049.18333333,14390.4,,,,,,,
1708042450000,14932.45,14977.7,14682.33333333,14874.133333329999,14282.633333329999,,,,,,,
1708042455000,14804.716666659999,15067.533333329999,14872.08333333,14753.15,14467.216666659999,,,,,,,
1708042460000,15070.116666659998,15020.366666659998,14852.883333329999,15021.43333333,14411.91666666,,,,,,,
1708042465000,14961.81666666,15274.06666666,14802.35,14819.25,14499.33333333,,,,,,,
1708042470000,15226.93333333,14985.06666666,14874.65,14922.31666666,14281.3,,,,,,,
1708042475000,14817.033333329999,15090.5,14732.93333333,14761.25,14382.23333333,,,,,,,
1708042480000,14680.98333333,14905.216666659999,14834.9,14850.7,14205.466666659999,,,,,,,
1708042485000,14977.4,14070.65,13836.73333333,14911.366666659998,13385.016666659998,,,,,,,
1708042490000,13792.033333329999,14454.91666666,14086.83333333,13881.05,13772.9,,,,,,,
1708042495000,14300.56666666,14499.383333329999,14206.266666659998,14200.65,13820.31666666,,,,,,,
