,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1736778400000,10.0,19.0,,,1.0,0.0,0.0,9.0,1.0,,,0.0,10.0,10.0,2560000.0,869.0,,,14.0,-9.223372036854776e+18,-9.223372036854776e+18
1736778405000,9.0,19.0,,,1.0,0.0,0.0,10.0,1.0,,,0.0,9.0,7.0,18.0,1722.0,,,30.0,-9.223372036854776e+18,-9.223372036854776e+18
1736778410000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,2304000.0,478.0,,,1065.0,-9.223372036854776e+18,-9.223372036854776e+18
1736778415000,10.0,20.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,10.0,9.0,2560000.0,932.0,,,1005.0,-9.223372036854776e+18,-9.223372036854776e+18
1736778420000,10.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,10.0,10.0,26.0,648.0,,,1182.0,-9.223372036854776e+18,-9.223372036854776e+18
1736778425000,10.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,10.0,10.0,2421.0,2245.0,,,896.0,-9.223372036854776e+18,-9.223372036854776e+18
1736778430000,9.0,21.0,,,0.0,0.0,0.0,11.0,0.0,,,0.0,9.0,9.0,146.0,909.0,,,862.0,-9.223372036854776e+18,-9.223372036854776e+18
1736778435000,9.0,21.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,3204000.0,1356.0,,,862.0,-9.223372036854776e+18,-9.223372036854776e+18
1736778440000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,23.0,1734.0,,,1240.0,-9.223372036854776e+18,-9.223372036854776e+18
1736778445000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,53.0,1649.0,,,1021.0,-9.223372036854776e+18,-9.223372036854776e+18
1736778450000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,8.0,260.0,2359.0,,,1001.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778455000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,7.0,77868000.0,853.0,,,775.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778460000,9.0,18.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,138834000.0,2897.0,,,2816.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778465000,10.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,10.0,8.0,671.0,614.0,,,1163.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778470000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,49599000.0,2041.0,,,892.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778475000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,4023000.0,2041.0,,,990.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778480000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,2304000.0,2041.0,,,999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778485000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,2304000.0,2041.0,,,999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778490000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,2304000.0,2041.0,,,999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778495000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,2304000.0,2041.0,,,999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778500000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,32.0,708.0,,,999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778505000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,4266000.0,1982.0,,,751.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778510000,9.0,20.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,11763000.0,903978.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778515000,9.0,20.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,91.0,8614.0,,,2435.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778520000,8.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,8.0,613.0,173880000.0,,,831.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778525000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,875.0,465.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778530000,9.0,21.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,904.0,868.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778535000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,36009000.0,283440000.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778540000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,2907000.0,283440000.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778545000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,2304000.0,283440000.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778550000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,2304000.0,283440000.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778555000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,2304000.0,283440000.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778560000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,2304000.0,283440000.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778565000,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,311.0,,,2098.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778570000,,,,,,,,,,,,,,,,,,,,,
1736778600000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778605000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778610000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778615000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778620000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778625000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778630000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778635000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,14711000.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778640000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1201000.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778645000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,256000.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778650000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2311.0,24270000.0,256000.0,,4678.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778655000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1117.0,2193000.0,256000.0,,1329.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778660000,1.0,18.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,2.0,9.0,241.0,660.0,101.0,,1205.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778665000,9.0,15.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,10.0,10.0,181.0,471.0,101.0,,78.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778670000,9.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,372.0,919.0,1245.0,,6825.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778675000,9.0,18.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,172.0,1007.0,739.0,,1571.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778680000,10.0,19.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,10.0,10.0,8780000.0,558.0,16201000.0,,1037.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778685000,9.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,3249000.0,531.0,7517000.0,,80.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778690000,9.0,17.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,8.0,9.0,3177000.0,2274.0,21.0,,702.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778695000,9.0,20.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,34.0,3389.0,21052.0,,260.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778700000,9.0,18.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,6.0,137.0,2066.0,866.0,,1093.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778705000,10.0,18.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,10.0,10.0,14.0,758.0,11931000.0,,1007.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778710000,1.0,18.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,1.0,9.0,5.0,946.0,417.0,,555.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778715000,9.0,20.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,536.0,892.0,320.0,,6336.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778720000,9.0,18.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,1492.0,1955.0,710.0,,911.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778725000,10.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,10.0,1013.0,2371.0,651.0,,1011.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778730000,9.0,19.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,1366.0,1613.0,645.0,,1083.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778735000,10.0,19.0,20.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,10.0,10.0,52390000.0,1400.0,744.0,,1007.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778740000,9.0,18.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,8.0,10.0,28.0,622.0,14588000.0,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778745000,9.0,20.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,40.0,52866000.0,67489.0,,6534.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778750000,9.0,19.0,19.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,969.0,11067.0,,1500.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778755000,9.0,19.0,18.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,969.0,270560000.0,,1039.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778760000,9.0,18.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,4.0,6.0,18.0,1676.0,5989000.0,,651.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778765000,9.0,19.0,7.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,11196000.0,2244.0,694.0,,658.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778770000,1.0,11.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,1.0,1.0,11.0,524.0,26638000.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778775000,5.0,18.0,5.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,3.0,9.0,53055000.0,6907500.0,24276000.0,,2816.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778780000,2.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,2.0,10.0,188.0,2060.0,294.0,,744.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778785000,9.0,20.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,3.0,1740.0,2053.0,153.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778790000,9.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,1819.0,1309.0,481.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778795000,9.0,19.0,19.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,97353000.0,9398.0,717.0,,1516.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778800000,9.0,19.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,8766000.0,9398.0,26625000.0,,1042.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778805000,9.0,17.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,,0.0,9.0,10.0,138.0,2591.0,26823000.0,,4028.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778810000,9.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,8.0,173.0,1107.0,231.0,,695.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778815000,9.0,16.0,19.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,59652000.0,1848.0,1409.0,,928.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778820000,9.0,16.0,19.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,5364000.0,1848.0,1409.0,,993.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778825000,9.0,16.0,19.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,1848.0,1409.0,,999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778830000,9.0,16.0,19.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,1848.0,1409.0,,999.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778835000,9.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,73.0,633.0,24152000.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778840000,9.0,16.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,,0.0,9.0,10.0,52.0,2409.0,11675000.0,,1822.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778845000,1.0,18.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,1.0,7.0,5880000.0,2081.0,1004.0,,1228.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778850000,0.0,5.0,2.0,,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,965.0,883.0,118588000.0,,1020.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778855000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,991.0,16652000.0,22001000.0,,784.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778860000,,,,,,,,,,,,,,,,,,,,,
1736778885000,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,-9.223372036854775e+18,-9.223372036854775e+18
1736778890000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778895000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778905000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778910000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778915000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778920000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778925000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13309000.0,26823000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778930000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1086000.0,2192000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778935000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,256000.0,256000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778940000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,257185.0,0.0,256000.0,256000.0,81875.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778945000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26571.0,8919000.0,256000.0,256000.0,9058.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778950000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3657.0,804000.0,256000.0,256000.0,1868.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778955000,2.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,7.0,84.0,517.0,256000.0,256000.0,703.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778960000,10.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,10.0,10.0,74.0,428.0,224.0,798000.0,611.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778965000,9.0,18.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,195.0,1297.0,7951000.0,132.0,3629.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778970000,9.0,19.0,16.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,18855000.0,1190.0,693.0,838.0,1275.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778975000,9.0,18.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0,5.0,46.0,873.0,52.0,4442000.0,45.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778980000,10.0,18.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,10.0,7.0,219.0,2062.0,17744000.0,146.0,1242.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778985000,7.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,7.0,9.0,486.0,846.0,1450.0,1251.0,656.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778990000,9.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,179118000.0,71070000.0,498.0,514.0,71.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778995000,9.0,19.0,19.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,10.0,61280000.0,1854.0,2850.0,733.0,610.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779000000,9.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,10.0,4980000.0,1854.0,11941000.0,16130000.0,967.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779005000,9.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,10.0,2560000.0,1854.0,1076000.0,1316000.0,997.0,-9.223372036854775e+18,-9.223372036854775e+18
