,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1736794455000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,2304000.0,118.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794460000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,17.0,306.0,,4.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794465000,9.0,20.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,5.0,112.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794470000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,2304000.0,112.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794475000,6.0,19.0,,0.0,0.0,0.0,9.0,0.0,,0.0,6.0,9.0,3.0,111.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794480000,9.0,21.0,,1.0,0.0,0.0,10.0,1.0,,0.0,9.0,9.0,2439000.0,112.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794485000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,2.0,251.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794490000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,13545000.0,182.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794495000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,2304000.0,182.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794500000,9.0,20.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,1.0,202.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794505000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,3078000.0,118.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794510000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,2304000.0,118.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794515000,9.0,19.0,,0.0,0.0,0.0,9.0,0.0,,0.0,9.0,9.0,3.0,118.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794520000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,2304000.0,154.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794525000,9.0,14.0,,0.0,0.0,0.0,5.0,0.0,,0.0,9.0,1.0,3.0,172.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794530000,9.0,19.0,,0.0,0.0,0.0,9.0,0.0,,0.0,9.0,9.0,3.0,205.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794535000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,3.0,118.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794540000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,3771000.0,527.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794545000,0.0,4.0,,1.0,0.0,0.0,2.0,1.0,,0.0,0.0,0.0,0.0,1201.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794550000,,,,,,,,,,,,,,,,,,
1736794570000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794575000,9.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,245.0,745.0,7301000.0,6602000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794580000,9.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,241407000.0,336.0,40.0,865.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794585000,9.0,20.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,8.0,236.0,145.0,28.0,988.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794590000,10.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,10.0,10.0,43820000.0,706.0,119.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794595000,9.0,19.0,19.0,1.0,0.0,0.0,14.0,1.0,1.0,0.0,9.0,9.0,14841000.0,336.0,43.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794600000,9.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,0.0,182.0,19.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794605000,9.0,12.0,19.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,9.0,37.0,3479.0,15.0,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794610000,9.0,19.0,20.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,22275000.0,167.0,15.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794615000,9.0,19.0,20.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,167.0,15.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794620000,9.0,19.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,9.0,9.0,4950000.0,89.0,28.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794625000,9.0,19.0,16.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,89.0,16.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794630000,1.0,19.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,9.0,5.0,301.0,104.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794635000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2313000.0,184.0,43.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794640000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,184.0,43.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794645000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,6354000.0,335.0,22.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794650000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,335.0,22.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794655000,9.0,20.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,2.0,181.0,80.0,41.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794660000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,290.0,28.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794665000,9.0,20.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2943000.0,716.0,28.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794670000,9.0,19.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,7.0,2.0,290.0,22.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794675000,1.0,12.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,9.0,4.0,129.0,53.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794680000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,30303000.0,182.0,10.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794685000,9.0,12.0,19.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,9.0,9.0,3.0,154.0,10.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794690000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,3474000.0,251.0,20.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794695000,10.0,20.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,10.0,2304000.0,38960.0,20.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794700000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,184.0,82.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794705000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,184.0,82.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794710000,9.0,19.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,9.0,9.0,8019000.0,167.0,18.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794715000,9.0,19.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,167.0,67.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794720000,9.0,19.0,14.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,9.0,1.0,256.0,251.0,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794725000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,106.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794730000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,106.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794735000,9.0,19.0,17.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,298.0,107.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794740000,1.0,13.0,19.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,4.0,0.0,130.0,18.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794745000,9.0,19.0,17.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,9.0,10.0,520.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794750000,9.0,14.0,19.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,9.0,1.0,23.0,372.0,22.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794755000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,6759000.0,228.0,22.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794760000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,228.0,22.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794765000,9.0,17.0,19.0,1.0,0.0,0.0,11.0,2.0,1.0,0.0,9.0,9.0,4797000.0,143.0,41.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794770000,9.0,17.0,19.0,1.0,0.0,0.0,11.0,1.0,2.0,0.0,9.0,9.0,2304000.0,143.0,41.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794775000,9.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,0.0,167.0,50.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794780000,9.0,19.0,15.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2304000.0,167.0,36.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794785000,9.0,18.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,9.0,2.0,515.0,35365.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794790000,9.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,2322000.0,141.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794795000,9.0,12.0,19.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,9.0,9.0,3.0,6867.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794800000,9.0,18.0,20.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,402.0,192.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794805000,9.0,18.0,20.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,402.0,192.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794810000,1.0,16.0,11.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,9.0,2.0,376.0,46.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794815000,9.0,19.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,9.0,3.0,115.0,52.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736794820000,,,,,,,,,,,,,,,,,,
